"folio","clientName","siteNumber","oa","service"
"A02180796","BBVA BANCOMER",70114395,304814,"CUAD-AVAYA"
"A02180785","BBVA BANCOMER",70122032,304690,"CUAD-AVAYA"
"A02180760","BBVA BANCOMER",70114382,304690,"CUAD-AVAYA"
"A02180776","BBVA BANCOMER",70114384,304690,"CUAD-AVAYA"
"A02180739","BBVA BANCOMER",70114371,304690,"CUAD-AVAYA"
"A02180752","BBVA BANCOMER",70114380,304690,"CUAD-AVAYA"
"A02180780","BBVA BANCOMER",71457748,304678,"CUAD-AVAYA"
"A02180769","BBVA BANCOMER",71318351,304678,"CUAD-AVAYA"
"A02180756","BBVA BANCOMER",70114354,304678,"CUAD-AVAYA"
"A02180730","BBVA BANCOMER",70114340,304678,"CUAD-AVAYA"
"A02180749","BBVA BANCOMER",70114341,304678,"CUAD-AVAYA"
"A02180781","BBVA BANCOMER",70143857,304673,"CUAD-AVAYA"
"A02180775","BBVA BANCOMER",70114333,304673,"CUAD-AVAYA"
"A02180753","BBVA BANCOMER",70114320,304673,"CUAD-AVAYA"
"A02180764","BBVA BANCOMER",70114323,304673,"CUAD-AVAYA"
"A02180744","BBVA BANCOMER",70114314,304673,"CUAD-AVAYA"
"A02180743","BBVA BANCOMER",71623139,304667,"CUAD-AVAYA"
"A02180719","BBVA BANCOMER",70114303,304667,"CUAD-AVAYA"
"A02180723","BBVA BANCOMER",70114311,304667,"CUAD-AVAYA"
"A02180694","BBVA BANCOMER",70114253,304667,"CUAD-AVAYA"
"A02180705","BBVA BANCOMER",70114268,304667,"CUAD-AVAYA"
"A02180736","BBVA BANCOMER",70223494,304659,"CUAD-AVAYA"
"A02180725","BBVA BANCOMER",70114206,304659,"CUAD-AVAYA"
"A02180709","BBVA BANCOMER",70114191,304659,"CUAD-AVAYA"
"A02180717","BBVA BANCOMER",70114198,304659,"CUAD-AVAYA"
"A02180697","BBVA BANCOMER",70114189,304659,"CUAD-AVAYA"
"A02180703","BBVA BANCOMER",70114169,304652,"CUAD-AVAYA"
"A02180712","BBVA BANCOMER",70114173,304652,"CUAD-AVAYA"
"A02180689","BBVA BANCOMER",70114167,304652,"CUAD-AVAYA"
"A02180683","BBVA BANCOMER",70114150,304652,"CUAD-AVAYA"
"A02180681","BBVA BANCOMER",70114148,304652,"CUAD-AVAYA"
"A02180735","BBVA BANCOMER",71295287,304640,"CUAD-AVAYA"
"A02180724","BBVA BANCOMER",71286246,304640,"CUAD-AVAYA"
"A02180708","BBVA BANCOMER",70115585,304640,"CUAD-AVAYA"
"A02180715","BBVA BANCOMER",70115589,304640,"CUAD-AVAYA"
"A02180696","BBVA BANCOMER",70115542,304640,"CUAD-AVAYA"
"A02180692","BBVA BANCOMER",70115478,304640,"CUAD-AVAYA"
"A02180684","BBVA BANCOMER",70115389,304640,"CUAD-AVAYA"
"A02180682","BBVA BANCOMER",70115376,304631,"CUAD-AVAYA"
"A02180672","BBVA BANCOMER",70115372,304631,"CUAD-AVAYA"
"A02180667","BBVA BANCOMER",70115309,304631,"CUAD-AVAYA"
"A02180669","BBVA BANCOMER",70115366,304631,"CUAD-AVAYA"
"A02180664","BBVA BANCOMER",70115307,304631,"CUAD-AVAYA"
"A02180655","BBVA BANCOMER",70115668,304624,"CUAD-AVAYA"
"A02180654","BBVA BANCOMER",71286224,304624,"CUAD-AVAYA"
"A02180651","BBVA BANCOMER",70115275,304624,"CUAD-AVAYA"
"A02180640","BBVA BANCOMER",70115379,304623,"CUAD-AVAYA"
"A02180623","BBVA BANCOMER",71406650,304464,"CUAD-AVAYA"
"A02180628","BBVA BANCOMER",71441342,304464,"CUAD-AVAYA"
"A02180611","BBVA BANCOMER",70115532,304464,"CUAD-AVAYA"
"A02180620","BBVA BANCOMER",70115537,304464,"CUAD-AVAYA"
"A02180605","BBVA BANCOMER",70115505,304464,"CUAD-AVAYA"
"A02180610","BBVA BANCOMER",70115340,304445,"CUAD-AVAYA"
"A02180590","BBVA BANCOMER",70115323,304445,"CUAD-AVAYA"
"A02180600","BBVA BANCOMER",70115327,304445,"CUAD-AVAYA"
"A02180577","BBVA BANCOMER",70115321,304445,"CUAD-AVAYA"
"A02180609","BBVA BANCOMER",71298352,304442,"CUAD-AVAYA"
"A02180614","BBVA BANCOMER",71458591,304442,"CUAD-AVAYA"
"A02180601","BBVA BANCOMER",70115624,304442,"CUAD-AVAYA"
"A02180575","BBVA BANCOMER",70115557,304442,"CUAD-AVAYA"
"A02180593","BBVA BANCOMER",70115620,304442,"CUAD-AVAYA"
"A02180574","BBVA BANCOMER",70115704,304439,"CUAD-AVAYA"
"A02180558","BBVA BANCOMER",70115670,304439,"CUAD-AVAYA"
"A02180566","BBVA BANCOMER",70115703,304439,"CUAD-AVAYA"
"A02180551","BBVA BANCOMER",70115615,304439,"CUAD-AVAYA"
"A02180599","BBVA BANCOMER",71283481,304433,"CUAD-AVAYA"
"A02180570","BBVA BANCOMER",70115608,304433,"CUAD-AVAYA"
"A02180586","BBVA BANCOMER",70115609,304433,"CUAD-AVAYA"
"A02180539","BBVA BANCOMER",70115277,304433,"CUAD-AVAYA"
"A02180556","BBVA BANCOMER",70115474,304433,"CUAD-AVAYA"
"A02180571","BBVA BANCOMER",70115266,304421,"CUAD-AVAYA"
"A02180548","BBVA BANCOMER",70115260,304421,"CUAD-AVAYA"
"A02180563","BBVA BANCOMER",70115263,304421,"CUAD-AVAYA"
"A02180534","BBVA BANCOMER",70115253,304421,"CUAD-AVAYA"
"A02180519","BBVA BANCOMER",70115239,304421,"CUAD-AVAYA"
"A02180591","BBVA BANCOMER",71287297,304410,"CUAD-AVAYA"
"A02180579","BBVA BANCOMER",71286232,304410,"CUAD-AVAYA"
"A02180562","BBVA BANCOMER",70197379,304410,"CUAD-AVAYA"
"A02180569","BBVA BANCOMER",71284743,304410,"CUAD-AVAYA"
"A02180552","BBVA BANCOMER",70115235,304410,"CUAD-AVAYA"
"A02180500","BBVA BANCOMER",71283480,304403,"CUAD-AVAYA"
"A02180497","BBVA BANCOMER",71283478,304403,"CUAD-AVAYA"
"A02180493","BBVA BANCOMER",71280860,304403,"CUAD-AVAYA"
"A02180487","BBVA BANCOMER",71278151,304403,"CUAD-AVAYA"
"A02180491","BBVA BANCOMER",71280847,304403,"CUAD-AVAYA"
"A02180538","BBVA BANCOMER",71299082,304396,"CUAD-AVAYA"
"A02180521","BBVA BANCOMER",71280843,304396,"CUAD-AVAYA"
"A02180530","BBVA BANCOMER",71283477,304396,"CUAD-AVAYA"
"A02180499","BBVA BANCOMER",71277207,304396,"CUAD-AVAYA"
"A02180506","BBVA BANCOMER",71278155,304396,"CUAD-AVAYA"
"A02180525","BBVA BANCOMER",71283484,304389,"CUAD-AVAYA"
"A02180504","BBVA BANCOMER",71277202,304389,"CUAD-AVAYA"
"A02180516","BBVA BANCOMER",71279166,304389,"CUAD-AVAYA"
"A02180495","BBVA BANCOMER",71273523,304389,"CUAD-AVAYA"
"A02180486","BBVA BANCOMER",71253568,304389,"CUAD-AVAYA"
"A02180480","BBVA BANCOMER",71273530,304247,"CUAD-AVAYA"
"A02180477","BBVA BANCOMER",71273522,304247,"CUAD-AVAYA"
"A02180468","BBVA BANCOMER",71255499,304247,"CUAD-AVAYA"
"A02180437","BBVA BANCOMER",71252627,304247,"CUAD-AVAYA"
"A02180455","BBVA BANCOMER",71255497,304247,"CUAD-AVAYA"
"A02180387","BBVA BANCOMER",71411737,304235,"CUAD-AVAYA"
"A02180358","BBVA BANCOMER",71252628,304235,"CUAD-AVAYA"
"A02180370","BBVA BANCOMER",71255498,304235,"CUAD-AVAYA"
"A02180326","BBVA BANCOMER",71251331,304235,"CUAD-AVAYA"
"A02180341","BBVA BANCOMER",71252626,304235,"CUAD-AVAYA"
"A02180381","BBVA BANCOMER",71250394,304229,"CUAD-AVAYA"
"A02180362","BBVA BANCOMER",71238346,304229,"CUAD-AVAYA"
"A02180354","BBVA BANCOMER",71234071,304229,"CUAD-AVAYA"
"A02180324","BBVA BANCOMER",70144491,304229,"CUAD-AVAYA"
"A02180334","BBVA BANCOMER",70232048,304229,"CUAD-AVAYA"
"A02180342","BBVA BANCOMER",70220794,304223,"CUAD-AVAYA"
"A02180319","BBVA BANCOMER",70200465,304223,"CUAD-AVAYA"
"A02180327","BBVA BANCOMER",70203779,304223,"CUAD-AVAYA"
"A02180304","BBVA BANCOMER",70195063,304223,"CUAD-AVAYA"
"A02180383","BBVA BANCOMER",71441421,304215,"CUAD-AVAYA"
"A02180348","BBVA BANCOMER",71440147,304215,"CUAD-AVAYA"
"A02180361","BBVA BANCOMER",71441125,304215,"CUAD-AVAYA"
"A02180316","BBVA BANCOMER",71412076,304215,"CUAD-AVAYA"
"A02180330","BBVA BANCOMER",71437378,304215,"CUAD-AVAYA"
"A02180322","BBVA BANCOMER",71404112,304200,"CUAD-AVAYA"
"A02180329","BBVA BANCOMER",71404113,304200,"CUAD-AVAYA"
"A02180347","BBVA BANCOMER",71404114,304200,"CUAD-AVAYA"
"A02180313","BBVA BANCOMER",71404112,304200,"CUAD-AVAYA"
"A02180290","BBVA BANCOMER",70114212,304200,"CUAD-AVAYA"
"A02180308","BBVA BANCOMER",71404110,304200,"CUAD-AVAYA"
"A02180294","BBVA BANCOMER",71370980,304188,"CUAD-AVAYA"
"A02180291","BBVA BANCOMER",71366856,304188,"CUAD-AVAYA"
"A02180287","BBVA BANCOMER",71350908,304188,"CUAD-AVAYA"
"A02180305","BBVA BANCOMER",71313953,304186,"CUAD-AVAYA"
"A02180317","BBVA BANCOMER",71464098,304186,"CUAD-AVAYA"
"A02180296","BBVA BANCOMER",71306940,304186,"CUAD-AVAYA"
"A02180289","BBVA BANCOMER",71306937,304186,"CUAD-AVAYA"
"A02180282","BBVA BANCOMER",71304136,304186,"CUAD-AVAYA"
"A02180303","BBVA BANCOMER",71285161,304185,"CUAD-AVAYA"
"A02180283","BBVA BANCOMER",71285154,304185,"CUAD-AVAYA"
"A02180272","BBVA BANCOMER",70115181,304185,"CUAD-AVAYA"
"A02180278","BBVA BANCOMER",70115222,304185,"CUAD-AVAYA"
"A02180277","BBVA BANCOMER",70115153,304184,"CUAD-AVAYA"
"A02180280","BBVA BANCOMER",70119008,304184,"CUAD-AVAYA"
"A02180270","BBVA BANCOMER",70115119,304184,"CUAD-AVAYA"
"A02180274","BBVA BANCOMER",70115120,304184,"CUAD-AVAYA"
"A02180266","BBVA BANCOMER",70115103,304184,"CUAD-AVAYA"
"A02180265","BBVA BANCOMER",70122006,304183,"CUAD-AVAYA"
"A02180269","BBVA BANCOMER",71235270,304183,"CUAD-AVAYA"
"A02180257","BBVA BANCOMER",70115092,304183,"CUAD-AVAYA"
"A02180258","BBVA BANCOMER",70122002,304183,"CUAD-AVAYA"
"A02180251","BBVA BANCOMER",70115048,304183,"CUAD-AVAYA"
"A02180264","BBVA BANCOMER",70115041,304182,"CUAD-AVAYA"
"A02180256","BBVA BANCOMER",70115014,304182,"CUAD-AVAYA"
"A02180263","BBVA BANCOMER",70115038,304182,"CUAD-AVAYA"
"A02180249","BBVA BANCOMER",70115012,304182,"CUAD-AVAYA"
"A02180252","BBVA BANCOMER",70115013,304182,"CUAD-AVAYA"
"A02180193","BBVA BANCOMER",70118886,304106,"CUAD-AVAYA"
"A02180180","BBVA BANCOMER",70114995,304106,"CUAD-AVAYA"
"A02180188","BBVA BANCOMER",70115006,304106,"CUAD-AVAYA"
"A02180170","BBVA BANCOMER",70114971,304106,"CUAD-AVAYA"
"A02180173","BBVA BANCOMER",70114977,304106,"CUAD-AVAYA"
"A02180163","BBVA BANCOMER",71433196,304105,"CUAD-AVAYA"
"A02180161","BBVA BANCOMER",70122041,304105,"CUAD-AVAYA"
"A02180155","BBVA BANCOMER",70114781,304105,"CUAD-AVAYA"
"A02180160","BBVA BANCOMER",70114962,304105,"CUAD-AVAYA"
"A02180150","BBVA BANCOMER",70114708,304105,"CUAD-AVAYA"
"A02180169","BBVA BANCOMER",70114705,304097,"CUAD-AVAYA"
"A02180164","BBVA BANCOMER",70114673,304097,"CUAD-AVAYA"
"A02180166","BBVA BANCOMER",70114703,304097,"CUAD-AVAYA"
"A02180152","BBVA BANCOMER",70114668,304097,"CUAD-AVAYA"
"A02180145","BBVA BANCOMER",70114663,304097,"CUAD-AVAYA"
"A01182469","BBVA BANCOMER",71651362,303949,"CUAD-AVAYA"
"A01182306","BBVA BANCOMER",71644596,303569,"CUAD-AVAYA"
"A01182136","BBVA BANCOMER",70197365,303297,"CUAD-AVAYA"
"A01182133","BBVA BANCOMER",70119010,303297,"CUAD-AVAYA"
"A01182129","BBVA BANCOMER",70115111,303297,"CUAD-AVAYA"
"A01182122","BBVA BANCOMER",70115109,303297,"CUAD-AVAYA"
"A01182099","BBVA BANCOMER",70115106,303297,"CUAD-AVAYA"
"A01182112","BBVA BANCOMER",70115108,303297,"CUAD-AVAYA"
"A01182084","BBVA BANCOMER",70115105,303297,"CUAD-AVAYA"
"A01182126","BBVA BANCOMER",70114631,303292,"CUAD-AVAYA"
"A01182119","BBVA BANCOMER",70114618,303292,"CUAD-AVAYA"
"A01182107","BBVA BANCOMER",70114606,303292,"CUAD-AVAYA"
"A01182116","BBVA BANCOMER",70114610,303292,"CUAD-AVAYA"
"A01182101","BBVA BANCOMER",70114591,303292,"CUAD-AVAYA"
"A01182086","BBVA BANCOMER",70114584,303292,"CUAD-AVAYA"
"A01182076","BBVA BANCOMER",70114582,303292,"CUAD-AVAYA"
"A01182110","BBVA BANCOMER",71673869,303277,"CUAD-AVAYA"
"A01182095","BBVA BANCOMER",71673867,303277,"CUAD-AVAYA"
"A01182082","BBVA BANCOMER",71673862,303277,"CUAD-AVAYA"
"A01182067","BBVA BANCOMER",71673291,303277,"CUAD-AVAYA"
"A01182071","BBVA BANCOMER",71673740,303277,"CUAD-AVAYA"
"A01181924","BBVA BANCOMER",70114297,303101,"CUAD-AVAYA"
"A01181918","BBVA BANCOMER",71238339,303088,"CUAD-AVAYA"
"A01181899","BBVA BANCOMER",70114470,303001,"CUAD-AVAYA"
"A01181888","BBVA BANCOMER",71394733,302962,"CUAD-AVAYA"
"A01181881","BBVA BANCOMER",71392052,302962,"CUAD-AVAYA"
"A01181877","BBVA BANCOMER",71390818,302962,"CUAD-AVAYA"
"A01181869","BBVA BANCOMER",71390814,302962,"CUAD-AVAYA"
"A01181858","BBVA BANCOMER",71390799,302962,"CUAD-AVAYA"
"A01181873","BBVA BANCOMER",71441882,302959,"CUAD-AVAYA"
"A01181852","BBVA BANCOMER",71354495,302959,"CUAD-AVAYA"
"A01181864","BBVA BANCOMER",71433002,302959,"CUAD-AVAYA"
"A01181842","BBVA BANCOMER",71282313,302959,"CUAD-AVAYA"
"A01181891","BBVA BANCOMER",71441420,302946,"CUAD-AVAYA"
"A01181872","BBVA BANCOMER",71241246,302946,"CUAD-AVAYA"
"A01181884","BBVA BANCOMER",71330016,302946,"CUAD-AVAYA"
"A01181866","BBVA BANCOMER",70122100,302946,"CUAD-AVAYA"
"A01181886","BBVA BANCOMER",71441425,302926,"CUAD-AVAYA"
"A01181871","BBVA BANCOMER",71325586,302926,"CUAD-AVAYA"
"A01181878","BBVA BANCOMER",71441424,302926,"CUAD-AVAYA"
"A01181846","BBVA BANCOMER",70114217,302926,"CUAD-AVAYA"
"A01181855","BBVA BANCOMER",70114277,302926,"CUAD-AVAYA"
"A01181749","BBVA BANCOMER",71454171,302866,"CUAD-AVAYA"
"A01181750","BBVA BANCOMER",71457432,302866,"CUAD-AVAYA"
"A01181748","BBVA BANCOMER",71424266,302866,"CUAD-AVAYA"
"A01181744","BBVA BANCOMER",70114468,302866,"CUAD-AVAYA"
"A01181693","BBVA BANCOMER",71285160,302746,"CUAD-AVAYA"
"A01181688","BBVA BANCOMER",71284746,302746,"CUAD-AVAYA"
"A01181686","BBVA BANCOMER",71283483,302746,"CUAD-AVAYA"
"A01181684","BBVA BANCOMER",71278191,302746,"CUAD-AVAYA"
"A01181677","BBVA BANCOMER",71277216,302746,"CUAD-AVAYA"
"A01181691","BBVA BANCOMER",71337190,302728,"CUAD-AVAYA"
"A01181337","BBVA BANCOMER",71457557,302569,"CUAD-AVAYA"
"A01181332","BBVA BANCOMER",70114282,302569,"CUAD-AVAYA"
"A01181326","BBVA BANCOMER",70114279,302569,"CUAD-AVAYA"
"A01181317","BBVA BANCOMER",70114277,302569,"CUAD-AVAYA"
"A01181320","BBVA BANCOMER",70114278,302569,"CUAD-AVAYA"
"A01181313","BBVA BANCOMER",71428324,302563,"CUAD-AVAYA"
"A01181309","BBVA BANCOMER",70114779,302563,"CUAD-AVAYA"
"A01181312","BBVA BANCOMER",70221719,302563,"CUAD-AVAYA"
"A01181307","BBVA BANCOMER",70114728,302563,"CUAD-AVAYA"
"A01181297","BBVA BANCOMER",70114717,302563,"CUAD-AVAYA"
"A01181282","BBVA BANCOMER",70114671,302563,"CUAD-AVAYA"
"A01181335","BBVA BANCOMER",71318350,302561,"CUAD-AVAYA"
"A01181333","BBVA BANCOMER",70114271,302561,"CUAD-AVAYA"
"A01181324","BBVA BANCOMER",70114257,302561,"CUAD-AVAYA"
"A01181325","BBVA BANCOMER",70114266,302561,"CUAD-AVAYA"
"A01181316","BBVA BANCOMER",70114243,302561,"CUAD-AVAYA"
"A01181295","BBVA BANCOMER",70114242,302555,"CUAD-AVAYA"
"A01181270","BBVA BANCOMER",70114238,302555,"CUAD-AVAYA"
"A01181278","BBVA BANCOMER",70114239,302555,"CUAD-AVAYA"
"A01181253","BBVA BANCOMER",70114231,302555,"CUAD-AVAYA"
"A01181230","BBVA BANCOMER",70114221,302555,"CUAD-AVAYA"
"A01181243","BBVA BANCOMER",70114229,302555,"CUAD-AVAYA"
"A01181294","BBVA BANCOMER",70114843,302551,"CUAD-AVAYA"
"A01181305","BBVA BANCOMER",70220819,302551,"CUAD-AVAYA"
"A01181280","BBVA BANCOMER",70114827,302551,"CUAD-AVAYA"
"A01181252","BBVA BANCOMER",70114797,302551,"CUAD-AVAYA"
"A01181271","BBVA BANCOMER",70114808,302551,"CUAD-AVAYA"
"A01181229","BBVA BANCOMER",70114568,302551,"CUAD-AVAYA"
"A01181239","BBVA BANCOMER",70114574,302551,"CUAD-AVAYA"
"A01181281","BBVA BANCOMER",70114215,302550,"CUAD-AVAYA"
"A01181296","BBVA BANCOMER",70114216,302550,"CUAD-AVAYA"
"A01181262","BBVA BANCOMER",70114205,302550,"CUAD-AVAYA"
"A01181269","BBVA BANCOMER",70114214,302550,"CUAD-AVAYA"
"A01181236","BBVA BANCOMER",70114202,302550,"CUAD-AVAYA"
"A01181251","BBVA BANCOMER",70114205,302550,"CUAD-AVAYA"
"A01181218","BBVA BANCOMER",70114201,302550,"CUAD-AVAYA"
"A01181304","BBVA BANCOMER",70115734,302540,"CUAD-AVAYA"
"A01181285","BBVA BANCOMER",70115688,302540,"CUAD-AVAYA"
"A01181284","BBVA BANCOMER",70115687,302540,"CUAD-AVAYA"
"A01181258","BBVA BANCOMER",70115684,302540,"CUAD-AVAYA"
"A01181234","BBVA BANCOMER",70115648,302540,"CUAD-AVAYA"
"A01181219","BBVA BANCOMER",70115647,302540,"CUAD-AVAYA"
"A01181306","BBVA BANCOMER",71285159,302509,"CUAD-AVAYA"
"A01181283","BBVA BANCOMER",71252629,302509,"CUAD-AVAYA"
"A01181287","BBVA BANCOMER",71254121,302509,"CUAD-AVAYA"
"A01181240","BBVA BANCOMER",71251327,302509,"CUAD-AVAYA"
"A01181259","BBVA BANCOMER",71251328,302509,"CUAD-AVAYA"
"A01181225","BBVA BANCOMER",71251326,302509,"CUAD-AVAYA"
"A01181213","BBVA BANCOMER",71251017,302509,"CUAD-AVAYA"
"A01181308","BBVA BANCOMER",71591312,302503,"CUAD-AVAYA"
"A01181279","BBVA BANCOMER",70115543,302503,"CUAD-AVAYA"
"A01181298","BBVA BANCOMER",70115607,302503,"CUAD-AVAYA"
"A01181248","BBVA BANCOMER",70115524,302503,"CUAD-AVAYA"
"A01181272","BBVA BANCOMER",70115529,302503,"CUAD-AVAYA"
"A01181222","BBVA BANCOMER",70115484,302503,"CUAD-AVAYA"
"A01181237","BBVA BANCOMER",70115489,302503,"CUAD-AVAYA"
"A01181260","BBVA BANCOMER",71620773,302475,"CUAD-AVAYA"
"A01181241","BBVA BANCOMER",71270580,302475,"CUAD-AVAYA"
"A01181226","BBVA BANCOMER",71256264,302475,"CUAD-AVAYA"
"A01181214","BBVA BANCOMER",71256261,302475,"CUAD-AVAYA"
"A01181206","BBVA BANCOMER",71255495,302475,"CUAD-AVAYA"
"A01181190","BBVA BANCOMER",71249271,302475,"CUAD-AVAYA"
"A01181199","BBVA BANCOMER",71254585,302475,"CUAD-AVAYA"
"A01181114","BBVA BANCOMER",71459721,302425,"CUAD-AVAYA"
"A01181111","BBVA BANCOMER",70118669,302425,"CUAD-AVAYA"
"A01181107","BBVA BANCOMER",70115329,302425,"CUAD-AVAYA"
"A01181100","BBVA BANCOMER",70115326,302425,"CUAD-AVAYA"
"A01181096","BBVA BANCOMER",70115324,302425,"CUAD-AVAYA"
"A01181112","BBVA BANCOMER",70114497,302413,"CUAD-AVAYA"
"A01181113","BBVA BANCOMER",70114498,302413,"CUAD-AVAYA"
"A01181106","BBVA BANCOMER",70114487,302413,"CUAD-AVAYA"
"A01181101","BBVA BANCOMER",70114486,302413,"CUAD-AVAYA"
"A01181095","BBVA BANCOMER",70114452,302413,"CUAD-AVAYA"
"A01181092","BBVA BANCOMER",70114332,302413,"CUAD-AVAYA"
"A01181081","BBVA BANCOMER",71627753,302332,"CUAD-AVAYA"
"A01181084","BBVA BANCOMER",71649753,302332,"CUAD-AVAYA"
"A01181077","BBVA BANCOMER",71626491,302332,"CUAD-AVAYA"
"A01181074","BBVA BANCOMER",71623711,302332,"CUAD-AVAYA"
"A01181072","BBVA BANCOMER",71623209,302332,"CUAD-AVAYA"
"A01181070","BBVA BANCOMER",71620773,302332,"CUAD-AVAYA"
"A01181023","BBVA BANCOMER",71310414,302204,"CUAD-AVAYA"
"A01180902","BBVA BANCOMER",71691514,302087,"CUAD-AVAYA"
"A01180901","BBVA BANCOMER",71691507,302087,"CUAD-AVAYA"
"A01180898","BBVA BANCOMER",71691488,302087,"CUAD-AVAYA"
"A01180891","BBVA BANCOMER",71691480,302087,"CUAD-AVAYA"
"A01180899","BBVA BANCOMER",71691501,302087,"CUAD-AVAYA"
"A01180861","BBVA BANCOMER",70122131,302087,"CUAD-AVAYA"
"A01180903","BBVA BANCOMER",71595940,302084,"CUAD-AVAYA"
"A01180897","BBVA BANCOMER",70115443,302084,"CUAD-AVAYA"
"A01180892","BBVA BANCOMER",70115416,302084,"CUAD-AVAYA"
"A01180860","BBVA BANCOMER",70115414,302084,"CUAD-AVAYA"
"A01180948","BBVA BANCOMER",70115666,302077,"CUAD-AVAYA"
"A01181017","BBVA BANCOMER",70115664,302077,"CUAD-AVAYA"
"A01181015","BBVA BANCOMER",70115663,302077,"CUAD-AVAYA"
"A01181016","BBVA BANCOMER",70115656,302077,"CUAD-AVAYA"
"A01180930","BBVA BANCOMER",70115192,302077,"CUAD-AVAYA"
"A01181009","BBVA BANCOMER",71275377,302067,"CUAD-AVAYA"
"A01181006","BBVA BANCOMER",71275376,302067,"CUAD-AVAYA"
"A01181003","BBVA BANCOMER",71273532,302067,"CUAD-AVAYA"
"A01180991","BBVA BANCOMER",71273525,302067,"CUAD-AVAYA"
"A01180999","BBVA BANCOMER",71273527,302067,"CUAD-AVAYA"
"A01180985","BBVA BANCOMER",71273520,302067,"CUAD-AVAYA"
"A01180980","BBVA BANCOMER",71273519,302067,"CUAD-AVAYA"
"A01180946","BBVA BANCOMER",71284748,302064,"CUAD-AVAYA"
"A01181018","BBVA BANCOMER",70122027,302064,"CUAD-AVAYA"
"A01180905","BBVA BANCOMER",70115242,302064,"CUAD-AVAYA"
"A01180929","BBVA BANCOMER",70115245,302064,"CUAD-AVAYA"
"A01181002","BBVA BANCOMER",71284752,302061,"CUAD-AVAYA"
"A01180998","BBVA BANCOMER",71284750,302061,"CUAD-AVAYA"
"A01180988","BBVA BANCOMER",71283564,302061,"CUAD-AVAYA"
"A01180976","BBVA BANCOMER",71283482,302061,"CUAD-AVAYA"
"A01180986","BBVA BANCOMER",71283486,302061,"CUAD-AVAYA"
"A01180971","BBVA BANCOMER",71283476,302061,"CUAD-AVAYA"
"A01180997","BBVA BANCOMER",71286228,302044,"CUAD-AVAYA"
"A01181001","BBVA BANCOMER",71626525,302044,"CUAD-AVAYA"
"A01180982","BBVA BANCOMER",71280855,302044,"CUAD-AVAYA"
"A01180975","BBVA BANCOMER",71280854,302044,"CUAD-AVAYA"
"A01180967","BBVA BANCOMER",71280852,302044,"CUAD-AVAYA"
"A01180952","BBVA BANCOMER",71278193,302044,"CUAD-AVAYA"
"A01180972","BBVA BANCOMER",71690923,302035,"CUAD-AVAYA"
"A01180968","BBVA BANCOMER",71690907,302035,"CUAD-AVAYA"
"A01181019","BBVA BANCOMER",71673875,302035,"CUAD-AVAYA"
"A01180939","BBVA BANCOMER",71673871,302035,"CUAD-AVAYA"
"A01180837","BBVA BANCOMER",71250393,301901,"CUAD-AVAYA"
"A01180838","BBVA BANCOMER",71463742,301901,"CUAD-AVAYA"
"A01180825","BBVA BANCOMER",71249702,301901,"CUAD-AVAYA"
"A01180830","BBVA BANCOMER",71249705,301901,"CUAD-AVAYA"
"A01180811","BBVA BANCOMER",71236589,301901,"CUAD-AVAYA"
"A01180817","BBVA BANCOMER",71236590,301901,"CUAD-AVAYA"
"A01180800","BBVA BANCOMER",71236586,301901,"CUAD-AVAYA"
"A01180805","BBVA BANCOMER",71234072,301887,"CUAD-AVAYA"
"A01180799","BBVA BANCOMER",70232106,301887,"CUAD-AVAYA"
"A01180791","BBVA BANCOMER",70232105,301887,"CUAD-AVAYA"
"A01180788","BBVA BANCOMER",70232104,301887,"CUAD-AVAYA"
"A01180781","BBVA BANCOMER",70232066,301887,"CUAD-AVAYA"
"A01180764","BBVA BANCOMER",70031883,301887,"CUAD-AVAYA"
"A01180769","BBVA BANCOMER",70232010,301887,"CUAD-AVAYA"
"A01180832","BBVA BANCOMER",71444732,301858,"CUAD-AVAYA"
"A01180835","BBVA BANCOMER",71460199,301858,"CUAD-AVAYA"
"A01180818","BBVA BANCOMER",70210690,301858,"CUAD-AVAYA"
"A01180824","BBVA BANCOMER",71443556,301858,"CUAD-AVAYA"
"A01180809","BBVA BANCOMER",70197779,301858,"CUAD-AVAYA"
"A01180786","BBVA BANCOMER",70143796,301858,"CUAD-AVAYA"
"A01180795","BBVA BANCOMER",70197777,301858,"CUAD-AVAYA"
"A01180773","BBVA BANCOMER",71442123,301826,"CUAD-AVAYA"
"A01180782","BBVA BANCOMER",71442902,301826,"CUAD-AVAYA"
"A01180760","BBVA BANCOMER",71437375,301826,"CUAD-AVAYA"
"A01180744","BBVA BANCOMER",71436354,301826,"CUAD-AVAYA"
"A01180755","BBVA BANCOMER",71437373,301826,"CUAD-AVAYA"
"A01180729","BBVA BANCOMER",71436282,301826,"CUAD-AVAYA"
"A01180813","BBVA BANCOMER",71363348,301822,"CUAD-AVAYA"
"A01180807","BBVA BANCOMER",71353007,301822,"CUAD-AVAYA"
"A01180783","BBVA BANCOMER",71313562,301822,"CUAD-AVAYA"
"A01180790","BBVA BANCOMER",71348199,301822,"CUAD-AVAYA"
"A01180768","BBVA BANCOMER",71312695,301822,"CUAD-AVAYA"
"A01180754","BBVA BANCOMER",71306942,301822,"CUAD-AVAYA"
"A01180745","BBVA BANCOMER",71299801,301822,"CUAD-AVAYA"
"A01180697","BBVA BANCOMER",71690186,301743,"CUAD-AVAYA"
