"folio","clientName","siteNumber","oa","service"
"A10170646","BBVA BANCOMER",71249502,291382,"CUAD-AVAYA"
"A10170636","BBVA BANCOMER",71594208,291368,"CUAD-AVAYA"
"A10170642","BBVA BANCOMER",71594630,291368,"CUAD-AVAYA"
"A10170637","BBVA BANCOMER",71582937,291368,"CUAD-AVAYA"
"A10170638","BBVA BANCOMER",71588719,291368,"CUAD-AVAYA"
"A10170632","BBVA BANCOMER",71576803,291368,"CUAD-AVAYA"
"A10170633","BBVA BANCOMER",71578283,291368,"CUAD-AVAYA"
"A10170630","BBVA BANCOMER",71559918,291368,"CUAD-AVAYA"
"A10170631","BBVA BANCOMER",71561000,291368,"CUAD-AVAYA"
"A10170629","BBVA BANCOMER",71378591,291368,"CUAD-AVAYA"
"A10170643","BBVA BANCOMER",71578510,291323,"CUAD-AVAYA"
"A10170640","BBVA BANCOMER",71576805,291323,"CUAD-AVAYA"
"A10170634","BBVA BANCOMER",71566830,291323,"CUAD-AVAYA"
"A10170625","BBVA BANCOMER",71557439,291323,"CUAD-AVAYA"
"A10170628","BBVA BANCOMER",71566826,291323,"CUAD-AVAYA"
"A10170623","BBVA BANCOMER",71543440,291323,"CUAD-AVAYA"
"A10170626","BBVA BANCOMER",71543482,291323,"CUAD-AVAYA"
"A10170620","BBVA BANCOMER",71525210,291323,"CUAD-AVAYA"
"A10170622","BBVA BANCOMER",71543421,291323,"CUAD-AVAYA"
"A10170619","BBVA BANCOMER",71491446,291323,"CUAD-AVAYA"
"A10170558","BBVA BANCOMER",71561479,291252,"CUAD-AVAYA"
"A10170557","BBVA BANCOMER",71560981,291252,"CUAD-AVAYA"
"A10170548","BBVA BANCOMER",71472554,291252,"CUAD-AVAYA"
"A10170553","BBVA BANCOMER",71491445,291252,"CUAD-AVAYA"
"A10170538","BBVA BANCOMER",71452288,291252,"CUAD-AVAYA"
"A10170544","BBVA BANCOMER",71466530,291252,"CUAD-AVAYA"
"A10170549","BBVA BANCOMER",71468636,291252,"CUAD-AVAYA"
"A10170535","BBVA BANCOMER",71420150,291252,"CUAD-AVAYA"
"A10170537","BBVA BANCOMER",71444749,291252,"CUAD-AVAYA"
"A10170531","BBVA BANCOMER",71419619,291252,"CUAD-AVAYA"
"A10170594","BBVA BANCOMER",71581671,291208,"CUAD-AVAYA"
"A10170595","BBVA BANCOMER",71576810,291208,"CUAD-AVAYA"
"A10170593","BBVA BANCOMER",71566824,291208,"CUAD-AVAYA"
"A10170589","BBVA BANCOMER",71557650,291208,"CUAD-AVAYA"
"A10170590","BBVA BANCOMER",71513160,291208,"CUAD-AVAYA"
"A10170592","BBVA BANCOMER",71463396,291208,"CUAD-AVAYA"
"A10170591","BBVA BANCOMER",71458071,291208,"CUAD-AVAYA"
"A10170588","BBVA BANCOMER",71457959,291208,"CUAD-AVAYA"
"A10170587","BBVA BANCOMER",71452343,291208,"CUAD-AVAYA"
"A10170586","BBVA BANCOMER",71443536,291208,"CUAD-AVAYA"
"A10170540","BBVA BANCOMER",70114239,291154,"CUAD-AVAYA"
"A10170546","BBVA BANCOMER",70114241,291154,"CUAD-AVAYA"
"A10170547","BBVA BANCOMER",71596169,291154,"CUAD-AVAYA"
"A10170539","BBVA BANCOMER",70114238,291154,"CUAD-AVAYA"
"A10170536","BBVA BANCOMER",70114237,291154,"CUAD-AVAYA"
"A10170533","BBVA BANCOMER",70114234,291154,"CUAD-AVAYA"
"A10170529","BBVA BANCOMER",70114231,291154,"CUAD-AVAYA"
"A10170532","BBVA BANCOMER",70114233,291154,"CUAD-AVAYA"
"A10170528","BBVA BANCOMER",70114229,291154,"CUAD-AVAYA"
"A10170585","BBVA BANCOMER",71623139,291115,"CUAD-AVAYA"
"A10170584","BBVA BANCOMER",70114254,291115,"CUAD-AVAYA"
"A10170583","BBVA BANCOMER",70114253,291115,"CUAD-AVAYA"
"A10170582","BBVA BANCOMER",70114252,291115,"CUAD-AVAYA"
"A10170579","BBVA BANCOMER",70114250,291115,"CUAD-AVAYA"
"A10170580","BBVA BANCOMER",70114249,291115,"CUAD-AVAYA"
"A10170576","BBVA BANCOMER",70114248,291115,"CUAD-AVAYA"
"A10170570","BBVA BANCOMER",70114244,291115,"CUAD-AVAYA"
"A10170566","BBVA BANCOMER",70114243,291115,"CUAD-AVAYA"
"A10170559","BBVA BANCOMER",70114242,291115,"CUAD-AVAYA"
"A10170519","BBVA BANCOMER",71576833,291080,"CUAD-AVAYA"
"A10170516","BBVA BANCOMER",71543431,291080,"CUAD-AVAYA"
"A10170518","BBVA BANCOMER",71573800,291080,"CUAD-AVAYA"
"A10170515","BBVA BANCOMER",71457745,291080,"CUAD-AVAYA"
"A10170514","BBVA BANCOMER",71450733,291080,"CUAD-AVAYA"
"A10170513","BBVA BANCOMER",70225552,291080,"CUAD-AVAYA"
"A10170512","BBVA BANCOMER",70122011,291080,"CUAD-AVAYA"
"A10170509","BBVA BANCOMER",70114490,291080,"CUAD-AVAYA"
"A10170488","BBVA BANCOMER",71631681,290932,"CUAD-AVAYA"
"A10170487","BBVA BANCOMER",71463936,290932,"CUAD-AVAYA"
"A10170483","BBVA BANCOMER",70114189,290932,"CUAD-AVAYA"
"A10170486","BBVA BANCOMER",70114191,290932,"CUAD-AVAYA"
"A10170481","BBVA BANCOMER",70114187,290932,"CUAD-AVAYA"
"A10170480","BBVA BANCOMER",70114181,290932,"CUAD-AVAYA"
"A10170476","BBVA BANCOMER",70114180,290932,"CUAD-AVAYA"
"A10170474","BBVA BANCOMER",70114179,290932,"CUAD-AVAYA"
"A10170470","BBVA BANCOMER",70114177,290932,"CUAD-AVAYA"
"A10170467","BBVA BANCOMER",70114176,290932,"CUAD-AVAYA"
"A10170484","BBVA BANCOMER",70114171,290837,"CUAD-AVAYA"
"A10170485","BBVA BANCOMER",70114173,290837,"CUAD-AVAYA"
"A10170482","BBVA BANCOMER",70114170,290837,"CUAD-AVAYA"
"A10170477","BBVA BANCOMER",70114167,290837,"CUAD-AVAYA"
"A10170479","BBVA BANCOMER",70114169,290837,"CUAD-AVAYA"
"A10170469","BBVA BANCOMER",70114164,290837,"CUAD-AVAYA"
"A10170475","BBVA BANCOMER",70114166,290837,"CUAD-AVAYA"
"A10170465","BBVA BANCOMER",70114162,290837,"CUAD-AVAYA"
"A10170468","BBVA BANCOMER",70114163,290837,"CUAD-AVAYA"
"A10170464","BBVA BANCOMER",70114161,290837,"CUAD-AVAYA"
"A10170454","BBVA BANCOMER",70114228,290979,"CUAD-AVAYA"
"A10170451","BBVA BANCOMER",70114225,290979,"CUAD-AVAYA"
"A10170449","BBVA BANCOMER",70114227,290979,"CUAD-AVAYA"
"A10170446","BBVA BANCOMER",70114223,290979,"CUAD-AVAYA"
"A10170442","BBVA BANCOMER",70114217,290979,"CUAD-AVAYA"
"A10170445","BBVA BANCOMER",70114221,290979,"CUAD-AVAYA"
"A10170427","BBVA BANCOMER",70114215,290979,"CUAD-AVAYA"
"A10170434","BBVA BANCOMER",70114216,290979,"CUAD-AVAYA"
"A10170420","BBVA BANCOMER",70114214,290979,"CUAD-AVAYA"
"A11170115","BBVA BANCOMER",70114213,290979,"CUAD-AVAYA"
"A10170391","BBVA BANCOMER",71561474,290952,"CUAD-AVAYA"
"A10170385","BBVA BANCOMER",70114209,290952,"CUAD-AVAYA"
"A10170383","BBVA BANCOMER",70114206,290952,"CUAD-AVAYA"
"A10170380","BBVA BANCOMER",70114200,290952,"CUAD-AVAYA"
"A10170381","BBVA BANCOMER",70114201,290952,"CUAD-AVAYA"
"A10170412","BBVA BANCOMER",70114196,290952,"CUAD-AVAYA"
"A10170411","BBVA BANCOMER",70114198,290952,"CUAD-AVAYA"
"A10170373","BBVA BANCOMER",70114194,290952,"CUAD-AVAYA"
"A10170261","BBVA BANCOMER",70115361,290835,"CUAD-AVAYA"
"A10170142","BBVA BANCOMER",71436965,290459,"CUAD-AVAYA"
"A10170113","BBVA BANCOMER",71647975,290417,"CUAD-AVAYA"
"A10170114","BBVA BANCOMER",71648552,290417,"CUAD-AVAYA"
"A10170112","BBVA BANCOMER",71623720,290417,"CUAD-AVAYA"
"A10170111","BBVA BANCOMER",71645144,290417,"CUAD-AVAYA"
"A10170071","BBVA BANCOMER",71578495,290228,"CUAD-AVAYA"
"A10170066","BBVA BANCOMER",70114625,290228,"CUAD-AVAYA"
"A10170068","BBVA BANCOMER",70115660,290228,"CUAD-AVAYA"
"A10170069","BBVA BANCOMER",70114647,290228,"CUAD-AVAYA"
"A10170062","BBVA BANCOMER",70114566,290228,"CUAD-AVAYA"
"A10170064","BBVA BANCOMER",70114600,290228,"CUAD-AVAYA"
"A10170058","BBVA BANCOMER",70114207,290228,"CUAD-AVAYA"
"A10170060","BBVA BANCOMER",70114554,290228,"CUAD-AVAYA"
"A09171135","BBVA BANCOMER",70115524,289568,"CUAD-AVAYA"
"A09171064","BBVA BANCOMER",70115049,289078,"CUAD-AVAYA"
"A09170983","BBVA BANCOMER",71233229,288776,"CUAD-AVAYA"
"A09170982","BBVA BANCOMER",70114232,288776,"CUAD-AVAYA"
"A09170812","BBVA BANCOMER",70133736,288300,"CUAD-AVAYA"
"A09170814","BBVA BANCOMER",71326959,288300,"CUAD-AVAYA"
"A09170813","BBVA BANCOMER",71351117,288300,"CUAD-AVAYA"
"A09170804","BBVA BANCOMER",71596150,288289,"CUAD-AVAYA"
"A09170802","BBVA BANCOMER",71286224,288289,"CUAD-AVAYA"
"A09170803","BBVA BANCOMER",71575896,288289,"CUAD-AVAYA"
"A09170801","BBVA BANCOMER",71283479,288289,"CUAD-AVAYA"
"A09170800","BBVA BANCOMER",71280858,288289,"CUAD-AVAYA"
"A09170799","BBVA BANCOMER",71276166,288289,"CUAD-AVAYA"
"A09170798","BBVA BANCOMER",71275380,288289,"CUAD-AVAYA"
"A09170797","BBVA BANCOMER",70115712,288289,"CUAD-AVAYA"
"A09170796","BBVA BANCOMER",70115401,288289,"CUAD-AVAYA"
"A09170795","BBVA BANCOMER",70115611,288289,"CUAD-AVAYA"
"A09170793","BBVA BANCOMER",70115288,288289,"CUAD-AVAYA"
"A09170794","BBVA BANCOMER",70115275,288289,"CUAD-AVAYA"
"A09170792","BBVA BANCOMER",70115254,288289,"CUAD-AVAYA"
"A09170791","BBVA BANCOMER",70115241,288289,"CUAD-AVAYA"
"A09170774","BBVA BANCOMER",71626493,288209,"CUAD-AVAYA"
"A09170744","BBVA BANCOMER",71561768,288094,"CUAD-AVAYA"
"A09170745","BBVA BANCOMER",71437016,288094,"CUAD-AVAYA"
"A09170740","BBVA BANCOMER",71369422,288094,"CUAD-AVAYA"
"A09170739","BBVA BANCOMER",71286278,288094,"CUAD-AVAYA"
"A09170738","BBVA BANCOMER",70223487,288094,"CUAD-AVAYA"
"A09170737","BBVA BANCOMER",70114790,288094,"CUAD-AVAYA"
"A09170736","BBVA BANCOMER",70114786,288094,"CUAD-AVAYA"
"A09170735","BBVA BANCOMER",70114775,288094,"CUAD-AVAYA"
"A11170122","BBVA BANCOMER",70114698,288094,"CUAD-AVAYA"
"A09170721","BBVA BANCOMER",71581647,287968,"CUAD-AVAYA"
"A09170720","BBVA BANCOMER",71575873,287968,"CUAD-AVAYA"
"A09170718","BBVA BANCOMER",71354031,287968,"CUAD-AVAYA"
"A09170719","BBVA BANCOMER",71366854,287968,"CUAD-AVAYA"
"A09170717","BBVA BANCOMER",71306941,287968,"CUAD-AVAYA"
"A09170716","BBVA BANCOMER",71286242,287968,"CUAD-AVAYA"
"A11170123","BBVA BANCOMER",71304502,287968,"CUAD-AVAYA"
"A09170714","BBVA BANCOMER",70222339,287968,"CUAD-AVAYA"
"A09170715","BBVA BANCOMER",70232024,287968,"CUAD-AVAYA"
"A09170713","BBVA BANCOMER",70198874,287968,"CUAD-AVAYA"
"A09170669","BBVA BANCOMER",71645359,287872,"CUAD-AVAYA"
"A09170670","BBVA BANCOMER",71646279,287872,"CUAD-AVAYA"
"A09170667","BBVA BANCOMER",71645115,287872,"CUAD-AVAYA"
"A09170662","BBVA BANCOMER",71644609,287872,"CUAD-AVAYA"
"A09170657","BBVA BANCOMER",71644596,287872,"CUAD-AVAYA"
"A09170656","BBVA BANCOMER",71644593,287872,"CUAD-AVAYA"
"A09170648","BBVA BANCOMER",71643547,287872,"CUAD-AVAYA"
"A09170651","BBVA BANCOMER",71644589,287872,"CUAD-AVAYA"
"A09170645","BBVA BANCOMER",71643542,287872,"CUAD-AVAYA"
"A09170684","BBVA BANCOMER",71644583,287870,"CUAD-AVAYA"
"A09170683","BBVA BANCOMER",71643641,287870,"CUAD-AVAYA"
"A09170682","BBVA BANCOMER",71643640,287870,"CUAD-AVAYA"
"A09170679","BBVA BANCOMER",71643582,287870,"CUAD-AVAYA"
"A09170681","BBVA BANCOMER",71643634,287870,"CUAD-AVAYA"
"A09170680","BBVA BANCOMER",71643581,287870,"CUAD-AVAYA"
"A09170678","BBVA BANCOMER",71643580,287870,"CUAD-AVAYA"
"A09170676","BBVA BANCOMER",71643556,287870,"CUAD-AVAYA"
"A09170677","BBVA BANCOMER",71643578,287870,"CUAD-AVAYA"
"A09170675","BBVA BANCOMER",71643553,287870,"CUAD-AVAYA"
"A09170674","BBVA BANCOMER",71643551,287870,"CUAD-AVAYA"
"A09170673","BBVA BANCOMER",71643450,287870,"CUAD-AVAYA"
"A09170672","BBVA BANCOMER",71578283,287870,"CUAD-AVAYA"
"A09170671","BBVA BANCOMER",70200468,287870,"CUAD-AVAYA"
"A09170664","BBVA BANCOMER",71639004,287807,"CUAD-AVAYA"
"A09170666","BBVA BANCOMER",71640465,287807,"CUAD-AVAYA"
"A09170663","BBVA BANCOMER",71638991,287807,"CUAD-AVAYA"
"A09170659","BBVA BANCOMER",71637234,287807,"CUAD-AVAYA"
"A09170658","BBVA BANCOMER",71638950,287807,"CUAD-AVAYA"
"A09170655","BBVA BANCOMER",71635343,287807,"CUAD-AVAYA"
"A09170654","BBVA BANCOMER",71635295,287807,"CUAD-AVAYA"
"A09170649","BBVA BANCOMER",71635252,287807,"CUAD-AVAYA"
"A09170650","BBVA BANCOMER",71635287,287807,"CUAD-AVAYA"
"A09170646","BBVA BANCOMER",71632795,287807,"CUAD-AVAYA"
"A09170641","BBVA BANCOMER",71632761,287807,"CUAD-AVAYA"
"A09170643","BBVA BANCOMER",71632782,287807,"CUAD-AVAYA"
"A09170639","BBVA BANCOMER",71632735,287807,"CUAD-AVAYA"
"A09170637","BBVA BANCOMER",71631753,287807,"CUAD-AVAYA"
"A09170635","BBVA BANCOMER",71630680,287807,"CUAD-AVAYA"
"A09170665","BBVA BANCOMER",70223486,287801,"CUAD-AVAYA"
"A09170668","BBVA BANCOMER",71559523,287801,"CUAD-AVAYA"
"A09170661","BBVA BANCOMER",70114456,287801,"CUAD-AVAYA"
"A09170660","BBVA BANCOMER",70114438,287801,"CUAD-AVAYA"
"A09170652","BBVA BANCOMER",70114359,287801,"CUAD-AVAYA"
"A09170653","BBVA BANCOMER",70114390,287801,"CUAD-AVAYA"
"A09170647","BBVA BANCOMER",70114338,287801,"CUAD-AVAYA"
"A09170644","BBVA BANCOMER",70114291,287801,"CUAD-AVAYA"
"A09170640","BBVA BANCOMER",70114246,287801,"CUAD-AVAYA"
"A09170642","BBVA BANCOMER",70114276,287801,"CUAD-AVAYA"
"A09170638","BBVA BANCOMER",70114220,287801,"CUAD-AVAYA"
"A09170636","BBVA BANCOMER",70114203,287801,"CUAD-AVAYA"
"A09170634","BBVA BANCOMER",70114174,287801,"CUAD-AVAYA"
"A09170633","BBVA BANCOMER",71630676,287769,"CUAD-AVAYA"
"A09170631","BBVA BANCOMER",71630668,287769,"CUAD-AVAYA"
"A09170629","BBVA BANCOMER",71627965,287769,"CUAD-AVAYA"
"A09170632","BBVA BANCOMER",71630666,287769,"CUAD-AVAYA"
"A09170628","BBVA BANCOMER",71627753,287769,"CUAD-AVAYA"
"A09170630","BBVA BANCOMER",71627820,287769,"CUAD-AVAYA"
"A09170627","BBVA BANCOMER",71627298,287769,"CUAD-AVAYA"
"A09170626","BBVA BANCOMER",71627180,287769,"CUAD-AVAYA"
"A09170625","BBVA BANCOMER",71627183,287769,"CUAD-AVAYA"
"A11170157","BBVA BANCOMER",71626525,287769,"CUAD-AVAYA"
"A11170124","BBVA BANCOMER",71626530,287769,"CUAD-AVAYA"
"A09170622","BBVA BANCOMER",71626491,287769,"CUAD-AVAYA"
"A09170624","BBVA BANCOMER",71626512,287769,"CUAD-AVAYA"
"A09170451","BBVA BANCOMER",71438783,287447,"CUAD-AVAYA"
"A09170452","BBVA BANCOMER",71437381,287447,"CUAD-AVAYA"
"A11170154","BBVA BANCOMER",71273517,287447,"CUAD-AVAYA"
"A09170447","BBVA BANCOMER",71238348,287447,"CUAD-AVAYA"
"A09170450","BBVA BANCOMER",71255494,287447,"CUAD-AVAYA"
"A09170449","BBVA BANCOMER",71238339,287447,"CUAD-AVAYA"
"A09170448","BBVA BANCOMER",71234124,287447,"CUAD-AVAYA"
"A09170446","BBVA BANCOMER",70115205,287447,"CUAD-AVAYA"
"A09170444","BBVA BANCOMER",70115101,287447,"CUAD-AVAYA"
"A09170445","BBVA BANCOMER",70115174,287447,"CUAD-AVAYA"
"A09170443","BBVA BANCOMER",70115039,287447,"CUAD-AVAYA"
"A09170441","BBVA BANCOMER",70115024,287447,"CUAD-AVAYA"
"A09170440","BBVA BANCOMER",70114807,287447,"CUAD-AVAYA"
"A09170442","BBVA BANCOMER",70114873,287447,"CUAD-AVAYA"
"A09170439","BBVA BANCOMER",70114692,287447,"CUAD-AVAYA"
"A09170424","BBVA BANCOMER",70232611,287410,"CUAD-AVAYA"
"A09170422","BBVA BANCOMER",70115668,287410,"CUAD-AVAYA"
"A09170421","BBVA BANCOMER",70115569,287410,"CUAD-AVAYA"
"A09170420","BBVA BANCOMER",70115515,287410,"CUAD-AVAYA"
"A09170419","BBVA BANCOMER",70115514,287410,"CUAD-AVAYA"
"A09170417","BBVA BANCOMER",70115496,287410,"CUAD-AVAYA"
"A09170416","BBVA BANCOMER",70115448,287410,"CUAD-AVAYA"
"A09170418","BBVA BANCOMER",70115453,287410,"CUAD-AVAYA"
"A09170415","BBVA BANCOMER",70115445,287410,"CUAD-AVAYA"
"A09170414","BBVA BANCOMER",70115434,287410,"CUAD-AVAYA"
"A09170413","BBVA BANCOMER",70115425,287410,"CUAD-AVAYA"
"A09170412","BBVA BANCOMER",70115415,287410,"CUAD-AVAYA"
"A09170411","BBVA BANCOMER",70115384,287410,"CUAD-AVAYA"
"A09170410","BBVA BANCOMER",70115361,287410,"CUAD-AVAYA"
"A09170409","BBVA BANCOMER",70115354,287410,"CUAD-AVAYA"
"A09170394","BBVA BANCOMER",71575884,287369,"CUAD-AVAYA"
"A09170395","BBVA BANCOMER",71577414,287369,"CUAD-AVAYA"
"A09170391","BBVA BANCOMER",70114640,287369,"CUAD-AVAYA"
"A09170393","BBVA BANCOMER",70115501,287369,"CUAD-AVAYA"
"A09170384","BBVA BANCOMER",70114421,287369,"CUAD-AVAYA"
"A09170389","BBVA BANCOMER",70114470,287369,"CUAD-AVAYA"
"A09170382","BBVA BANCOMER",70114297,287369,"CUAD-AVAYA"
"A09170383","BBVA BANCOMER",70114402,287369,"CUAD-AVAYA"
"A09170379","BBVA BANCOMER",70114263,287369,"CUAD-AVAYA"
"A09170380","BBVA BANCOMER",70114292,287369,"CUAD-AVAYA"
"A09170294","BBVA BANCOMER",71436433,287305,"CUAD-AVAYA"
"A09170293","BBVA BANCOMER",70115132,287305,"CUAD-AVAYA"
"A09170288","BBVA BANCOMER",70114440,287305,"CUAD-AVAYA"
"A09170623","BBVA BANCOMER",71491356,287230,"CUAD-AVAYA"
"A09170621","BBVA BANCOMER",71453601,287230,"CUAD-AVAYA"
"A09170620","BBVA BANCOMER",71419628,287230,"CUAD-AVAYA"
"A09170619","BBVA BANCOMER",71414609,287230,"CUAD-AVAYA"
"A09170618","BBVA BANCOMER",71305855,287230,"CUAD-AVAYA"
"A09170617","BBVA BANCOMER",71233229,287230,"CUAD-AVAYA"
"A09170616","BBVA BANCOMER",70115452,287230,"CUAD-AVAYA"
"A09170615","BBVA BANCOMER",70115198,287230,"CUAD-AVAYA"
"A09170614","BBVA BANCOMER",70114736,287230,"CUAD-AVAYA"
"A09170217","BBVA BANCOMER",70114232,287185,"CUAD-AVAYA"
"A09170431","BBVA BANCOMER",71390116,287185,"CUAD-AVAYA"
"A09170143","BBVA BANCOMER",71436965,286963,"CUAD-AVAYA"
"A09170430","BBVA BANCOMER",71437227,286903,"Por definir"
"A09170432","BBVA BANCOMER",71436965,286903,"Por definir"
"V000000067","BBVA BANCOMER",71562028,295043,"CUAD-AVAYA"
"V000000068","BBVA BANCOMER",70115132,295139,"CUAD-AVAYA"
"V000000069","BBVA BANCOMER",70114640,295201,"CUAD-AVAYA"
"V000000070","BBVA BANCOMER",71575896,295206,"CUAD-AVAYA"
"V000000071","BBVA BANCOMER",71576810,295248,"CUAD-AVAYA"
"V000000072","BBVA BANCOMER",71596150,295250,"CUAD-AVAYA"
"V000000073","BBVA BANCOMER",70114249,297802,"CUAD-AVAYA"
"V000000074","BBVA BANCOMER",70114685,297223,"CUAD-AVAYA"
"V000000075","BBVA BANCOMER",70114478,302413,"CUAD-AVAYA"
"V000000076","BBVA BANCOMER",70114149,298746,"CUAD-AVAYA"
"V000000077","BBVA BANCOMER",71444755,298758,"CUAD-AVAYA"
"V000000078","BBVA BANCOMER",70114770,298761,"CUAD-AVAYA"
"V000000079","BBVA BANCOMER",70115040,298773,"CUAD-AVAYA"
"V000000080","BBVA BANCOMER",70114326,298864,"CUAD-AVAYA"
"V000000081","BBVA BANCOMER",70115599,299732,"CUAD-AVAYA"
"V000000082","BBVA BANCOMER",70122134,298908,"CUAD-AVAYA"
"V000000083","BBVA BANCOMER",70115516,299341,"CUAD-AVAYA"
"V000000084","BBVA BANCOMER",71372564,299564,"CUAD-AVAYA"
"V000000085","BBVA BANCOMER",70115651,302540,"CUAD-AVAYA"
"V000000086","BBVA BANCOMER",70114869,300624,"CUAD-AVAYA"
"V000000087","BBVA BANCOMER",71313922,300650,"CUAD-AVAYA"
"V000000089","BBVA BANCOMER",70114638,301655,"CUAD-AVAYA"
"V000000090","BBVA BANCOMER",70115021,301710,"CUAD-AVAYA"
"V000000091","BBVA BANCOMER",71436353,301826,"CUAD-AVAYA"
"V000000092","BBVA BANCOMER",70197380,302064,"CUAD-AVAYA"
"V000000093","BBVA BANCOMER",71286236,302064,"CUAD-AVAYA"
"V000000094","BBVA BANCOMER",70122082,302084,"CUAD-AVAYA"
"V000000095","BBVA BANCOMER",71369210,302084,"CUAD-AVAYA"
"V000000096","BBVA BANCOMER",70115328,302425,"CUAD-AVAYA"
"V000000097","BBVA BANCOMER",70114256,302561,"CUAD-AVAYA"
"V000000098","BBVA BANCOMER",70114309,302569,"CUAD-AVAYA"
"V000000099","BBVA BANCOMER",70114317,302569,"CUAD-AVAYA"
"V0000000100","BBVA BANCOMER",71285155,304185,"CUAD-AVAYA"
"V0000000101","BBVA BANCOMER",70199847,304223,"CUAD-AVAYA"
"V0000000102","BBVA BANCOMER",70115259,304439,"CUAD-AVAYA"
"V0000000103","BBVA BANCOMER",70114913,304850,"CUAD-AVAYA"
"V0000000104","BBVA BANCOMER",70114917,304865,"CUAD-AVAYA"
"V0000000106","BBVA BANCOMER",70115220,310113,"CUAD-AVAYA"
"V0000000107","BBVA BANCOMER",71353007,310704,"CUAD-AVAYA"
"V0000000108","BBVA BANCOMER",70115250,311389,"CUAD-AVAYA"
"V0000000109","BBVA BANCOMER",70114214,311901,"CUAD-AVAYA"
"V0000000110","BBVA BANCOMER",70114234,311912,"CUAD-AVAYA"
"V0000000111","BBVA BANCOMER",70115130,311958,"CUAD-AVAYA"
"V0000000112","BBVA BANCOMER",71305855,311977,"CUAD-AVAYA"
"V0000000113","BBVA BANCOMER",70115374,312024,"CUAD-AVAYA"
"V0000000114","BBVA BANCOMER",70115103,313468,"CUAD-AVAYA"
"V0000000115","BBVA BANCOMER",70114987,314554,"CUAD-AVAYA"
"V0000000116","BBVA BANCOMER",70122131,314628,"CUAD-AVAYA"
"V0000000117","BBVA BANCOMER",70115704,314825,"CUAD-AVAYA"
"V0000000118","BBVA BANCOMER",70118667,314855,"CUAD-AVAYA"
"V0000000119","BBVA BANCOMER",70114502,314882,"CUAD-AVAYA"
"V0000000120","BBVA BANCOMER",70114689,314882,"CUAD-AVAYA"
"V0000000121","BBVA BANCOMER",70114999,314882,"CUAD-AVAYA"
"V0000000122","BBVA BANCOMER",70115277,314882,"CUAD-AVAYA"
"V0000000123","BBVA BANCOMER",71283477,314882,"CUAD-AVAYA"
"V0000000124","BBVA BANCOMER",70115259,314884,"CUAD-AVAYA"
"V0000000125","BBVA BANCOMER",70115360,314884,"CUAD-AVAYA"
"V0000000126","BBVA BANCOMER",70115385,314884,"CUAD-AVAYA"
"V0000000127","BBVA BANCOMER",70115501,314884,"CUAD-AVAYA"
"V0000000128","BBVA BANCOMER",70115730,314884,"CUAD-AVAYA"
"V0000000129","BBVA BANCOMER",70114475,314889,"CUAD-AVAYA"
"V0000000130","BBVA BANCOMER",70114510,314889,"CUAD-AVAYA"
"V0000000131","BBVA BANCOMER",70114704,314889,"CUAD-AVAYA"
"V0000000132","BBVA BANCOMER",70115474,314889,"CUAD-AVAYA"
"V0000000133","BBVA BANCOMER",70115478,314889,"CUAD-AVAYA"
"V0000000134","BBVA BANCOMER",70114756,314895,"CUAD-AVAYA"
"V0000000135","BBVA BANCOMER",70115044,314895,"CUAD-AVAYA"
"V0000000136","BBVA BANCOMER",70115559,314895,"CUAD-AVAYA"
"V0000000137","BBVA BANCOMER",70115605,314895,"CUAD-AVAYA"
"V0000000138","BBVA BANCOMER",70115672,314909,"CUAD-AVAYA"
"V0000000139","BBVA BANCOMER",70115694,314909,"CUAD-AVAYA"
"V0000000140","BBVA BANCOMER",70223256,314909,"CUAD-AVAYA"
"V0000000141","BBVA BANCOMER",71284753,314909,"CUAD-AVAYA"
"V0000000142","BBVA BANCOMER",71350908,314909,"CUAD-AVAYA"
"V0000000143","BBVA BANCOMER",70114408,314931,"CUAD-AVAYA"
"V0000000144","BBVA BANCOMER",70115259,314938,"CUAD-AVAYA"
"V0000000145","BBVA BANCOMER",70115501,314938,"CUAD-AVAYA"
"V0000000146","BBVA BANCOMER",71273525,314941,"CUAD-AVAYA"
"V0000000147","BBVA BANCOMER",70114894,314943,"CUAD-AVAYA"
"V0000000148","BBVA BANCOMER",70118886,314944,"CUAD-AVAYA"
"V0000000149","BBVA BANCOMER",70118886,314949,"CUAD-AVAYA"
"V0000000150","BBVA BANCOMER",71255493,314953,"CUAD-AVAYA"
"V0000000151","BBVA BANCOMER",71404106,315132,"CUAD-AVAYA"
"V0000000152","BBVA BANCOMER",71577911,315132,"CUAD-AVAYA"
"V0000000153","BBVA BANCOMER",71622583,315143,"CUAD-AVAYA"
"V0000000154","BBVA BANCOMER",71394733,315383,"CUAD-AVAYA"
"V0000000155","BBVA BANCOMER",70115606,315435,"CUAD-AVAYA"
"V0000000156","BBVA BANCOMER",71713303,315435,"CUAD-AVAYA"
"V0000000157","BBVA BANCOMER",70220819,315443,"CUAD-AVAYA"
"V0000000158","BBVA BANCOMER",70115087,315606,"CUAD-AVAYA"
"V0000000159","BBVA BANCOMER",70115110,315606,"CUAD-AVAYA"
"V0000000160","BBVA BANCOMER",70114339,315802,"CUAD-AVAYA"
"V0000000161","BBVA BANCOMER",71235421,315802,"CUAD-AVAYA"
"V0000000162","BBVA BANCOMER",71654752,315817,"CUAD-AVAYA"
"V0000000163","BBVA BANCOMER",70114395,315974,"CUAD-AVAYA"
