"folio","oa","emission","siteNumber","siteName","service","clientName"
"A05191352",342243,"2018-10-10T05:00:00.000Z",71414679,"6399 PATRIMONIAL MERIDA","CUAD-AVAYA","BBVA BANCOMER"
"A05191349",342243,"2018-10-10T05:00:00.000Z",71414676,"6397 VERACRUZ COSTA DE ORO","CUAD-AVAYA","BBVA BANCOMER"
"A05191347",342243,"2018-10-10T05:00:00.000Z",71414608,"6396 PATRIMONIAL TAMPICO","CUAD-AVAYA","BBVA BANCOMER"
"A02191809",342193,"2018-10-10T05:00:00.000Z",71766997,"1392 PATIO TLALPAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180558",341287,"2018-10-08T05:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180556",341287,"2018-10-08T05:00:00.000Z",71354032,"4667 PLANTA VW PONIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A10180559",341287,"2018-10-08T05:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180536",341287,"2018-10-08T05:00:00.000Z",70221750,"5678 LA PENITA DE JALTEMBA","CUAD-AVAYA","BBVA BANCOMER"
"A10180523",341287,"2018-10-08T05:00:00.000Z",71354032,"4667 PLANTA VW PONIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A10180517",341287,"2018-10-08T05:00:00.000Z",70115596,"5789 CERRITO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A10180547",341287,"2018-10-08T05:00:00.000Z",70142235,"5787 CIUDAD DEL MAIZ","CUAD-AVAYA","BBVA BANCOMER"
"A10180534",341252,"2018-10-08T05:00:00.000Z",71428725,"2359 HN CULIACAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180530",341252,"2018-10-08T05:00:00.000Z",71270438,"2048 HIPOTECARIA PUEBLA","CUAD-AVAYA","BBVA BANCOMER"
"A10180531",341252,"2018-10-08T05:00:00.000Z",70122100,"472 SAN LUIS POTOSI SEDE","CUAD-AVAYA","BBVA BANCOMER"
"A10180527",341252,"2018-10-08T05:00:00.000Z",70115663,"5834 VILLAHERMOSA MERCADO","CUAD-AVAYA","BBVA BANCOMER"
"A10180524",341252,"2018-10-08T05:00:00.000Z",70114921,"1235 TINGUINDIN","CUAD-AVAYA","BBVA BANCOMER"
"A10180539",341228,"2018-10-08T05:00:00.000Z",71414615,"6386 PATRIMONIAL SALTILLO","CUAD-AVAYA","BBVA BANCOMER"
"A10180528",341228,"2018-10-08T05:00:00.000Z",71414615,"6386 PATRIMONIAL SALTILLO","CUAD-AVAYA","BBVA BANCOMER"
"A10180519",341228,"2018-10-08T05:00:00.000Z",71310416,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A10180562",341228,"2018-10-08T05:00:00.000Z",71408479,"6360 PATRIMONIAL LOS MOCHIS","CUAD-AVAYA","BBVA BANCOMER"
"A10180537",341228,"2018-10-08T05:00:00.000Z",71408479,"6360 PATRIMONIAL LOS MOCHIS","CUAD-AVAYA","BBVA BANCOMER"
"A10180495",341228,"2018-10-08T05:00:00.000Z",70122110,"5510 CELAYA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A10180560",341228,"2018-10-08T05:00:00.000Z",71310416,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A10180557",341200,"2018-10-08T05:00:00.000Z",71562022,"6356 PATRIMONIAL NEZAHUALCOYOTL","CUAD-AVAYA","BBVA BANCOMER"
"A10180553",341200,"2018-10-08T05:00:00.000Z",71414614,"6354 PATRIMONIAL REYNOSA","CUAD-AVAYA","BBVA BANCOMER"
"A10180525",341200,"2018-10-08T05:00:00.000Z",71562022,"6356 PATRIMONIAL NEZAHUALCOYOTL","CUAD-AVAYA","BBVA BANCOMER"
"A10180546",341200,"2018-10-08T05:00:00.000Z",71414610,"6338 PATRIMONIAL CHIHUAHUA","CUAD-AVAYA","BBVA BANCOMER"
"A10180518",341200,"2018-10-08T05:00:00.000Z",71414614,"6354 PATRIMONIAL REYNOSA","CUAD-AVAYA","BBVA BANCOMER"
"A10180542",341200,"2018-10-08T05:00:00.000Z",71414601,"6346 PATRIMONIAL COLIMA","CUAD-AVAYA","BBVA BANCOMER"
"A10180516",341200,"2018-10-08T05:00:00.000Z",71414610,"6338 PATRIMONIAL CHIHUAHUA","CUAD-AVAYA","BBVA BANCOMER"
"A10180487",341200,"2018-10-08T05:00:00.000Z",71414139,"6341 PATRIMONIAL SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A10180494",341200,"2018-10-08T05:00:00.000Z",71414601,"6346 PATRIMONIAL COLIMA","CUAD-AVAYA","BBVA BANCOMER"
"A10180492",341200,"2018-10-08T05:00:00.000Z",71414139,"6341 PATRIMONIAL SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A10180421",340925,"2018-10-05T05:00:00.000Z",71414679,"6399 PATRIMONIAL MERIDA","CUAD-AVAYA","BBVA BANCOMER"
"A10180414",340925,"2018-10-05T05:00:00.000Z",71414654,"6406 PATRIMONIAL CULIACAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180419",340925,"2018-10-05T05:00:00.000Z",71414654,"6406 PATRIMONIAL CULIACAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180407",340925,"2018-10-05T05:00:00.000Z",71414608,"6396 PATRIMONIAL TAMPICO","CUAD-AVAYA","BBVA BANCOMER"
"A10180416",340925,"2018-10-05T05:00:00.000Z",71414608,"6396 PATRIMONIAL TAMPICO","CUAD-AVAYA","BBVA BANCOMER"
"A10180404",340921,"2018-10-05T05:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180399",340921,"2018-10-05T05:00:00.000Z",70115716,"5599 IXMIQUILPAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180402",340921,"2018-10-05T05:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A10180400",340921,"2018-10-05T05:00:00.000Z",70115430,"5961 TLALTENANGO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A10180391",340919,"2018-10-05T05:00:00.000Z",70232611,"6534 TOLUCA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A10180387",340919,"2018-10-05T05:00:00.000Z",70133736,"3392 DZ HERMOSILLO","CUAD-AVAYA","BBVA BANCOMER"
"A10180385",340919,"2018-10-05T05:00:00.000Z",70115243,"5325 CALKINI CAMPECHE","CUAD-AVAYA","BBVA BANCOMER"
"A10180396",340918,"2018-10-05T05:00:00.000Z",71255495,"5133  PLAYACAR CTRO MAYA","CUAD-AVAYA","BBVA BANCOMER"
"A10180392",340918,"2018-10-05T05:00:00.000Z",71235421,"461 AGUASCALIENTES PULGAS PANDAS","CUAD-AVAYA","BBVA BANCOMER"
"A10180388",340918,"2018-10-05T05:00:00.000Z",70115610,"5799 MAZATLAN OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A10180394",340918,"2018-10-05T05:00:00.000Z",70115684,"561 TOLUCA COLON","CUAD-AVAYA","BBVA BANCOMER"
"A10180384",340918,"2018-10-05T05:00:00.000Z",70114339,"263 MONCLOVA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A10180246",340698,"2018-10-03T05:00:00.000Z",70115094,"4107 GUSTAVO BAZ","CUAD-AVAYA","BBVA BANCOMER"
"A10180265",340689,"2018-10-03T05:00:00.000Z",70114730,"678 NOGALES SUR","CUAD-AVAYA","BBVA BANCOMER"
"A10180260",340646,"2018-10-03T05:00:00.000Z",71691480,"5613 ZACATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A09181372",340044,"2018-09-28T05:00:00.000Z",71764372,"1440 SAN TELMO TOWN CENTER","CUAD-AVAYA","BBVA BANCOMER"
"A09181368",340044,"2018-09-28T05:00:00.000Z",71756938,"3991 GUADALUPE VICTORIA","CUAD-AVAYA","BBVA BANCOMER"
"A09181369",340044,"2018-09-28T05:00:00.000Z",71762079,"1391 EXPLANADA PUEBLA","CUAD-AVAYA","BBVA BANCOMER"
"A09181366",340044,"2018-09-28T05:00:00.000Z",71756873,"1409 PUERTA LA VICTORIA","CUAD-AVAYA","BBVA BANCOMER"
"A09181344",340035,"2018-09-28T05:00:00.000Z",71757928,"841 BANCA DE EMPRESAS MERIDA","CUAD-AVAYA","BBVA BANCOMER"
"A09181330",340035,"2018-09-28T05:00:00.000Z",71754095,"CR5930 TEZONAPA","CUAD-AVAYA","BBVA BANCOMER"
"A09181338",340035,"2018-09-28T05:00:00.000Z",71756168,"5351 MONCLOVA GALERIAS","CUAD-AVAYA","BBVA BANCOMER"
"A09181325",340035,"2018-09-28T05:00:00.000Z",71754092,"1407 PLAZA ODARA","CUAD-AVAYA","BBVA BANCOMER"
"A09181320",340035,"2018-09-28T05:00:00.000Z",71752253,"6571 TEXCALTITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A09181252",339942,"2018-09-27T05:00:00.000Z",71596138,"6861 IXTACZOQUITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A09181258",339934,"2018-09-27T05:00:00.000Z",71623214,"2394 HIPOTECARIA CUERNAVACA","CUAD-AVAYA","BBVA BANCOMER"
"A09181256",339933,"2018-09-27T05:00:00.000Z",70114551,"3494 VALLEJO CUITLAHUAC","CUAD-AVAYA","BBVA BANCOMER"
"A09181255",339924,"2018-09-27T05:00:00.000Z",70122036,"4105 TLALNEPANTLA","CUAD-AVAYA","BBVA BANCOMER"
"A09181251",339924,"2018-09-27T05:00:00.000Z",70119746,"3452 DF INSURGENTES FELIX CUEVAS TARJETA S8300D 700463532","CUAD-AVAYA","BBVA BANCOMER"
"A09181244",339924,"2018-09-27T05:00:00.000Z",70114290,"207 GARZA GARCIA PLAZA ALIANZA","CUAD-AVAYA","BBVA BANCOMER"
"A09181247",339924,"2018-09-27T05:00:00.000Z",70114993,"1261 CENTRO FINANCIERO PTO VALLARTA","CUAD-AVAYA","BBVA BANCOMER"
"A09181249",339924,"2018-09-27T05:00:00.000Z",70115452,"5994 TORREON OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A09181241",339924,"2018-09-27T05:00:00.000Z",70114225,"100 TLALNEPANTLA PUENTE DE VIGAS","CUAD-AVAYA","BBVA BANCOMER"
"A09181061",339470,"2018-09-24T05:00:00.000Z",71756897,"7715 BANCA DE GOBIERNO YUCATAN","CUAD-AVAYA","BBVA BANCOMER"
"A09180934",339031,"2018-09-19T05:00:00.000Z",71310416,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A09180937",339031,"2018-09-19T05:00:00.000Z",71337190,"6379 PATRIMONIAL LILAS","CUAD-AVAYA","BBVA BANCOMER"
"A09180935",339020,"2018-09-19T05:00:00.000Z",71310416,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A09180938",339020,"2018-09-19T05:00:00.000Z",71337190,"6379 PATRIMONIAL LILAS","CUAD-AVAYA","BBVA BANCOMER"
"A09180932",339020,"2018-09-19T05:00:00.000Z",70114440,"371 REFORMA NIZA","CUAD-AVAYA","BBVA BANCOMER"
"A09180949",338930,"2018-09-19T05:00:00.000Z",71444509,"834 EMPRESAS Y GOBIERNO VERACRUZ","CUAD-AVAYA","BBVA BANCOMER"
"A09180947",338930,"2018-09-19T05:00:00.000Z",71437227,"680 PATRIMONIAL LOMAS - 71437227","CUAD-AVAYA","BBVA BANCOMER"
"A09180946",338930,"2018-09-19T05:00:00.000Z",70114232,"111 SAN ANGEL","CUAD-AVAYA","BBVA BANCOMER"
"A09180944",338921,"2018-09-19T05:00:00.000Z",70114217,"83 GUTEMBERG","CUAD-AVAYA","BBVA BANCOMER"
"A09180690",337974,"2018-09-12T05:00:00.000Z",71379806,"7702 GOBIERNO HERMOSILLO SONORA","CUAD-AVAYA","BBVA BANCOMER"
"A09180575",337670,"2018-09-11T05:00:00.000Z",71463937,"5697 PUERTO ESCONDIDO","CUAD-AVAYA","BBVA BANCOMER"
"A09180329",336822,"2018-09-05T05:00:00.000Z",70114843,"1168 SITE TEPEYAC","CUAD-AVAYA","BBVA BANCOMER"
"A09180330",336822,"2018-09-05T05:00:00.000Z",70114843,"1168 SITE TEPEYAC","CUAD-AVAYA","BBVA BANCOMER"
"A09180075",336270,"2018-09-03T05:00:00.000Z",70114559,"3645 OCEANIA PEÑON","CUAD-AVAYA","BBVA BANCOMER"
"A08181317",336069,"2018-08-31T05:00:00.000Z",70114488,"425 TRANSITO ALCALDE","CUAD-AVAYA","BBVA BANCOMER"
"A08181308",336065,"2018-08-31T05:00:00.000Z",70222343,"5031 CHETUMAL PLAZA LAS AMERICAS","CUAD-AVAYA","BBVA BANCOMER"
"A08181154",335230,"2018-08-27T05:00:00.000Z",71280846,"5256 PLAZA SENDERO MATAMOROS","CUAD-AVAYA","BBVA BANCOMER"
"A08181158",335230,"2018-08-27T05:00:00.000Z",71299083,"5249 LA MOREÑA","CUAD-AVAYA","BBVA BANCOMER"
"A08181152",335230,"2018-08-27T05:00:00.000Z",71278156,"5260 TICUL","CUAD-AVAYA","BBVA BANCOMER"
"A08181155",335230,"2018-08-27T05:00:00.000Z",71279164,"5247 LOS OLIVOS","CUAD-AVAYA","BBVA BANCOMER"
"A08181149",335230,"2018-08-27T05:00:00.000Z",71278154,"5255 PLAZA CENTRIKA","CUAD-AVAYA","BBVA BANCOMER"
"A08180777",333615,"2018-08-15T05:00:00.000Z",71746351,"1458 AUTOSERVICIO MUNDO E","CUAD-AVAYA","BBVA BANCOMER"
"A08180769",333558,"2018-08-15T05:00:00.000Z",71746351,"1458 AUTOSERVICIO MUNDO E","CUAD-AVAYA","BBVA BANCOMER"
"A08180757",333471,"2018-08-14T05:00:00.000Z",71441418,"6389 PATRIMONIAL MORELIA","CUAD-AVAYA","BBVA BANCOMER"
"A08180753",333471,"2018-08-14T05:00:00.000Z",71441417,"6369 PATRIMONIAL URUAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A08180751",333471,"2018-08-14T05:00:00.000Z",71434529,"6368 PATRIMONIAL ZAMORA","CUAD-AVAYA","BBVA BANCOMER"
"A08180748",333471,"2018-08-14T05:00:00.000Z",71433271,"6402 PATRIMONIAL TOLUCA","CUAD-AVAYA","BBVA BANCOMER"
"A08180745",333471,"2018-08-14T05:00:00.000Z",71414599,"6348 PATRIMONIAL DURANGO","CUAD-AVAYA","BBVA BANCOMER"
"A08180667",333360,"2018-08-14T05:00:00.000Z",71578111,"6404 PATRIMONIAL CD JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A08180678",333360,"2018-08-14T05:00:00.000Z",71454169,"6351 PATRIMONIAL CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A08180669",333360,"2018-08-14T05:00:00.000Z",70115684,"561 TOLUCA COLON","CUAD-AVAYA","BBVA BANCOMER"
"A08180663",333360,"2018-08-14T05:00:00.000Z",70115610,"5799 MAZATLAN OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A08180658",333360,"2018-08-14T05:00:00.000Z",70115514,"6535 TOLUCA SAN CARLOS","CUAD-AVAYA","BBVA BANCOMER"
"A08180655",333360,"2018-08-14T05:00:00.000Z",70115266,"5363 SABINAS OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A08180631",333292,"2018-08-14T05:00:00.000Z",70114476,"412 GUADALAJARA LOPEZ MATEOS","CUAD-AVAYA","BBVA BANCOMER"
"A08180610",333215,"2018-08-13T05:00:00.000Z",70115243,"5325 CALKINI CAMPECHE","CUAD-AVAYA","BBVA BANCOMER"
"A08180603",333154,"2018-08-13T05:00:00.000Z",71752134,"5086 TLAPA","CUAD-AVAYA","BBVA BANCOMER"
"A08180597",333154,"2018-08-13T05:00:00.000Z",71752095,"1383 PLAZA SOLESTA","CUAD-AVAYA","BBVA BANCOMER"
"A08180236",331975,"2018-08-06T05:00:00.000Z",71748623,"1174 CALZADA SAN PEDRO","CUAD-AVAYA","BBVA BANCOMER"
"A08180234",331968,"2018-08-06T05:00:00.000Z",71738081,"2551 CENTRO PYME DZ TULTITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A08180231",331965,"2018-08-06T05:00:00.000Z",71745337,"1385 URUAPAN AEROPUERTO","CUAD-AVAYA","BBVA BANCOMER"
"A08180238",331960,"2018-08-06T05:00:00.000Z",71390799,"4692 PLAZA SHANGRILA","CUAD-AVAYA","BBVA BANCOMER"
"A08180240",331960,"2018-08-06T05:00:00.000Z",71691480,"5613 ZACATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A08180224",331960,"2018-08-06T05:00:00.000Z",70115415,"6697 TUXTLA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A08180229",331960,"2018-08-06T05:00:00.000Z",71241177,"2330 HIPOTECARIA QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A08180202",331943,"2018-08-06T05:00:00.000Z",70115684,"561 TOLUCA COLON","CUAD-AVAYA","BBVA BANCOMER"
"A07181010",329832,"2018-07-23T05:00:00.000Z",71241246,"2362 H NAL PZA CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A07181011",329832,"2018-07-23T05:00:00.000Z",71241246,"2362 H NAL PZA CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A07180907",329645,"2018-07-20T05:00:00.000Z",70158941,"2310 HIPOTECARIA COACALCO","CUAD-AVAYA","BBVA BANCOMER"
"A07180583",328018,"2018-07-11T05:00:00.000Z",71414674,"6364 PAT GUADALAJARA TERRANOVA","CUAD-AVAYA","BBVA BANCOMER"
"A07180585",328018,"2018-07-11T05:00:00.000Z",71582937,"2366 HIPOTECARIA CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A07180579",328018,"2018-07-11T05:00:00.000Z",70114695,"3706 VILLAS NICOLAS ROMERO","CUAD-AVAYA","BBVA BANCOMER"
"A07180580",328018,"2018-07-11T05:00:00.000Z",71297044,"2333 HN LEON","CUAD-AVAYA","BBVA BANCOMER"
"A07180539",327873,"2018-07-10T05:00:00.000Z",70115610,"5799 MAZATLAN OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A07180542",327873,"2018-07-10T05:00:00.000Z",70122134,"4106 OFICINA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A07180545",327873,"2018-07-10T05:00:00.000Z",71241246,"2362 H NAL PZA CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A07180543",327873,"2018-07-10T05:00:00.000Z",71241246,"2362 H NAL PZA CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A07180538",327873,"2018-07-10T05:00:00.000Z",70114506,"7716  446 COLIMA","CUAD-AVAYA","BBVA BANCOMER"
"A07180480",327736,"2018-07-09T05:00:00.000Z",70115041,"3923 CUERNAVACA UNIVERSIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A07180481",327736,"2018-07-09T05:00:00.000Z",70115445,"5985 TORREON JARDIN","CUAD-AVAYA","BBVA BANCOMER"
"A07180500",327733,"2018-07-09T05:00:00.000Z",70115041,"3923 CUERNAVACA UNIVERSIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A07180502",327733,"2018-07-09T05:00:00.000Z",70115445,"5985 TORREON JARDIN","CUAD-AVAYA","BBVA BANCOMER"
"A07180503",327733,"2018-07-09T05:00:00.000Z",70115445,"5985 TORREON JARDIN","CUAD-AVAYA","BBVA BANCOMER"
"A07180485",327732,"2018-07-09T05:00:00.000Z",70114506,"7716  446 COLIMA","CUAD-AVAYA","BBVA BANCOMER"
"A07180486",327732,"2018-07-09T05:00:00.000Z",71241246,"2362 H NAL PZA CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A07180408",327666,"2018-07-09T05:00:00.000Z",71741550,"1398 PLAZA LAS ANTENAS","CUAD-AVAYA","BBVA BANCOMER"
"A07180405",327666,"2018-07-09T05:00:00.000Z",71738105,"1394 AMBAR FASHION","CUAD-AVAYA","BBVA BANCOMER"
"A07180402",327666,"2018-07-09T05:00:00.000Z",71734281,"6342 PATRIMONIAL CENTRO BANCOMER","CUAD-AVAYA","BBVA BANCOMER"
"A07180198",327226,"2018-07-05T05:00:00.000Z",71399003,"708 PATRIMONIAL VALLE SENA","CUAD-AVAYA","BBVA BANCOMER"
"A06181954",325818,"2018-06-28T05:00:00.000Z",71252624,"5110 PLAZA MISIONES","CUAD-AVAYA","BBVA BANCOMER"
"A06181947",325818,"2018-06-28T05:00:00.000Z",71251329,"5111 HEROES DE TECAMAC","CUAD-AVAYA","BBVA BANCOMER"
"A06181970",325814,"2018-06-28T05:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06181966",325814,"2018-06-28T05:00:00.000Z",71336848,"405 AMERICAS","CUAD-AVAYA","BBVA BANCOMER"
"A06181965",325814,"2018-06-28T05:00:00.000Z",71252625,"5116 GUAMUCHIL EVORA","CUAD-AVAYA","BBVA BANCOMER"
"A06181960",325814,"2018-06-28T05:00:00.000Z",71251325,"5109 PLAZA SANTA","CUAD-AVAYA","BBVA BANCOMER"
"A06181953",325814,"2018-06-28T05:00:00.000Z",70122021,"6522 OZULUAMA","CUAD-AVAYA","BBVA BANCOMER"
"A06181942",325802,"2018-06-28T05:00:00.000Z",71465476,"6372 PATRIMONIAL MOROLEON","CUAD-AVAYA","BBVA BANCOMER"
"A06181934",325802,"2018-06-28T05:00:00.000Z",71397790,"6405 PATRIMONIAL LEON","CUAD-AVAYA","BBVA BANCOMER"
"A06181940",325802,"2018-06-28T05:00:00.000Z",71444788,"6373 PATRIMONIAL TEPIC","CUAD-AVAYA","BBVA BANCOMER"
"A06181961",325792,"2018-06-28T05:00:00.000Z",71434348,"1825 EMPRESAS INGUARAN","CUAD-AVAYA","BBVA BANCOMER"
"A06181958",325792,"2018-06-28T05:00:00.000Z",71414597,"6358 PATRIMONIAL INTERLOMAS","CUAD-AVAYA","BBVA BANCOMER"
"A06181949",325792,"2018-06-28T05:00:00.000Z",71397785,"0707 PATRIMONIAL ANDARES","CUAD-AVAYA","BBVA BANCOMER"
"A06181923",325758,"2018-06-28T05:00:00.000Z",71621067,"2260 MONTERREY SUR","CUAD-AVAYA","BBVA BANCOMER"
"A06181724",325386,"2018-06-26T05:00:00.000Z",71622587,"6529 CD VALLES HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A06181718",325386,"2018-06-26T05:00:00.000Z",71460466,"2088 CER HIPOTECARIO VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A06181719",325386,"2018-06-26T05:00:00.000Z",71441419,"1796 EMPRESAS Y GOBIERNO IRAPUATO","CUAD-AVAYA","BBVA BANCOMER"
"A06181715",325386,"2018-06-26T05:00:00.000Z",71325127,"352 PLAZA VICTORIA","CUAD-AVAYA","BBVA BANCOMER"
"A06181711",325386,"2018-06-26T05:00:00.000Z",70115447,"6713 CINTALAPA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06181710",325386,"2018-06-26T05:00:00.000Z",70114457,"387 SAN PEDRO DE LAS COLINAS","CUAD-AVAYA","BBVA BANCOMER"
"A06181703",325376,"2018-06-26T05:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06181705",325376,"2018-06-26T05:00:00.000Z",71457716,"777 OJUELOS","CUAD-AVAYA","BBVA BANCOMER"
"A06181701",325376,"2018-06-26T05:00:00.000Z",70115246,"A0_5613 ZACATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06181696",325376,"2018-06-26T05:00:00.000Z",70115125,"3458 COYOACAN CENTENARIO","CUAD-AVAYA","BBVA BANCOMER"
"A06181699",325376,"2018-06-26T05:00:00.000Z",70115186,"4426 PAGES LLERGO","CUAD-AVAYA","BBVA BANCOMER"
"A06181690",325373,"2018-06-26T05:00:00.000Z",71348840,"6350 TUXTLA","CUAD-AVAYA","BBVA BANCOMER"
"A06181692",325373,"2018-06-26T05:00:00.000Z",71622588,"2332 HIPOTECARIA SAN LUIS POTOSI","CUAD-AVAYA","BBVA BANCOMER"
"A06181688",325373,"2018-06-26T05:00:00.000Z",71241177,"2330 HIPOTECARIA QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A06181684",325373,"2018-06-26T05:00:00.000Z",70115676,"5553 CHILPANCINGO INSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A06181685",325373,"2018-06-26T05:00:00.000Z",70115753,"604 TIJUANA PLAZA CASTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06181679",325367,"2018-06-26T05:00:00.000Z",70115132,"3465 POLANCO","CUAD-AVAYA","BBVA BANCOMER"
"A06181682",325367,"2018-06-26T05:00:00.000Z",70122105,"544 TAPACHULA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A06181674",325367,"2018-06-26T05:00:00.000Z",70114569,"3517 PERISUR JARDINES","CUAD-AVAYA","BBVA BANCOMER"
"A06181677",325367,"2018-06-26T05:00:00.000Z",70115082,"3436 VALLE BEISTEGUI","CUAD-AVAYA","BBVA BANCOMER"
"A06181673",325367,"2018-06-26T05:00:00.000Z",70114440,"371 REFORMA NIZA","CUAD-AVAYA","BBVA BANCOMER"
"A06181621",325334,"2018-06-25T05:00:00.000Z",70115132,"3465 POLANCO","CUAD-AVAYA","BBVA BANCOMER"
"A06181622",325334,"2018-06-25T05:00:00.000Z",70115186,"4426 PAGES LLERGO","CUAD-AVAYA","BBVA BANCOMER"
"A06181620",325334,"2018-06-25T05:00:00.000Z",70115125,"3458 COYOACAN CENTENARIO","CUAD-AVAYA","BBVA BANCOMER"
"A06181619",325334,"2018-06-25T05:00:00.000Z",70115082,"3436 VALLE BEISTEGUI","CUAD-AVAYA","BBVA BANCOMER"
"A06180981",323982,"2018-06-18T05:00:00.000Z",71627820,"5485 RIBIERA INDUSTRIAL OCOTLAN","CUAD-AVAYA","BBVA BANCOMER"
"A06180976",323982,"2018-06-18T05:00:00.000Z",71623708,"5854 PARAISO TABASCO","CUAD-AVAYA","BBVA BANCOMER"
"A06180963",323892,"2018-06-18T05:00:00.000Z",71424265,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A06180955",323892,"2018-06-18T05:00:00.000Z",70114801,"751 CD VICTORIA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A06180961",323892,"2018-06-18T05:00:00.000Z",70115361,"5899 VERACRUZ OCAMPO","CUAD-AVAYA","BBVA BANCOMER"
"A06180952",323892,"2018-06-18T05:00:00.000Z",70114141,"4 NAUCALPAN PERIFERICO","CUAD-AVAYA","BBVA BANCOMER"
"A06180957",323892,"2018-06-18T05:00:00.000Z",70114440,"371 REFORMA NIZA","CUAD-AVAYA","BBVA BANCOMER"
"A06180941",323885,"2018-06-18T05:00:00.000Z",71567162,"5072 NAVOJOA TALAMANTE","CUAD-AVAYA","BBVA BANCOMER"
"A06181790",323885,"2018-06-18T05:00:00.000Z",71394733,"4697 CHILPANCINGO MEGA","CUAD-AVAYA","BBVA BANCOMER"
"A06180935",323885,"2018-06-18T05:00:00.000Z",70115648,"548 VILLAHERMOSA TABASCO 2000","CUAD-AVAYA","BBVA BANCOMER"
"A06180924",323885,"2018-06-18T05:00:00.000Z",70115143,"4166 VALLE DE GPE","CUAD-AVAYA","BBVA BANCOMER"
"A06180934",323885,"2018-06-18T05:00:00.000Z",70115384,"5918 CORDOBA AVENIDA 3","CUAD-AVAYA","BBVA BANCOMER"
