"folio","oa","emission","siteNumber","siteName","service","clientName"
"A12171779",298758,"2019-08-06T00:00:00.000Z",70114753,"700 CAMPOS ELISEOS","CUAD-AVAYA","BBVA BANCOMER"
"A12171798",298758,"2019-08-06T00:00:00.000Z",71442901,"717 BUGAMBILIAS","CUAD-AVAYA","BBVA BANCOMER"
"A12171791",298758,"2019-08-06T00:00:00.000Z",71441124,"718 CORDOBA PLAZA 11","CUAD-AVAYA","BBVA BANCOMER"
"A12171667",298761,"2019-08-06T00:00:00.000Z",71443948,"724 ZONA ESMERALDA","CUAD-AVAYA","BBVA BANCOMER"
"A12171676",298761,"2019-08-06T00:00:00.000Z",71462716,"726 PLAZA LAS TIENDAS CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A12171684",298761,"2019-08-06T00:00:00.000Z",71462717,"738 ZAVALETA","CUAD-AVAYA","BBVA BANCOMER"
"A12171711",298761,"2019-08-06T00:00:00.000Z",71591645,"739 PABELLON M","CUAD-AVAYA","BBVA BANCOMER"
"A08190410",317190,"2019-08-07T00:00:00.000Z",71464105,"743 MIRAMAR","CUAD-AVAYA","BBVA BANCOMER"
"A12171777",298765,"2019-08-06T00:00:00.000Z",70114803,"760 NVO LAREDO GUERRERO","CUAD-AVAYA","BBVA BANCOMER"
"A08190409",317190,"2019-08-07T00:00:00.000Z",71457718,"765 PLAZA LA CANERA","CUAD-AVAYA","BBVA BANCOMER"
"A12171801",298765,"2019-08-06T00:00:00.000Z",71460331,"766 GALERIAS TOLUCA","CUAD-AVAYA","BBVA BANCOMER"
"A12171802",298765,"2019-08-06T00:00:00.000Z",71491355,"771 MERIDA CAUCEL","CUAD-AVAYA","BBVA BANCOMER"
"A12171784",298765,"2019-08-06T00:00:00.000Z",70114818,"803 MERIDA VILLAS LA HACIENDA","CUAD-AVAYA","BBVA BANCOMER"
"A08190371",316339,"2019-08-07T00:00:00.000Z",70114866,"1003 ZAPOPAN GLORIETA CHAPALITA","CUAD-AVAYA","BBVA BANCOMER"
"A08190413",317195,"2019-08-07T00:00:00.000Z",70114850,"1019 COMERCIAL INDEPENDENCIA","CUAD-AVAYA","BBVA BANCOMER"
"A08190416",317195,"2019-08-07T00:00:00.000Z",70114888,"1027 GUADALAJARA SAN FELIPE","CUAD-AVAYA","BBVA BANCOMER"
"A12171738",298770,"2019-08-06T00:00:00.000Z",70114914,"1058 SANTA TERESITA","CUAD-AVAYA","BBVA BANCOMER"
"A08190310",304865,"2019-08-06T00:00:00.000Z",70114917,"1060 GUADALAJARA JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A12171746",298770,"2019-08-06T00:00:00.000Z",70114920,"1062 GUADALAJARA AVILA CAMACHO","CUAD-AVAYA","BBVA BANCOMER"
"A08190382",316964,"2019-08-07T00:00:00.000Z",70114926,"1065 AJIJIC","CUAD-AVAYA","BBVA BANCOMER"
"A08190383",316964,"2019-08-07T00:00:00.000Z",70114931,"1069 COLONIA ATLAS","CUAD-AVAYA","BBVA BANCOMER"
"A12171762",298770,"2019-08-06T00:00:00.000Z",70114935,"1072  REVOLUCION","CUAD-AVAYA","BBVA BANCOMER"
"A08190377",316352,"2019-08-07T00:00:00.000Z",70114945,"1079 GUADALAJARA TESISTAN","CUAD-AVAYA","BBVA BANCOMER"
"A08190324",315143,"2019-08-06T00:00:00.000Z",71622583,"1165 TLALPAN NATIVITAS","CUAD-AVAYA","BBVA BANCOMER"
"A08190387",316972,"2019-08-07T00:00:00.000Z",70114919,"1234 URUAPAN SARABIA","CUAD-AVAYA","BBVA BANCOMER"
"A01200094",406203,"2020-01-07T00:00:00.000Z",71837680,"CORPORATIVO XOLA","CUAD-BROADSOFT","INTELISIS SOFTWARE S.A. DE C.V."
"A12191767",405033,"2019-12-30T00:00:00.000Z",71778418,"LERMA TOLUCA ADES","CUAD-BROADSOFT","JUGOS DEL VALLE,S.A.B. DE C.V."
"A01200281",406792,"2020-01-10T00:00:00.000Z",71831065,"NISSAN COMALCALCO TAB","CUAD-AVAYA","GOLFO MOTRIZ S.A. DE C.V."
"A01200322",407172,"2020-01-14T00:00:00.000Z",71296273,"PALMAS 750","CUAD-AVAYA","PROMOTORA DEL DESARROLLO DE AMERICA LATINA, S.A. DE C.V."
"A08190389",316972,"2019-08-07T00:00:00.000Z",70114930,"1238 SAHUAYO","CUAD-AVAYA","BBVA BANCOMER"
"A08190392",316984,"2019-08-07T00:00:00.000Z",70114968,"1252 ZAPOTILTIC","CUAD-AVAYA","BBVA BANCOMER"
"A08190393",316984,"2019-08-07T00:00:00.000Z",70114980,"1256 TECOMAN","CUAD-AVAYA","BBVA BANCOMER"
"A08190395",316984,"2019-08-07T00:00:00.000Z",70114998,"1262 AHUALULCO","CUAD-AVAYA","BBVA BANCOMER"
"A01200436",407338,"2020-01-15T00:00:00.000Z",70143305,"EMB LAS MARGARITAS TULA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200461",407380,"2020-01-15T00:00:00.000Z",71462632,"MINIBODEGA IXTLAHUACO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200462",407387,"2020-01-15T00:00:00.000Z",70143299,"EMB LAS MARGARITAS TULANCINGO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200464",407394,"2020-01-15T00:00:00.000Z",71430006,"ZACATLAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200465",407392,"2020-01-15T00:00:00.000Z",71433858,"HUAUCHINANGO II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200466",407395,"2020-01-15T00:00:00.000Z",71759779,"MINIBODEGA TETELA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200467",407396,"2020-01-15T00:00:00.000Z",71462706,"MINIBODEGA AHUACATLAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200468",407398,"2020-01-15T00:00:00.000Z",71462120,"JOJUTLA II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200469",407397,"2020-01-15T00:00:00.000Z",71361758,"QUEBRANTADERO AXOCHIAPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200471",407399,"2020-01-15T00:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200473",407400,"2020-01-15T00:00:00.000Z",70143305,"EMB LAS MARGARITAS TULA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200476",407401,"2020-01-15T00:00:00.000Z",70143307,"EMB DE CUAUTLA PLANTA CUAUTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A01200513",407514,"2020-01-15T00:00:00.000Z",71831065,"NISSAN COMALCALCO TAB","CUAD-AVAYA","GOLFO MOTRIZ S.A. DE C.V."
"A01200657",407841,"2020-01-17T00:00:00.000Z",71319117,"MAUSELEO GAYOSSO TORREON","CUAD-BROADSOFT","GRUPO GAYOSSO"
"A12171866",298893,"2019-08-06T00:00:00.000Z",70114557,"1314 COACHING FINANCIERO TULYEHUALCO","CUAD-AVAYA","BBVA BANCOMER"
"A01200728",408120,"2020-01-21T00:00:00.000Z",71827571,"MONTERREY","CUAD-BROADSOFT","MAN TRUCK & BUS MEXICO, S.A. DE C.V."
"A01200729",408121,"2020-01-21T00:00:00.000Z",71827566,"SAN LUIS POTOSI","CUAD-BROADSOFT","MAN TRUCK & BUS MEXICO, S.A. DE C.V."
"A01200772",408237,"2020-01-21T00:00:00.000Z",71387028,"UANE CAMPUS REYNOSA","CUAD-BROADSOFT","UNIVERSIDAD AUTONOMA DEL NORESTE"
"A08190326",315435,"2019-08-07T00:00:00.000Z",71713303,"1366 PLAZA AVERANDA","CUAD-AVAYA","BBVA BANCOMER"
"A01200962",408868,"2020-01-24T00:00:00.000Z",71248075,"FLETES TRANSPORTES RUIZ MEX TRASIMENO","CUAD-AVAYA","FLETES Y TRANSPORTES RUIZ, S.A. DE C.V."
"A08190589",317907,"2019-08-06T00:00:00.000Z",71297046,"2322 SUC HN MANZANILLO","CUAD-AVAYA","BBVA BANCOMER"
"A08190588",317907,"2019-08-06T00:00:00.000Z",71241183,"2335 H NACIONAL PZA ZACATECAS  ZAC","CUAD-AVAYA","BBVA BANCOMER"
"A01200964",408884,"2020-01-24T00:00:00.000Z",71248081,"FLETES TRANSPORTES RUIZ PATIO TOLUCA","CUAD-AVAYA","FLETES Y TRANSPORTES RUIZ, S.A. DE C.V."
"A08190405",317187,"2019-08-07T00:00:00.000Z",71379813,"2353 CENTRO HIPOTECARIO CD JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A01200968",408890,"2020-01-24T00:00:00.000Z",71257463,"FTR SALTILLO","CUAD-AVAYA","FLETES Y TRANSPORTES RUIZ, S.A. DE C.V."
"A01200993",408967,"2020-01-27T00:00:00.000Z",71829936,"NUEVA BODEGA CALINTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190404",317187,"2019-08-07T00:00:00.000Z",71241101,"2405 H NAL PZA IXTAPA","CUAD-AVAYA","BBVA BANCOMER"
"A01201105",409084,"2020-01-28T00:00:00.000Z",70143305,"EMB LAS MARGARITAS TULA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A12171850",298889,"2019-08-06T00:00:00.000Z",71431998,"3048 PATIO SANTA FE","CUAD-AVAYA","BBVA BANCOMER"
"A08190402",317187,"2019-08-07T00:00:00.000Z",70115065,"3427 IZTAPALAPA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A12171845",298892,"2019-08-06T00:00:00.000Z",70115098,"3444 SAN JUAN","CUAD-AVAYA","BBVA BANCOMER"
"A12171873",298892,"2019-08-06T00:00:00.000Z",70115136,"3473 CUAUHTEMOC","CUAD-AVAYA","BBVA BANCOMER"
"A02200075",409980,"2020-02-05T00:00:00.000Z",71248075,"FLETES TRANSPORTES RUIZ MEX TRASIMENO","CUAD-AVAYA","FLETES Y TRANSPORTES RUIZ, S.A. DE C.V."
"A12171891",298893,"2019-08-06T00:00:00.000Z",71355412,"3487 AUCHAN SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A08190304",301655,"2019-08-06T00:00:00.000Z",70114638,"3541 AXOMIATLA","CUAD-AVAYA","BBVA BANCOMER"
"A11171873",297230,"2019-08-06T00:00:00.000Z",70114740,"3735 SANTA MARIA","CUAD-AVAYA","BBVA BANCOMER"
"A12170884",298229,"2019-08-06T00:00:00.000Z",71630661,"3954 PABELLON DE ARTEAGA","CUAD-AVAYA","BBVA BANCOMER"
"A12171913",298908,"2019-08-06T00:00:00.000Z",71543474,"3985 MEXICALI VISTA HERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A12172011",299039,"2019-08-06T00:00:00.000Z",70115179,"4317 TORREON CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A08190331",316173,"2019-08-07T00:00:00.000Z",71354030,"4665 PLAZA URUAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A02200239",410364,"2020-02-10T00:00:00.000Z",70196751,"LALA PLANTA GUADALAJARA","CUAD-BROADSOFT","LALA ADMINISTRACION Y CONTROL, S.A. DE C.V."
"A12171944",299042,"2019-08-06T00:00:00.000Z",71363351,"4675 PABELLON CUMBRES","CUAD-AVAYA","BBVA BANCOMER"
"A02200301",410707,"2020-02-12T00:00:00.000Z",71840910,"QRO-B02J02RAAAB10/N01","CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE"
"A02200373",410964,"2020-02-15T00:00:00.000Z",71607048,"HOSPITAL SANTANDER REYNOSA 71408415","CUAD-BROADSOFT","HOSPITAL DE ESPECIALIDADES SANTANDER,S.A. DE C.V."
"A02200447",411119,"2020-02-17T00:00:00.000Z",71592859,"PLAZA CARSO","CUAD-BROADSOFT","GENERADORA FENIX S.A.P.I. DE C.V."
"A02200540",411244,"2020-02-18T00:00:00.000Z",70222149,"UNI TEC MATAMOROS EJIDO GUADALUPE CRT","CUAD-BROADSOFT","UNIVERSIDAD TECNOLOGICA DE MATAMOROS"
"A02200716",411653,"2020-02-21T00:00:00.000Z",71340627,"LALA CEDIS LAGOS AGUASCALIENTES","CUAD-BROADSOFT","LALA ADMINISTRACION Y CONTROL, S.A. DE C.V."
"A02200818",412000,"2020-02-25T00:00:00.000Z",71425523,"AFORE SURA CORPORATIVO REFORMA 222 NUEVO","CUAD-AVAYA","AFORE SURA, S.A. DE C.V."
"A02200896",412247,"2020-02-26T00:00:00.000Z",71841791,"LA COMER QUERETARO MILENIO","CUAD-AVAYA","BANCO MERCANTIL DEL NORTE, S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO B"
"A12171958",299043,"2019-08-06T00:00:00.000Z",71392053,"4696 SAN JUAN DEL RIO MOCTEZUMA","CUAD-AVAYA","BBVA BANCOMER"
"A02200895",412223,"2020-02-26T00:00:00.000Z",71785338,"PREMIUM TOLUCA","CUAD-AVAYA","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A08190322",315132,"2019-08-07T00:00:00.000Z",71404106,"4706 TORRES LANDA","CUAD-AVAYA","BBVA BANCOMER"
"A02200915",412319,"2020-02-26T00:00:00.000Z",71785338,"PREMIUM TOLUCA","CUAD-AVAYA","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"A02200977",412540,"2020-02-27T00:00:00.000Z",71344827,"DORIAN S TIJUANA PRINCIPAL","CUAD-BROADSOFT","SEARS"
"A12171972",299043,"2019-08-06T00:00:00.000Z",71404115,"4719 CIUDAD GRANJA","CUAD-AVAYA","BBVA BANCOMER"
"A02201027",412750,"2020-02-28T00:00:00.000Z",71841896,"FUENTES VICENTE GUERRERO","CUAD-BROADSOFT","COMPLEJO INDUSTRIAL FUENTES S.A. DE C.V."
"A12172018",299043,"2019-08-06T00:00:00.000Z",71420507,"4728 SAN CRISTOBAL EJE VIAL","CUAD-AVAYA","BBVA BANCOMER"
"A12171993",299048,"2019-08-06T00:00:00.000Z",71444390,"4730 PLAZA ANTEA","CUAD-AVAYA","BBVA BANCOMER"
"A12171983",299048,"2019-08-06T00:00:00.000Z",71440146,"4731 PLAZA CANDILES","CUAD-AVAYA","BBVA BANCOMER"
"A02201029",412760,"2020-02-28T00:00:00.000Z",71828305,"GPO FUENTES - JUAREZ","CUAD-BROADSOFT","GAS SUPREMO DE JUAREZ SA"
"A12171971",299048,"2019-08-06T00:00:00.000Z",71439050,"4733 GALERIAS CELAYA","CUAD-AVAYA","BBVA BANCOMER"
"A02201030",412766,"2020-02-28T00:00:00.000Z",71827512,"GPO FUENTES - CHIHUAHUA","CUAD-BROADSOFT","GAS COMERCIAL DE CHIHUAHUA SA"
"A12171950",299048,"2019-08-06T00:00:00.000Z",71436281,"4741 PLAZA ALTACIA","CUAD-AVAYA","BBVA BANCOMER"
"A12171959",299048,"2019-08-06T00:00:00.000Z",71436352,"4744 SANTA BARBARA LAS VILLAS","CUAD-AVAYA","BBVA BANCOMER"
"A08190431",317585,"2019-08-07T00:00:00.000Z",71439227,"4748 PLAZA SENDERO JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A08190306",301826,"2019-08-06T00:00:00.000Z",71436353,"4752 NUEVO VERACRUZ","CUAD-AVAYA","BBVA BANCOMER"
"A12171966",299054,"2019-08-06T00:00:00.000Z",70199551,"5017 PIE DE LA CUESTA","CUAD-AVAYA","BBVA BANCOMER"
"A12172028",299054,"2019-08-06T00:00:00.000Z",70220183,"5024 METEPEC ISIDRO","CUAD-AVAYA","BBVA BANCOMER"
"A12172031",299054,"2019-08-06T00:00:00.000Z",71384348,"5026 PUEBLA ANGELOPOLIS","CUAD-AVAYA","BBVA BANCOMER"
"A08190432",317585,"2019-08-07T00:00:00.000Z",71443950,"4773 CENTRO LAGO DE GUADALUPE","CUAD-AVAYA","BBVA BANCOMER"
"A12172015",299065,"2019-08-06T00:00:00.000Z",71255496,"5033  PLAZA LEONES","CUAD-AVAYA","BBVA BANCOMER"
"A12172002",299065,"2019-08-06T00:00:00.000Z",70223255,"5034 C COMERCIAL LAS AMERICAS","CUAD-AVAYA","BBVA BANCOMER"
"A12172009",299065,"2019-08-06T00:00:00.000Z",70225958,"5035 LA LUNA","CUAD-AVAYA","BBVA BANCOMER"
"A12172010",299065,"2019-08-06T00:00:00.000Z",70223948,"5038 OBREGON CENTENARIO","CUAD-AVAYA","BBVA BANCOMER"
"A08190319",314909,"2019-08-06T00:00:00.000Z",70223256,"5039 PUEBLA XILOTZINGO","CUAD-AVAYA","BBVA BANCOMER"
"A12171989",299084,"2019-08-06T00:00:00.000Z",71295633,"5047 CHILUCA SAYAAVEDRA","CUAD-AVAYA","BBVA BANCOMER"
"A12171994",299084,"2019-08-06T00:00:00.000Z",71295634,"5048 CAMPESTRE TAXQUEÑA","CUAD-AVAYA","BBVA BANCOMER"
"A12172001",299084,"2019-08-06T00:00:00.000Z",71463044,"5053 ACAPULCO DIAMANTE","CUAD-AVAYA","BBVA BANCOMER"
"A11170512",295043,"2019-08-06T00:00:00.000Z",71587407,"5062 HERMOSILLO SOLARIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A11170400",295000,"2019-08-06T00:00:00.000Z",71579058,"5069 TEMIXCO","CUAD-AVAYA","BBVA BANCOMER"
"A01180955",302064,"2019-08-06T00:00:00.000Z",71284753,"5287 ANTON LIZARDO","CUAD-AVAYA","BBVA BANCOMER"
"A08190491",317708,"2019-08-06T00:00:00.000Z",71284754,"5288 SOMBRERETE","CUAD-AVAYA","BBVA BANCOMER"
"A08190490",317708,"2019-08-06T00:00:00.000Z",71284744,"5289 SAN JULIAN","CUAD-AVAYA","BBVA BANCOMER"
"A08190308",302064,"2019-08-06T00:00:00.000Z",71286236,"5298 TULTITLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A11170248",294542,"2019-08-06T00:00:00.000Z",71513223,"5299 METROPOLITAN CENTER","CUAD-AVAYA","BBVA BANCOMER"
"A12172173",299310,"2019-08-06T00:00:00.000Z",70115284,"5391 BOULEVARD COMERCIO","CUAD-AVAYA","BBVA BANCOMER"
"A08190347",316197,"2019-08-07T00:00:00.000Z",70115286,"5394 ARRIAGA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A11170249",294542,"2019-08-06T00:00:00.000Z",71557411,"5423 HIDALGO DEL PARRAL GLORIETA","CUAD-AVAYA","BBVA BANCOMER"
"A08190362",316242,"2019-08-07T00:00:00.000Z",70115454,"5435 GUADALUPE VICTORIA","CUAD-AVAYA","BBVA BANCOMER"
"A12172162",299324,"2019-08-06T00:00:00.000Z",71463045,"5540 ACAPULCO VARIEDADES","CUAD-AVAYA","BBVA BANCOMER"
"A11170398",294993,"2019-08-06T00:00:00.000Z",71622585,"5556 IGUALA MERCADO","CUAD-AVAYA","BBVA BANCOMER"
"A08190343",316194,"2019-08-07T00:00:00.000Z",70115702,"5574 CHILAPA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A12172149",299324,"2019-08-06T00:00:00.000Z",70115315,"5683 OAXACA REFORMA","CUAD-AVAYA","BBVA BANCOMER"
"A12172175",299328,"2019-08-06T00:00:00.000Z",70115456,"5724 QUERETARO EJERCITO REPUBLICANO","CUAD-AVAYA","BBVA BANCOMER"
"A12172183",299328,"2019-08-06T00:00:00.000Z",70115460,"5727 PLAZA DEL SUR","CUAD-AVAYA","BBVA BANCOMER"
"A12172189",299328,"2019-08-06T00:00:00.000Z",70115475,"5728 PLAZA DE LA CONGREGACION","CUAD-AVAYA","BBVA BANCOMER"
"A08190338",316191,"2019-08-07T00:00:00.000Z",70115490,"6521 NARANJOS JUSTO SIERRA","CUAD-AVAYA","BBVA BANCOMER"
"A08190358",316223,"2019-08-07T00:00:00.000Z",70116692,"6553 SAN FELIPE DEL PROGRESO","CUAD-AVAYA","BBVA BANCOMER"
"A12172204",299341,"2019-08-06T00:00:00.000Z",70115553,"6558 IXTLAHUACA","CUAD-AVAYA","BBVA BANCOMER"
"A11170916",295637,"2019-08-06T00:00:00.000Z",70115382,"6656 LEON SAN SEBASTIAN","CUAD-AVAYA","BBVA BANCOMER"
"A12171733",298770,"2019-08-06T00:00:00.000Z",70114909,"1053 GUADALAJARA FRESNO","CUAD-AVAYA","BBVA BANCOMER"
"A12171978",299084,"2019-08-06T00:00:00.000Z",70225961,"5046 OAXACA UNIVERSIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A08190307",302064,"2019-08-06T00:00:00.000Z",70197380,"5305 COCA COLA","CUAD-AVAYA","BBVA BANCOMER"
"A03200044",412989,"2020-03-02T00:00:00.000Z",71454340,"NVO CORPORATIVO INTERJET 2015","CUAD-AVAYA","INTERJET"
"A02201045",412816,"2020-02-28T00:00:00.000Z",71827479,"GPO FUENTE - NCG","CUAD-BROADSOFT","SERVI-GAS DEL NORTE SA"
"A02201044",412802,"2020-02-28T00:00:00.000Z",71827459,"GPO FUENTES - CAMARGO","CUAD-BROADSOFT","GAS COMERCIAL DE CAMARGO SA"
"A03200149",413383,"2020-03-04T00:00:00.000Z",71828606,"MEXOIL VILLAHERMOSA","CUAD-AVAYA","CORPORACION DE ENERGIA MEXOIL SAPI DE CV"
"A02201032",412775,"2020-02-28T00:00:00.000Z",71828606,"MEXOIL VILLAHERMOSA","CUAD-AVAYA","CORPORACION DE ENERGIA MEXOIL SAPI DE CV"
"A03200150",413385,"2020-03-04T00:00:00.000Z",71828606,"MEXOIL VILLAHERMOSA","CUAD-AVAYA","CORPORACION DE ENERGIA MEXOIL SAPI DE CV"
"A03200152",413386,"2020-03-04T00:00:00.000Z",71828606,"MEXOIL VILLAHERMOSA","CUAD-AVAYA","CORPORACION DE ENERGIA MEXOIL SAPI DE CV"
"A03200156",413488,"2020-03-04T00:00:00.000Z",71798018,"CUAUTIPARK NAVE 2","CUAD-BROADSOFT","LAND IT S.A. DE C.V."
"A03200147",413340,"2020-03-04T00:00:00.000Z",71797840,"2057 DIRECCIÓN HIPOTECARIA PROMOTOR OCCIDENTE","CUAD-AVAYA","BBVA BANCOMER"
"A03200239",413896,"2020-03-06T00:00:00.000Z",70199551,"5017 PIE DE LA CUESTA","CUAD-AVAYA","BBVA BANCOMER"
"A03200282",414100,"2020-03-09T00:00:00.000Z",71827459,"GPO FUENTES - CAMARGO","CUAD-BROADSOFT","GAS COMERCIAL DE CAMARGO SA"
"A03200281",414097,"2020-03-09T00:00:00.000Z",71827460,"GPO FUENTES - JIMENEZ","CUAD-BROADSOFT","GAS COMERCIAL DE JIMENEZ SA"
"A03200283",414104,"2020-03-09T00:00:00.000Z",71827436,"GPO FUENTES -CUAUHTEMOC","CUAD-BROADSOFT","GAS COMERCIAL DE CUAUHTEMOC SA"
"A03200278",414072,"2020-03-09T00:00:00.000Z",71827460,"GPO FUENTES - JIMENEZ","CUAD-BROADSOFT","GAS COMERCIAL DE JIMENEZ SA"
"A03200277",414070,"2020-03-09T00:00:00.000Z",71827512,"GPO FUENTES - CHIHUAHUA","CUAD-BROADSOFT","GAS COMERCIAL DE CHIHUAHUA SA"
"A03200276",414071,"2020-03-09T00:00:00.000Z",71827436,"GPO FUENTES -CUAUHTEMOC","CUAD-BROADSOFT","GAS COMERCIAL DE CUAUHTEMOC SA"
"A03200275",414067,"2020-03-09T00:00:00.000Z",71841896,"FUENTES VICENTE GUERRERO","CUAD-BROADSOFT","COMPLEJO INDUSTRIAL FUENTES S.A. DE C.V."
"A03200274",414069,"2020-03-09T00:00:00.000Z",71828305,"GPO FUENTES - JUAREZ","CUAD-BROADSOFT","GAS SUPREMO DE JUAREZ SA"
"A03200284",414111,"2020-03-09T00:00:00.000Z",71827445,"GPO FUENTES - DELICIAS","CUAD-BROADSOFT","GAS COMERCIAL DE DELICIAS SA"
"A03200285",414112,"2020-03-09T00:00:00.000Z",70175048,"LALA PLANTA ACAPULCO","CUAD-BROADSOFT","LALA ADMINISTRACION Y CONTROL, S.A. DE C.V."
"A03200286",414124,"2020-03-09T00:00:00.000Z",71827479,"GPO FUENTE - NCG","CUAD-BROADSOFT","SERVI-GAS DEL NORTE SA"
"A03200287",414118,"2020-03-09T00:00:00.000Z",71827481,"GPO FUENTES - PARRAL","CUAD-BROADSOFT","DISTRIBUIDORA FUVA DE PARRAL, S.A. DE C.V."
"A03200290",414159,"2020-03-09T00:00:00.000Z",71628552,"MAN TRUCK & BUS EL MARQUES","CUAD-BROADSOFT","MAN TRUCK & BUS MEXICO, S.A. DE C.V."
"A03200486",414412,"2020-03-10T00:00:00.000Z",71842625,"BUPA SC","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200518",414498,"2020-03-11T00:00:00.000Z",71842631,"BUPA MEDICA SUR","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200521",414498,"2020-03-11T00:00:00.000Z",71842633,"BUPA MEDICA STA FE","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200522",414498,"2020-03-11T00:00:00.000Z",71842634,"BUPA OBSERVATORIO","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200525",414498,"2020-03-11T00:00:00.000Z",71842637,"BUPA ANGELES LOMAS","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200526",414498,"2020-03-11T00:00:00.000Z",71842639,"BUPA MTY","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200529",414498,"2020-03-11T00:00:00.000Z",71842643,"BUPA PUEBLA","CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC"
"A03200580",414681,"2020-03-11T00:00:00.000Z",71757928,"841 BANCA DE EMPRESAS MERIDA","CUAD-AVAYA","BBVA BANCOMER"
"A03200688",414911,"2020-03-12T00:00:00.000Z",71842270,"6324 PATRIMONIAL PUNTO SUR","CUAD-AVAYA","BBVA BANCOMER"
"A03200682",414862,"2020-03-12T00:00:00.000Z",71842270,"6324 PATRIMONIAL PUNTO SUR","CUAD-AVAYA","BBVA BANCOMER"
"A03200705",415016,"2020-03-12T00:00:00.000Z",70122036,"4105 TLALNEPANTLA","CUAD-AVAYA","BBVA BANCOMER"
"A03200708",415016,"2020-03-12T00:00:00.000Z",71305855,"1821 BANCA DE EMPRESAS PALMAS","CUAD-AVAYA","BBVA BANCOMER"
"A03200701",415012,"2020-03-12T00:00:00.000Z",71620776,"1129 EL EDEN DURANGO","CUAD-AVAYA","BBVA BANCOMER"
"A03200703",415012,"2020-03-12T00:00:00.000Z",71620808,"870 NUEVO LAREDO SORIANA LA FE","CUAD-AVAYA","BBVA BANCOMER"
"A03200569",414691,"2020-03-11T00:00:00.000Z",70115751,"602 TIJUANA RIO","CUAD-AVAYA","BBVA BANCOMER"
"A03200726",415071,"2020-03-13T00:00:00.000Z",71842175,"RIO DE LA PLATA","CUAD-BROADSOFT","RED NACIONAL ULTIMA MILLA S.A.P.I. DE C.V."
"A03200742",415131,"2020-03-13T00:00:00.000Z",71797814,"2309 HIPOTECARIA GUADALAJARA","CUAD-AVAYA","BBVA BANCOMER"
"A03201188",415996,"2020-03-19T00:00:00.000Z",71374655,"DISTRIBUIDORA SANTIAGO ERMITA","CUAD-AVAYA","DISTRIBUIDORA SANTIAGO"
