"folio","siteNumber","siteName","clientName","oa","emission","service"
"V0000000210",71436465,"4747 MEXIPUERTO","BBVA BANCOMER",316199,"2018-04-24T19:53:51.000Z","CUAD-AVAYA"
"V0000000211",70114727,"677 AGUA PRIETA O PANAMERICANA","BBVA BANCOMER",316201,"2018-04-24T20:02:50.000Z","CUAD-AVAYA"
"V0000000212",70115549,"6805 APAXCO","BBVA BANCOMER",316201,"2018-04-24T20:02:50.000Z","CUAD-AVAYA"
"V0000000213",71547514,"3424 BELLAS ARTES JUAREZ","BBVA BANCOMER",316201,"2018-04-24T20:02:52.000Z","CUAD-AVAYA"
"V0000000214",71562276,"4650 GALERIAS METROPOLITANA","BBVA BANCOMER",316201,"2018-04-24T20:02:53.000Z","CUAD-AVAYA"
"V0000000215",71416538,"1848 EMPRESAS TAPACHULA","BBVA BANCOMER",316211,"2018-04-24T20:11:24.000Z","CUAD-AVAYA"
"V0000000216",71416538,"1848 EMPRESAS TAPACHULA","BBVA BANCOMER",316211,"2018-04-24T20:11:25.000Z","CUAD-AVAYA"
"V0000000217",71419644,"1835 EMPRESAS QUERETARO ALAMOS","BBVA BANCOMER",316211,"2018-04-24T20:11:25.000Z","CUAD-AVAYA"
"V0000000218",71560985,"6542 TOLUCA ISIDRO FABELA","BBVA BANCOMER",316211,"2018-04-24T20:11:25.000Z","CUAD-AVAYA"
"V0000000219",71576833,"364 ZAMORA JARDINADAS","BBVA BANCOMER",316211,"2018-04-24T20:11:27.000Z","CUAD-AVAYA"
"V0000000220",70114141,"4 NAUCALPAN PERIFERICO","BBVA BANCOMER",317683,"2018-05-03T22:51:30.000Z","CUAD-AVAYA"
"V0000000221",70114223,"97 BASILICA","BBVA BANCOMER",317683,"2018-05-03T22:51:31.000Z","CUAD-AVAYA"
"V0000000222",70114227,"103 TLALNEPANTLA SOR JUANA","BBVA BANCOMER",317683,"2018-05-03T22:51:32.000Z","CUAD-AVAYA"
"V0000000223",70114233,"112 TOLLOCAN","BBVA BANCOMER",317683,"2018-05-03T22:51:33.000Z","CUAD-AVAYA"
"V0000000224",71280842,"5207 SAN MATEO ATENCO","BBVA BANCOMER",317683,"2018-05-03T22:51:33.000Z","CUAD-AVAYA"
"V0000000225",71241166,"2309 HIPOTECARIA GUADALAJARA I","BBVA BANCOMER",316213,"2018-04-24T20:21:05.000Z","CUAD-AVAYA"
"V0000000226",71332136,"2320 HN PUERTO VALLARTA","BBVA BANCOMER",316213,"2018-04-24T20:21:05.000Z","CUAD-AVAYA"
"V0000000227",71561000,"2352 HIPOTECARIA CHIHUAHUA","BBVA BANCOMER",316213,"2018-04-24T20:21:07.000Z","CUAD-AVAYA"
"V0000000228",71594631,"2344 HIPOTECARIA PADRE MIER","BBVA BANCOMER",316213,"2018-04-24T20:21:08.000Z","CUAD-AVAYA"
"V0000000229",70033136,"5074 PARQUE DELTA","BBVA BANCOMER",316223,"2018-04-24T21:40:00.000Z","CUAD-AVAYA"
"V0000000230",70114213,"77 RIVIERA","BBVA BANCOMER",316223,"2018-04-24T21:40:01.000Z","CUAD-AVAYA"
"V0000000231",70114683,"3702 TULTITLAN FUENTES DEL VALLE","BBVA BANCOMER",316223,"2018-04-24T21:40:02.000Z","CUAD-AVAYA"
"V0000000232",70116692,"6553 SAN FELIPE DEL PROGRESO","BBVA BANCOMER",316223,"2018-04-24T21:40:02.000Z","CUAD-AVAYA"
"V0000000233",71363346,"4670 CENTRO COMERCIAL ATLACOMULCO","BBVA BANCOMER",316223,"2018-04-24T21:40:03.000Z","CUAD-AVAYA"
"V0000000234",70114209,"73 ERMITA ROJO GOMEZ","BBVA BANCOMER",316224,"2018-04-24T21:59:15.000Z","CUAD-AVAYA"
"V0000000235",70114244,"123 CHALCO","BBVA BANCOMER",316224,"2018-04-24T21:59:17.000Z","CUAD-AVAYA"
"V0000000236",70114252,"133  TLAHUAC BARRIO","BBVA BANCOMER",316224,"2018-04-24T21:59:20.000Z","CUAD-AVAYA"
"V0000000237",71299079,"5135 EXPO BANCOMER","BBVA BANCOMER",316224,"2018-04-24T21:59:24.000Z","CUAD-AVAYA"
"V0000000238",71419447,"143 DIVISION DEL NORTE","BBVA BANCOMER",316224,"2018-04-24T21:59:27.000Z","CUAD-AVAYA"
"V0000000239",70114237,"116 PLAZA OBSERVATORIO","BBVA BANCOMER",316228,"2018-04-24T22:11:10.000Z","CUAD-AVAYA"
"V0000000240",70114250,"130 GRANJAS ESTRELLA","BBVA BANCOMER",316228,"2018-04-24T22:11:12.000Z","CUAD-AVAYA"
"V0000000241",70115043,"1297 LOS REYES FLORESTA","BBVA BANCOMER",316228,"2018-04-24T22:11:13.000Z","CUAD-AVAYA"
"V0000000242",71246161,"5099 SN VICENTE CHICOLOAPAN","BBVA BANCOMER",316228,"2018-04-24T22:11:14.000Z","CUAD-AVAYA"
"V0000000243",70114212,"4720 MEGA SITE PERISUR","BBVA BANCOMER",316232,"2018-04-24T22:31:49.000Z","CUAD-AVAYA"
"V0000000244",71348840,"6350 TUXTLA","BBVA BANCOMER",316232,"2018-04-24T22:31:50.000Z","CUAD-AVAYA"
"V0000000245",71353800,"2382 COATZACOALCOS","BBVA BANCOMER",316232,"2018-04-24T22:31:52.000Z","CUAD-AVAYA"
"V0000000246",71424264,"6388 PATRIMONIAL PACHUCA","BBVA BANCOMER",316232,"2018-04-24T22:31:52.000Z","CUAD-AVAYA"
"V0000000247",71433196,"3762 SITE UNIVERSIDAD","BBVA BANCOMER",316232,"2018-04-24T22:31:53.000Z","CUAD-AVAYA"
"V0000000248",70114181,"39 JARDIN BALBUENA","BBVA BANCOMER",316236,"2018-04-24T22:50:55.000Z","CUAD-AVAYA"
"V0000000249",70114465,"397 MILPA ALTA LOS ANGELES","BBVA BANCOMER",316236,"2018-04-24T22:50:56.000Z","CUAD-AVAYA"
"V0000000250",70115269,"5366 FRONTERA","BBVA BANCOMER",316236,"2018-04-24T22:50:56.000Z","CUAD-AVAYA"
"V0000000251",71337457,"5346 PLAZA ACOXPA","BBVA BANCOMER",316236,"2018-04-24T22:50:58.000Z","CUAD-AVAYA"
"V0000000252",70114775,"3749 PUEBLA LA PAZ","BBVA BANCOMER",316238,"2018-04-24T23:00:00.000Z","CUAD-AVAYA"
"V0000000253",70114918,"1233 PERIBAN","BBVA BANCOMER",316238,"2018-04-24T23:00:00.000Z","CUAD-AVAYA"
"V0000000254",71299088,"819 EMPRESAS TIJUANA","BBVA BANCOMER",316238,"2018-04-24T23:00:01.000Z","CUAD-AVAYA"
"V0000000255",71570583,"1808 EMPRESAS Y GOBIERNO ORIZABA CORDOBA","BBVA BANCOMER",316238,"2018-04-24T23:00:01.000Z","CUAD-AVAYA"
"V0000000256",71596150,"5692 JUCHITAN","BBVA BANCOMER",316238,"2018-04-24T23:00:02.000Z","CUAD-AVAYA"
"V0000000257",70114319,"240 DURANGO 20 DE NOVIEMBRE","BBVA BANCOMER",316242,"2018-04-24T23:10:22.000Z","CUAD-AVAYA"
"V0000000258",70114451,"381 TEPEHUANES","BBVA BANCOMER",316242,"2018-04-24T23:10:22.000Z","CUAD-AVAYA"
"V0000000259",70115454,"5435 GUADALUPE VICTORIA","BBVA BANCOMER",316242,"2018-04-24T23:10:24.000Z","CUAD-AVAYA"
"V0000000260",70115469,"5442 EL SALTO","BBVA BANCOMER",316242,"2018-04-24T23:10:26.000Z","CUAD-AVAYA"
"V0000000261",70218523,"5016 BOULEVARD ARRIETA","BBVA BANCOMER",316242,"2018-04-24T23:10:27.000Z","CUAD-AVAYA"
"V0000000262",71241258,"2357 H NAL PZA LOS MOCHIS","BBVA BANCOMER",316249,"2018-04-24T23:40:05.000Z","CUAD-AVAYA"
"V0000000263",71326959,"2367 MERIDA","BBVA BANCOMER",316249,"2018-04-24T23:40:07.000Z","CUAD-AVAYA"
"V0000000264",71330016,"2372 HIPOTECARIA PLAYA DEL CARMEN","BBVA BANCOMER",316249,"2018-04-24T23:40:08.000Z","CUAD-AVAYA"
"V0000000265",71378591,"1845  EMPRESAS Y GOBIERNO TUXPAN","BBVA BANCOMER",316249,"2018-04-24T23:40:08.000Z","CUAD-AVAYA"
"V0000000266",71582937,"2366 HIPOTECARIA CANCUN","BBVA BANCOMER",316249,"2018-04-24T23:40:08.000Z","CUAD-AVAYA"
"V0000000267",71241168,"2404 H NAL PZA GUADALAJARA III","BBVA BANCOMER",316252,"2018-04-24T23:40:42.000Z","CUAD-AVAYA"
"V0000000268",71297013,"A0_4023 CENTRO NEGOCIOS TLANEPANTLA","BBVA BANCOMER",316252,"2018-04-24T23:40:42.000Z","CUAD-AVAYA"
"V0000000269",71588719,"2449 HIPOTECARIA MTY LAZARO CARDENAS","BBVA BANCOMER",316252,"2018-04-24T23:40:43.000Z","CUAD-AVAYA"
"V0000000270",71623214,"2394 HIPOTECARIA CUERNAVACA","BBVA BANCOMER",316252,"2018-04-24T23:40:43.000Z","CUAD-AVAYA"
"V0000000271",71623723,"2377 HIPOTECARIA OAXACA","BBVA BANCOMER",316252,"2018-04-24T23:40:43.000Z","CUAD-AVAYA"
"V0000000272",71337190,"6379 PATRIMONIAL LILAS","BBVA BANCOMER",316253,"2018-04-24T23:51:14.000Z","CUAD-AVAYA"
"V0000000273",71369210,"6349 PATRIMONIAL OAXACA","BBVA BANCOMER",316253,"2018-04-24T23:51:15.000Z","CUAD-AVAYA"
"V0000000274",71372564,"6357 PATRIMONIAL SAN JOSE INSURGENTES","BBVA BANCOMER",316253,"2018-04-24T23:51:15.000Z","CUAD-AVAYA"
"V0000000275",71442945,"6355 PATRIMONIAL XALAPA","BBVA BANCOMER",316253,"2018-04-24T23:51:16.000Z","CUAD-AVAYA"
"V0000000276",71452133,"6337 PATRIMONIAL CD OBREGON","BBVA BANCOMER",316253,"2018-04-24T23:51:16.000Z","CUAD-AVAYA"
"V0000000277",71354255,"7691 GOBIERNO IZTAPALAPA","BBVA BANCOMER",316254,"2018-04-24T23:59:32.000Z","CUAD-AVAYA"
"V0000000278",71397786,"6401 PATRIMONIAL TORREON","BBVA BANCOMER",316254,"2018-04-24T23:59:32.000Z","CUAD-AVAYA"
"V0000000279",71424266,"6403 PATRIMONIAL TIJUANA","BBVA BANCOMER",316254,"2018-04-24T23:59:32.000Z","CUAD-AVAYA"
"V0000000280",71441342,"6391 PATRIMONIAL SAN LUIS POTOSI","BBVA BANCOMER",316254,"2018-04-24T23:59:32.000Z","CUAD-AVAYA"
"V0000000281",70115157,"3480 NAUCALPAN AVILA CAMACHO","BBVA BANCOMER",316288,"2018-04-25T15:19:50.000Z","CUAD-AVAYA"
"V0000000282",71414594,"6339 PATRIMONIAL MEXICALI","BBVA BANCOMER",316288,"2018-04-25T15:19:51.000Z","CUAD-AVAYA"
"V0000000283",71438169,"1796 EMPRESAS Y GOBIERNO IRAPUATO","BBVA BANCOMER",316288,"2018-04-25T15:19:52.000Z","CUAD-AVAYA"
"V0000000284",71444746,"829 EMPRESAS AGUASCALIENTES","BBVA BANCOMER",316288,"2018-04-25T15:19:52.000Z","CUAD-AVAYA"
"V0000000285",70114365,"291 GUADALUPE RUIZ CORTINES OTE","BBVA BANCOMER",316303,"2018-04-25T16:22:03.000Z","CUAD-AVAYA"
"V0000000286",70114448,"378 GOMEZ PALACIO CENTRO","BBVA BANCOMER",316303,"2018-04-25T16:22:03.000Z","CUAD-AVAYA"
"V0000000287",71273518,"5185 HEB CONDUCTORES","BBVA BANCOMER",316303,"2018-04-25T16:22:03.000Z","CUAD-AVAYA"
"V0000000288",71299343,"4608  VALLE SOLEADO","BBVA BANCOMER",316303,"2018-04-25T16:22:04.000Z","CUAD-AVAYA"
"V0000000289",70114296,"216 MONTERREY COUNTRY","BBVA BANCOMER",316315,"2018-04-25T16:40:06.000Z","CUAD-AVAYA"
"V0000000290",70114942,"3788 HOSPITAL SAN JOSE","BBVA BANCOMER",316315,"2018-04-25T16:40:06.000Z","CUAD-AVAYA"
"V0000000291",70115592,"6857 LAGUNA REY","BBVA BANCOMER",316315,"2018-04-25T16:40:07.000Z","CUAD-AVAYA"
"V0000000292",70121999,"1142 TORREON MODULO ADUANAL","BBVA BANCOMER",316315,"2018-04-25T16:40:07.000Z","CUAD-AVAYA"
"V0000000293",71295632,"5004 REYNOSA PLAZA JUAREZ","BBVA BANCOMER",316315,"2018-04-25T16:40:07.000Z","CUAD-AVAYA"
"V0000000294",70114369,"295 CD JUAREZ ZONA DORADA","BBVA BANCOMER",316327,"2018-04-25T17:00:22.000Z","CUAD-AVAYA"
"V0000000295",70114369,"295 CD JUAREZ ZONA DORADA","BBVA BANCOMER",316327,"2018-04-25T17:00:22.000Z","CUAD-AVAYA"
"V0000000296",70115221,"4455  JUAN PABLO II","BBVA BANCOMER",316327,"2018-04-25T17:00:23.000Z","CUAD-AVAYA"
"V0000000297",70115399,"6680 CD MIGUEL ALEMAN","BBVA BANCOMER",316327,"2018-04-25T17:00:24.000Z","CUAD-AVAYA"
"V0000000298",70221709,"5871 MOD ADUANAL ALTAMIRA TAMPS","BBVA BANCOMER",316327,"2018-04-25T17:00:24.000Z","CUAD-AVAYA"
"V0000000299",70114476,"412 GUADALAJARA LOPEZ MATEOS","BBVA BANCOMER",316339,"2018-04-25T17:19:59.000Z","CUAD-AVAYA"
"V0000000300",70114596,"A00_625 SAN QUINTIN","BBVA BANCOMER",316339,"2018-04-25T17:20:00.000Z","CUAD-AVAYA"
"V0000000301",70114866,"1003 ZAPOPAN GLORIETA CHAPALITA","BBVA BANCOMER",316339,"2018-04-25T17:20:01.000Z","CUAD-AVAYA"
"V0000000302",70115336,"6615 CD JUAREZ CAMPESTRE","BBVA BANCOMER",316339,"2018-04-25T17:20:02.000Z","CUAD-AVAYA"
"V0000000303",70115339,"6617 AEROPUERTO CD JUAREZ","BBVA BANCOMER",316339,"2018-04-25T17:20:03.000Z","CUAD-AVAYA"
"V0000000304",70114480,"416 GUADALAJARA SAN ANDRES","BBVA BANCOMER",316352,"2018-04-25T17:50:58.000Z","CUAD-AVAYA"
"V0000000305",70114927,"1066  PLAZA RIO NILO","BBVA BANCOMER",316352,"2018-04-25T17:50:59.000Z","CUAD-AVAYA"
"V0000000306",70114933,"1071 GUADALAJARA STA CECILIA","BBVA BANCOMER",316352,"2018-04-25T17:51:00.000Z","CUAD-AVAYA"
"V0000000307",70114945,"1079 GUADALAJARA TESISTAN","BBVA BANCOMER",316352,"2018-04-25T17:51:01.000Z","CUAD-AVAYA"
"V0000000308",70163735,"5671 VILLA HIDALGO","BBVA BANCOMER",316361,"2018-04-25T18:36:49.000Z","CUAD-AVAYA"
"V0000000309",71716336,"1141 MODULO ADUANAL NUEVO LAREDO","BBVA BANCOMER",316361,"2018-04-25T18:36:50.000Z","CUAD-AVAYA"
"V0000000310",71716347,"5027 JALAPA MURILLO VIDAL","BBVA BANCOMER",316361,"2018-04-25T18:36:51.000Z","CUAD-AVAYA"
"V0000000311",71716542,"336 SAN LUIS POTOSI SALVADOR NAVA","BBVA BANCOMER",316361,"2018-04-25T18:36:51.000Z","CUAD-AVAYA"
"V0000000312",70114697,"666 GUAMUCHIL","BBVA BANCOMER",317778,"2018-05-04T02:10:33.000Z","CUAD-AVAYA"
"V0000000313",70115237,"5314 SANTA ROSALIA OFNA PRINCIPAL","BBVA BANCOMER",317778,"2018-05-04T02:10:35.000Z","CUAD-AVAYA"
"V0000000314",70115540,"6790 NOVALATO","BBVA BANCOMER",317778,"2018-05-04T02:10:35.000Z","CUAD-AVAYA"
"V0000000315",70115555,"6813 CD CONSTITUCION OFNA PRINCIPAL","BBVA BANCOMER",317778,"2018-05-04T02:10:37.000Z","CUAD-AVAYA"
"V0000000316",70115643,"5813 MODULO FORD","BBVA BANCOMER",317778,"2018-05-04T02:10:37.000Z","CUAD-AVAYA"
"V0000000317",70115643,"5813 MODULO FORD","BBVA BANCOMER",317778,"2018-05-04T02:10:38.000Z","CUAD-AVAYA"
"V0000000318",70114501,"440 MAZATLAN OLAS ALTAS","BBVA BANCOMER",316381,"2018-04-25T19:10:17.000Z","CUAD-AVAYA"
"V0000000319",70114648,"647 TALA","BBVA BANCOMER",316381,"2018-04-25T19:10:17.000Z","CUAD-AVAYA"
"V0000000320",70115210,"1206 COCULA CENTRO","BBVA BANCOMER",316381,"2018-04-25T19:10:17.000Z","CUAD-AVAYA"
"V0000000321",70115613,"5800 ROSARIO","BBVA BANCOMER",316381,"2018-04-25T19:10:19.000Z","CUAD-AVAYA"
"V0000000322",70115659,"5828 EMPALME OFNA PRINCIPAL","BBVA BANCOMER",316381,"2018-04-25T19:10:19.000Z","CUAD-AVAYA"
"V0000000323",70114508,"448 CD GUZMAN CENTRO","BBVA BANCOMER",316408,"2018-04-25T19:41:17.000Z","CUAD-AVAYA"
"V0000000324",70114937,"1240 JIQUILPAN OCTAVIANA","BBVA BANCOMER",316408,"2018-04-25T19:41:17.000Z","CUAD-AVAYA"
"V0000000325",70114964,"1250 SAYULA","BBVA BANCOMER",316408,"2018-04-25T19:41:19.000Z","CUAD-AVAYA"
"V0000000326",70114985,"1257 COLIMA MADERO","BBVA BANCOMER",316408,"2018-04-25T19:41:19.000Z","CUAD-AVAYA"
"V0000000327",70115007,"1265 TEQUILA","BBVA BANCOMER",316408,"2018-04-25T19:41:20.000Z","CUAD-AVAYA"
"V0000000328",70115566,"5771 SLP GLORIETA","BBVA BANCOMER",316434,"2018-04-25T20:09:20.000Z","CUAD-AVAYA"
"V0000000329",70114409,"339 VALLE DE SANTIAGO ARTEAGA","BBVA BANCOMER",316685,"2018-04-26T18:06:26.000Z","CUAD-AVAYA"
"V0000000330",70114439,"370 JARAL DEL PROGRESO","BBVA BANCOMER",316685,"2018-04-26T18:06:28.000Z","CUAD-AVAYA"
"V0000000331",70115114,"4140 CRUZ AZUL","BBVA BANCOMER",316685,"2018-04-26T18:06:29.000Z","CUAD-AVAYA"
"V0000000332",70115636,"5530 APASEO EL GRANDE MADERO","BBVA BANCOMER",316685,"2018-04-26T18:06:30.000Z","CUAD-AVAYA"
"V0000000333",71234070,"5049 REFINERIA TULA","BBVA BANCOMER",316685,"2018-04-26T18:06:31.000Z","CUAD-AVAYA"
"V0000000334",70115344,"5877 CD MADERO","BBVA BANCOMER",316736,"2018-04-26T19:10:19.000Z","CUAD-AVAYA"
"V0000000335",70115638,"542 POZA RICA OBRERA","BBVA BANCOMER",316736,"2018-04-26T19:10:19.000Z","CUAD-AVAYA"
"V0000000336",71286240,"4624 PUEBLA  PLAZA SAN ANGEL","BBVA BANCOMER",316736,"2018-04-26T19:10:19.000Z","CUAD-AVAYA"
"V0000000337",71312695,"4658 TEC CAMPUS GUADALAJARA","BBVA BANCOMER",316736,"2018-04-26T19:10:20.000Z","CUAD-AVAYA"
"V0000000338",70114926,"1065 AJIJIC","BBVA BANCOMER",316964,"2018-04-27T22:57:05.000Z","CUAD-AVAYA"
"V0000000339",70114931,"1069 COLONIA ATLAS","BBVA BANCOMER",316964,"2018-04-27T22:57:06.000Z","CUAD-AVAYA"
"V0000000340",70114938,"1075 CARREFOUR RIO NILO","BBVA BANCOMER",316964,"2018-04-27T22:57:06.000Z","CUAD-AVAYA"
"V0000000341",70115196,"1093 CULIACAN BLVD MADERO","BBVA BANCOMER",316964,"2018-04-27T22:57:08.000Z","CUAD-AVAYA"
"V0000000342",71593016,"1073 CANCUN PLAZA LAS AMERICAS","BBVA BANCOMER",316964,"2018-04-27T22:57:08.000Z","CUAD-AVAYA"
"V0000000343",70114919,"1234 URUAPAN SARABIA","BBVA BANCOMER",316972,"2018-04-27T23:36:49.000Z","CUAD-AVAYA"
"V0000000344",70114924,"1237 LA PIEDAD BOULEVARD","BBVA BANCOMER",316972,"2018-04-27T23:36:50.000Z","CUAD-AVAYA"
"V0000000345",70114930,"1238 SAHUAYO","BBVA BANCOMER",316972,"2018-04-27T23:36:50.000Z","CUAD-AVAYA"
"V0000000346",70114934,"1239 YURECUARO GUERRERO","BBVA BANCOMER",316972,"2018-04-27T23:36:51.000Z","CUAD-AVAYA"
"V0000000347",70114940,"1242 COTIJA","BBVA BANCOMER",316972,"2018-04-27T23:36:52.000Z","CUAD-AVAYA"
"V0000000348",70114943,"1243 TANHUATO","BBVA BANCOMER",316977,"2018-04-27T23:38:40.000Z","CUAD-AVAYA"
"V0000000349",70114952,"1245 SANTA ANA PACUECO","BBVA BANCOMER",316977,"2018-04-27T23:38:40.000Z","CUAD-AVAYA"
"V0000000350",70114958,"1247 CHURINTZIO","BBVA BANCOMER",316977,"2018-04-27T23:38:41.000Z","CUAD-AVAYA"
"V0000000351",70114961,"1249 ACATLAN DE JUAREZ","BBVA BANCOMER",316977,"2018-04-27T23:38:42.000Z","CUAD-AVAYA"
"V0000000352",71622914,"1248 VALLE DE JUAREZ","BBVA BANCOMER",316977,"2018-04-27T23:38:42.000Z","CUAD-AVAYA"
"V0000000353",70114968,"1252 ZAPOTILTIC","BBVA BANCOMER",316984,"2018-04-27T23:46:36.000Z","CUAD-AVAYA"
"V0000000354",70114980,"1256 TECOMAN","BBVA BANCOMER",316984,"2018-04-27T23:46:37.000Z","CUAD-AVAYA"
"V0000000355",70114988,"1259 VILLA DE ALVAREZ","BBVA BANCOMER",316984,"2018-04-27T23:46:38.000Z","CUAD-AVAYA"
"V0000000356",70114998,"1262 AHUALULCO","BBVA BANCOMER",316984,"2018-04-27T23:46:39.000Z","CUAD-AVAYA"
"V0000000357",71460124,"1253 TUXPAN CENTRO","BBVA BANCOMER",316984,"2018-04-27T23:46:40.000Z","CUAD-AVAYA"
"V0000000358",70114322,"243 SANTA CLARA","BBVA BANCOMER",317177,"2018-04-30T18:36:38.000Z","CUAD-AVAYA"
"V0000000359",70114331,"253 GOMEZ PALACIO INDUSTRIAL","BBVA BANCOMER",317177,"2018-04-30T18:36:39.000Z","CUAD-AVAYA"
"V0000000360",70114356,"281 GOMEZ PALACIO ROSAS","BBVA BANCOMER",317177,"2018-04-30T18:36:40.000Z","CUAD-AVAYA"
"V0000000361",70114360,"286 PLAZA IXTAPALUCA","BBVA BANCOMER",317177,"2018-04-30T18:36:41.000Z","CUAD-AVAYA"
"V0000000362",70114370,"296 MONTERREY SATELITE","BBVA BANCOMER",317177,"2018-04-30T18:36:42.000Z","CUAD-AVAYA"
"V0000000363",70114372,"298 CD MEOQUI","BBVA BANCOMER",317744,"2018-05-04T00:22:51.000Z","CUAD-AVAYA"
"V0000000364",70114379,"310 LAZARO CARDENAS","BBVA BANCOMER",317744,"2018-05-04T00:22:51.000Z","CUAD-AVAYA"
"V0000000365",70114393,"322 TEQUISQUIAPAN INDEPENDENCIA","BBVA BANCOMER",317744,"2018-05-04T00:22:53.000Z","CUAD-AVAYA"
"V0000000366",70114397,"326 PATZCUARO ITURBE","BBVA BANCOMER",317744,"2018-05-04T00:22:54.000Z","CUAD-AVAYA"
"V0000000367",70114405,"335 SAN LUIS POTOSI ABASTOS","BBVA BANCOMER",317744,"2018-05-04T00:22:55.000Z","CUAD-AVAYA"
"V0000000368",70114406,"A0_336 SAN LUIS POTOSI SALVADOR NAVA","BBVA BANCOMER",317181,"2018-04-30T18:46:55.000Z","CUAD-AVAYA"
"V0000000369",70114410,"340 YURIRIA HIDALGO","BBVA BANCOMER",317181,"2018-04-30T18:46:55.000Z","CUAD-AVAYA"
"V0000000370",70114414,"344 TACAMBARO CENTRO","BBVA BANCOMER",317181,"2018-04-30T18:46:55.000Z","CUAD-AVAYA"
"V0000000371",70114419,"349 CD CAMARGO","BBVA BANCOMER",317181,"2018-04-30T18:46:58.000Z","CUAD-AVAYA"
"V0000000372",70114427,"357 CORTAZAR PORTAL CONSTITUCIO","BBVA BANCOMER",317751,"2018-05-04T00:41:22.000Z","CUAD-AVAYA"
"V0000000373",70114435,"366 ERMITA EL MANTO","BBVA BANCOMER",317751,"2018-05-04T00:41:23.000Z","CUAD-AVAYA"
"V0000000374",70114444,"374 CD JIMENEZ","BBVA BANCOMER",317751,"2018-05-04T00:41:24.000Z","CUAD-AVAYA"
"V0000000375",70114447,"377 CD ACUÑA","BBVA BANCOMER",317751,"2018-05-04T00:41:25.000Z","CUAD-AVAYA"
"V0000000376",70114449,"379 MUZQUIZ","BBVA BANCOMER",317751,"2018-05-04T00:41:25.000Z","CUAD-AVAYA"
"V0000000377",71305854,"1798 EMPRESARIAL LOS MOCHIS","BBVA BANCOMER",317903,"2018-05-04T19:24:08.000Z","CUAD-AVAYA"
"V0000000378",71428092,"1803 EMPRESAS PUEBLA","BBVA BANCOMER",317903,"2018-05-04T19:24:08.000Z","CUAD-AVAYA"
"V0000000379",71433001,"1698 COCA COLA FEMSA","BBVA BANCOMER",317903,"2018-05-04T19:24:09.000Z","CUAD-AVAYA"
"V0000000380",71438406,"1794 EMPRESAS CULIACAN","BBVA BANCOMER",317903,"2018-05-04T19:24:09.000Z","CUAD-AVAYA"
"V0000000381",71456993,"1813 EMPRESAS CD DEL CARMEN","BBVA BANCOMER",317903,"2018-05-04T19:24:10.000Z","CUAD-AVAYA"
"V0000000382",70114482,"418 TONALA ZARAGOZA","BBVA BANCOMER",317184,"2018-04-30T18:47:23.000Z","CUAD-AVAYA"
"V0000000383",70114488,"425 TRANSITO ALCALDE","BBVA BANCOMER",317184,"2018-04-30T18:47:23.000Z","CUAD-AVAYA"
"V0000000384",70114496,"434 GUADALAJARA PLAZA MEXICO","BBVA BANCOMER",317184,"2018-04-30T18:47:24.000Z","CUAD-AVAYA"
"V0000000385",70114500,"438 GUADALAJARA NIÑOS HEROES","BBVA BANCOMER",317184,"2018-04-30T18:47:24.000Z","CUAD-AVAYA"
"V0000000386",71378587,"2065 CER Y HN CD JUAREZ","BBVA BANCOMER",317904,"2018-05-04T19:23:42.000Z","CUAD-AVAYA"
"V0000000387",71411054,"2087 HN CER TIJUANA FLORIDO","BBVA BANCOMER",317904,"2018-05-04T19:23:43.000Z","CUAD-AVAYA"
"V0000000388",71419620,"1817 EMPRESAS DF FELIX CUEVAS","BBVA BANCOMER",317904,"2018-05-04T19:23:44.000Z","CUAD-AVAYA"
"V0000000389",71438398,"1826 EMPRESAS MONTERREY VISTA HERMOSA","BBVA BANCOMER",317904,"2018-05-04T19:23:45.000Z","CUAD-AVAYA"
"V0000000390",70031521,"2314  H NAL PZA VALLEJO","BBVA BANCOMER",317756,"2018-05-04T00:51:09.000Z","CUAD-AVAYA"
"V0000000391",70114509,"451 ZACOALCO CENTRO","BBVA BANCOMER",317756,"2018-05-04T00:51:10.000Z","CUAD-AVAYA"
"V0000000392",70114514,"456 CAPILLA DE GUADALUPE HIDALGO","BBVA BANCOMER",317756,"2018-05-04T00:51:10.000Z","CUAD-AVAYA"
"V0000000393",70114515,"457 AYOTLAN CLEMENTE AGUIRRE","BBVA BANCOMER",317756,"2018-05-04T00:51:10.000Z","CUAD-AVAYA"
"V0000000394",71379563,"1846  EMPRESAS TOLUCA LERMA","BBVA BANCOMER",317905,"2018-05-04T19:24:16.000Z","CUAD-AVAYA"
"V0000000395",70114539,"488 ENCARNACION DE DIAZ","BBVA BANCOMER",317894,"2018-05-04T19:12:57.000Z","CUAD-AVAYA"
"V0000000396",70114541,"491 JALOSTOTITLAN","BBVA BANCOMER",317894,"2018-05-04T19:12:59.000Z","CUAD-AVAYA"
"V0000000397",70115492,"504 PUEBLA DORADA","BBVA BANCOMER",317894,"2018-05-04T19:13:00.000Z","CUAD-AVAYA"
"V0000000398",70115602,"526 PUEBLA CENTRAL DE ABASTOS","BBVA BANCOMER",317894,"2018-05-04T19:13:01.000Z","CUAD-AVAYA"
"V0000000399",70115616,"529 I DE MATAMOROS PLAZA","BBVA BANCOMER",317894,"2018-05-04T19:13:02.000Z","CUAD-AVAYA"
