"folio","oa","servicio","siteId","alcance","partId","sku"
"A09130409",,"CUAD-CISCO",70115204,2,25845597,"UNC.CUAD.901.1"
"A09130034",,"CUAD-CISCO",70115502,4,25788999,"UNC.CUAD.905.1"
"A09130034",,"CUAD-CISCO",70115502,4,25789001,"UNC.CUAD.911.1"
"A09130034",,"CUAD-CISCO",70115502,2,25789003,"UNC.CUAD.901.1"
"A09130427",,"CUAD-CISCO",71419628,10,25849981,"UNC.CUAD.911.1"
"A09130427",,"CUAD-CISCO",71419628,1,25849983,"UNC.CUAD.901.1"
"A09130427",,"CUAD-CISCO",71419628,10,25850003,"UNC.CUAD.911.1"
"A09130427",,"CUAD-CISCO",71419628,10,25849981,"UNC.CUAD.911.1"
"A10130042",,"CUAD-CISCO",71255496,1,25861821,"UNC.CUAD.905.1"
"A10130042",,"CUAD-CISCO",71255496,1,25861823,"UNC.CUAD.911.1"
"A09130380",,"CUAD-CISCO",71299087,11,25843570,"UNC.CUAD.905.1"
"A09130380",,"CUAD-CISCO",71299087,11,25843572,"UNC.CUAD.911.1"
"A09130380",,"CUAD-CISCO",71299087,1,25843574,"UNC.CUAD.901.1"
"A05130174",,"CUAD-CISCO",71412076,2,25423991,"UNC.CUAD.905.1"
"A05130174",,"CUAD-CISCO",71412076,2,25423993,"UNC.CUAD.901.1"
"A05130174",,"CUAD-CISCO",71412076,2,25423995,"UNC.CUAD.911.1"
"A08130292",,"CUAD-CISCO",70115279,4,25778901,"UNC.CUAD.905.1"
"A08130292",,"CUAD-CISCO",70115279,4,25778903,"UNC.CUAD.911.1"
"A08130292",,"CUAD-CISCO",70115279,2,25778905,"UNC.CUAD.901.1"
"A05130212",,"CUAD-CISCO",70114434,1,25458086,"UNC.CUAD.901.1"
"A10130036",,"CUAD-CISCO",70115202,1,25861765,"UNC.CUAD.905.1"
"A10130036",,"CUAD-CISCO",70115202,1,25861767,"UNC.CUAD.911.1"
"A09130128",,"CUAD-CISCO",71286346,5,25797538,"UNC.CUAD.905.1"
"A09130128",,"CUAD-CISCO",71286346,5,25797540,"UNC.CUAD.911.1"
"A09130128",,"CUAD-CISCO",71286346,2,25797542,"UNC.CUAD.901.1"
"A09130416",,"CUAD-CISCO",70114502,12,25846012,"UNC.CUAD.905.1"
"A09130416",,"CUAD-CISCO",70114502,12,25846014,"UNC.CUAD.911.1"
"A09130416",,"CUAD-CISCO",70114502,3,25846016,"UNC.CUAD.901.1"
"A09130023",,"CUAD-CISCO",70114483,5,25788675,"UNC.CUAD.905.1"
"A09130023",,"CUAD-CISCO",70114483,2,25788677,"UNC.CUAD.901.1"
"A09130023",,"CUAD-CISCO",70114483,5,25788679,"UNC.CUAD.911.1"
"A10130090",,"CUAD-CISCO",70115431,1,25882293,"UNC.CUAD.911.1"
"A10130090",,"CUAD-CISCO",70115431,1,25882295,"UNC.CUAD.905.1"
"A09130093",,"CUAD-CISCO",70115327,5,25795129,"UNC.CUAD.905.1"
"A09130093",,"CUAD-CISCO",70115327,5,25795131,"UNC.CUAD.911.1"
"A09130093",,"CUAD-CISCO",70115327,2,25795138,"UNC.CUAD.901.1"
"A09130098",,"CUAD-CISCO",70115406,4,25795284,"UNC.CUAD.905.1"
"A09130098",,"CUAD-CISCO",70115406,4,25795286,"UNC.CUAD.911.1"
"A09130098",,"CUAD-CISCO",70115406,2,25795288,"UNC.CUAD.901.1"
"A09130284",,"CUAD-CISCO",70115207,1,25807771,"UNC.CUAD.905.1"
"A09130284",,"CUAD-CISCO",70115207,1,25807773,"UNC.CUAD.911.1"
"A06130072",,"CUAD-CISCO",70203779,5,25486136,"UNC.CUAD.905.1"
"A06130072",,"CUAD-CISCO",70203779,2,25486138,"UNC.CUAD.901.1"
"A06130072",,"CUAD-CISCO",70203779,6,25486140,"UNC.CUAD.911.1"
"A05130179",,"CUAD-CISCO",70114358,1,25434856,"UNC.CUAD.911.1"
"A05130179",,"CUAD-CISCO",70114358,1,25434854,"UNC.CUAD.905.1"
"A05130181",,"CUAD-CISCO",70115322,1,25434864,"UNC.CUAD.905.1"
"A05130181",,"CUAD-CISCO",70115322,1,25434866,"UNC.CUAD.911.1"
"A07130236",,"CUAD-CISCO",71378587,5,25664614,"UNC.CUAD.905.1"
"A07130236",,"CUAD-CISCO",71378587,5,25664624,"UNC.CUAD.911.1"
"A09130350",,"CUAD-CISCO",70114894,12,25842273,"UNC.CUAD.905.1"
"A09130350",,"CUAD-CISCO",70114894,12,25842275,"UNC.CUAD.911.1"
"A09130350",,"CUAD-CISCO",70114894,5,25842277,"UNC.CUAD.901.1"
"A08130319",,"CUAD-CISCO",70115535,6,25779673,"UNC.CUAD.905.1"
"A08130319",,"CUAD-CISCO",70115535,2,25779675,"UNC.CUAD.901.1"
"A08130319",,"CUAD-CISCO",70115535,6,25779689,"UNC.CUAD.911.1"
"A05130234",,"CUAD-CISCO",70115471,3,25462991,"UNC.CUAD.905.1"
"A05130234",,"CUAD-CISCO",70115471,1,25462993,"UNC.CUAD.901.1"
"A05130234",,"CUAD-CISCO",70115471,3,25462995,"UNC.CUAD.911.1"
"A08130131",,"CUAD-CISCO",70114766,6,25768950,"UNC.CUAD.905.1"
"A08130131",,"CUAD-CISCO",70114766,2,25768952,"UNC.CUAD.901.1"
"A08130131",,"CUAD-CISCO",70114766,6,25768954,"UNC.CUAD.911.1"
"A08130269",,"CUAD-CISCO",71238346,5,25776820,"UNC.CUAD.905.1"
"A08130269",,"CUAD-CISCO",71238346,5,25776822,"UNC.CUAD.911.1"
"A08130269",,"CUAD-CISCO",71238346,2,25776824,"UNC.CUAD.901.1"
"A06130081",,"CUAD-CISCO",70114185,6,25487203,"UNC.CUAD.905.1"
"A06130081",,"CUAD-CISCO",70114185,2,25487205,"UNC.CUAD.901.1"
"A06130081",,"CUAD-CISCO",70114185,6,25487207,"UNC.CUAD.911.1"
"A07130058",,"CUAD-CISCO",70115372,6,25570217,"UNC.CUAD.905.1"
"A07130058",,"CUAD-CISCO",70115372,2,25570219,"UNC.CUAD.901.1"
"A07130058",,"CUAD-CISCO",70115372,6,25570230,"UNC.CUAD.911.1"
"A07130267",,"CUAD-CISCO",70115072,4,25686890,"UNC.CUAD.905.1"
"A07130267",,"CUAD-CISCO",70115072,2,25686892,"UNC.CUAD.901.1"
"A07130267",,"CUAD-CISCO",70115072,4,25686901,"UNC.CUAD.911.1"
"A08130143",,"CUAD-CISCO",70222343,5,25769260,"UNC.CUAD.905.1"
"A08130143",,"CUAD-CISCO",70222343,2,25769262,"UNC.CUAD.901.1"
"A08130143",,"CUAD-CISCO",70222343,5,25769264,"UNC.CUAD.911.1"
"A08130265",,"CUAD-CISCO",71238326,5,25776708,"UNC.CUAD.905.1"
"A08130265",,"CUAD-CISCO",71238326,2,25776710,"UNC.CUAD.901.1"
"A08130265",,"CUAD-CISCO",71238326,5,25776712,"UNC.CUAD.911.1"
"A06130054",,"CUAD-CISCO",70114240,5,25484548,"UNC.CUAD.905.1"
"A06130054",,"CUAD-CISCO",70114240,2,25484550,"UNC.CUAD.901.1"
"A06130054",,"CUAD-CISCO",70114240,5,25484552,"UNC.CUAD.911.1"
"A05130211",,"CUAD-CISCO",70114369,1,25458084,"UNC.CUAD.901.1"
"A09130035",,"CUAD-CISCO",70115504,4,25789029,"UNC.CUAD.905.1"
"A09130035",,"CUAD-CISCO",70115504,4,25789031,"UNC.CUAD.911.1"
"A09130035",,"CUAD-CISCO",70115504,2,25789033,"UNC.CUAD.901.1"
"A09130079",,"CUAD-CISCO",70115596,4,25794101,"UNC.CUAD.905.1"
"A09130079",,"CUAD-CISCO",70115596,2,25794103,"UNC.CUAD.901.1"
"A09130079",,"CUAD-CISCO",70115596,4,25794117,"UNC.CUAD.911.1"
"A09130227",,"CUAD-CISCO",70115445,5,25802524,"UNC.CUAD.905.1"
"A09130227",,"CUAD-CISCO",70115445,5,25802526,"UNC.CUAD.911.1"
"A09130227",,"CUAD-CISCO",70115445,2,25802528,"UNC.CUAD.901.1"
"A09130247",,"CUAD-CISCO",70196097,4,25803347,"UNC.CUAD.905.1"
"A09130247",,"CUAD-CISCO",70196097,4,25803349,"UNC.CUAD.911.1"
"A09130247",,"CUAD-CISCO",70196097,2,25803351,"UNC.CUAD.901.1"
"A09130358",,"CUAD-CISCO",71256932,4,25842472,"UNC.CUAD.911.1"
"A09130358",,"CUAD-CISCO",71256932,4,25842474,"UNC.CUAD.905.1"
"A09130358",,"CUAD-CISCO",71256932,2,25842476,"UNC.CUAD.901.1"
"A08130312",,"CUAD-CISCO",70115466,4,25779453,"UNC.CUAD.911.1"
"A08130312",,"CUAD-CISCO",70115466,2,25779455,"UNC.CUAD.901.1"
"A08130312",,"CUAD-CISCO",70115466,4,25779457,"UNC.CUAD.905.1"
"A09130277",,"CUAD-CISCO",71419634,2,25806584,"UNC.CUAD.905.1"
"A09130277",,"CUAD-CISCO",71419634,2,25806586,"UNC.CUAD.911.1"
"A09130277",,"CUAD-CISCO",71419634,1,25806588,"UNC.CUAD.901.1"
"A06130073",,"CUAD-CISCO",70143856,4,25486108,"UNC.CUAD.905.1"
"A06130073",,"CUAD-CISCO",70143856,2,25486110,"UNC.CUAD.901.1"
"A06130073",,"CUAD-CISCO",70143856,4,25486112,"UNC.CUAD.911.1"
"A06130082",,"CUAD-CISCO",70114464,5,25487261,"UNC.CUAD.905.1"
"A06130082",,"CUAD-CISCO",70114464,2,25487263,"UNC.CUAD.901.1"
"A06130082",,"CUAD-CISCO",70114464,5,25487265,"UNC.CUAD.911.1"
"A09130049",,"CUAD-CISCO",70115295,5,25790892,"UNC.CUAD.905.1"
"A09130049",,"CUAD-CISCO",70115295,5,25790894,"UNC.CUAD.911.1"
"A09130049",,"CUAD-CISCO",70115295,2,25790896,"UNC.CUAD.901.1"
"A09130056",,"CUAD-CISCO",70114809,4,25791920,"UNC.CUAD.905.1"
"A09130056",,"CUAD-CISCO",70114809,4,25791922,"UNC.CUAD.911.1"
"A09130056",,"CUAD-CISCO",70114809,2,25791936,"UNC.CUAD.901.1"
"A08130028",,"CUAD-CISCO",71397789,1,25694947,"UNC.CUAD.911.1"
"A02130087",,"CUAD-CISCO",70222339,5,25252079,"UNC.CUAD.905.1"
"A02130087",,"CUAD-CISCO",70222339,2,25252081,"UNC.CUAD.901.1"
"A02130087",,"CUAD-CISCO",70222339,5,25252083,"UNC.CUAD.911.1"
"A07130272",,"CUAD-CISCO",70115203,5,25687063,"UNC.CUAD.905.1"
"A07130272",,"CUAD-CISCO",70115203,2,25687065,"UNC.CUAD.901.1"
"A07130272",,"CUAD-CISCO",70115203,5,25687067,"UNC.CUAD.911.1"
"A08130249",,"CUAD-CISCO",70031862,4,25776259,"UNC.CUAD.905.1"
"A08130249",,"CUAD-CISCO",70031862,4,25776261,"UNC.CUAD.911.1"
"A08130249",,"CUAD-CISCO",70031862,2,25776263,"UNC.CUAD.901.1"
"A08130279",,"CUAD-CISCO",71252626,5,25777094,"UNC.CUAD.905.1"
"A08130279",,"CUAD-CISCO",71252626,5,25777096,"UNC.CUAD.911.1"
"A08130279",,"CUAD-CISCO",71252626,2,25777098,"UNC.CUAD.901.1"
"A05130214",,"CUAD-CISCO",70114654,1,25458090,"UNC.CUAD.901.1"
"A08130321",,"CUAD-CISCO",70226814,5,25779741,"UNC.CUAD.905.1"
"A08130321",,"CUAD-CISCO",70226814,5,25779743,"UNC.CUAD.911.1"
"A08130321",,"CUAD-CISCO",70226814,2,25779745,"UNC.CUAD.901.1"
"A09130115",,"CUAD-CISCO",70115299,4,25796241,"UNC.CUAD.905.1"
"A09130115",,"CUAD-CISCO",70115299,4,25796243,"UNC.CUAD.911.1"
"A09130115",,"CUAD-CISCO",70115299,2,25796245,"UNC.CUAD.901.1"
"A07130200",,"CUAD-CISCO",70114946,4,25648190,"UNC.CUAD.905.1"
"A07130200",,"CUAD-CISCO",70114946,2,25648192,"UNC.CUAD.901.1"
"A07130200",,"CUAD-CISCO",70114946,4,25648194,"UNC.CUAD.911.1"
"A09130328",,"CUAD-CISCO",70115453,2,25838624,"UNC.CUAD.905.1"
"A09130328",,"CUAD-CISCO",70115453,2,25838626,"UNC.CUAD.911.1"
"A08130105",,"CUAD-CISCO",70114339,1,25763889,"UNC.CUAD.911.1"
"A08130105",,"CUAD-CISCO",70114339,1,25763891,"UNC.CUAD.905.1"
"A07130052",,"CUAD-CISCO",70114813,6,25570077,"UNC.CUAD.905.1"
"A07130052",,"CUAD-CISCO",70114813,6,25570079,"UNC.CUAD.911.1"
"A07130281",,"CUAD-CISCO",70197378,4,25687283,"UNC.CUAD.905.1"
"A07130281",,"CUAD-CISCO",70197378,2,25687285,"UNC.CUAD.901.1"
"A07130281",,"CUAD-CISCO",70197378,4,25687287,"UNC.CUAD.911.1"
"A08130139",,"CUAD-CISCO",70115114,5,25769140,"UNC.CUAD.905.1"
"A08130139",,"CUAD-CISCO",70115114,2,25769142,"UNC.CUAD.901.1"
"A08130139",,"CUAD-CISCO",70115114,5,25769152,"UNC.CUAD.911.1"
"A09130069",,"CUAD-CISCO",70115605,9,25793364,"UNC.CUAD.905.1"
"A09130069",,"CUAD-CISCO",70115605,9,25793366,"UNC.CUAD.911.1"
"A09130069",,"CUAD-CISCO",70115605,2,25793368,"UNC.CUAD.901.1"
"A09130086",,"CUAD-CISCO",70115575,4,25794703,"UNC.CUAD.905.1"
"A09130086",,"CUAD-CISCO",70115575,4,25794705,"UNC.CUAD.911.1"
"A09130086",,"CUAD-CISCO",70115575,2,25794707,"UNC.CUAD.901.1"
"A09130254",,"CUAD-CISCO",70115636,5,25803806,"UNC.CUAD.905.1"
"A09130254",,"CUAD-CISCO",70115636,5,25803808,"UNC.CUAD.911.1"
"A09130254",,"CUAD-CISCO",70115636,2,25803810,"UNC.CUAD.901.1"
"A09130272",,"CUAD-CISCO",70115458,1,25804487,"UNC.CUAD.901.1"
"A09130370",,"CUAD-CISCO",70122131,13,25843251,"UNC.CUAD.905.1"
"A09130370",,"CUAD-CISCO",70122131,13,25843253,"UNC.CUAD.911.1"
"A09130370",,"CUAD-CISCO",70122131,3,25843255,"UNC.CUAD.901.1"
"A08130067",,"CUAD-CISCO",71406651,13,25727730,"UNC.CUAD.906.1"
"A08130291",,"CUAD-CISCO",70115253,4,25778874,"UNC.CUAD.905.1"
"A08130291",,"CUAD-CISCO",70115253,4,25778876,"UNC.CUAD.911.1"
"A08130291",,"CUAD-CISCO",70115253,2,25778878,"UNC.CUAD.901.1"
"A05130029",,"CUAD-CISCO",70114630,2,25391710,"UNC.CUAD.905.1"
"A05130029",,"CUAD-CISCO",70114630,2,25391712,"UNC.CUAD.911.1"
"A06130052",,"CUAD-CISCO",70114235,5,25484492,"UNC.CUAD.905.1"
"A06130052",,"CUAD-CISCO",70114235,2,25484494,"UNC.CUAD.901.1"
"A06130052",,"CUAD-CISCO",70114235,5,25484496,"UNC.CUAD.911.1"
"A05130210",,"CUAD-CISCO",70114144,1,25458082,"UNC.CUAD.901.1"
"A05130221",,"CUAD-CISCO",71278158,1,25458117,"UNC.CUAD.905.1"
"A05130221",,"CUAD-CISCO",71278158,1,25458119,"UNC.CUAD.911.1"
"A05130224",,"CUAD-CISCO",71397789,1,25458125,"UNC.CUAD.901.1"
"A09130217",,"CUAD-CISCO",70114461,5,25802090,"UNC.CUAD.905.1"
"A09130217",,"CUAD-CISCO",70114461,5,25802092,"UNC.CUAD.911.1"
"A09130217",,"CUAD-CISCO",70114461,2,25802094,"UNC.CUAD.901.1"
"A07130261",,"CUAD-CISCO",70114381,12,25686728,"UNC.CUAD.905.1"
"A07130261",,"CUAD-CISCO",70114381,3,25686730,"UNC.CUAD.901.1"
"A07130261",,"CUAD-CISCO",70114381,12,25686732,"UNC.CUAD.911.1"
"A09130363",,"CUAD-CISCO",70114626,12,25843087,"UNC.CUAD.905.1"
"A09130363",,"CUAD-CISCO",70114626,12,25843089,"UNC.CUAD.911.1"
"A09130363",,"CUAD-CISCO",70114626,3,25843091,"UNC.CUAD.901.1"
"A09130386",,"CUAD-CISCO",70115440,9,25843853,"UNC.CUAD.905.1"
"A09130386",,"CUAD-CISCO",70115440,9,25843855,"UNC.CUAD.911.1"
"A09130386",,"CUAD-CISCO",70115440,2,25843857,"UNC.CUAD.901.1"
"A08130301",,"CUAD-CISCO",70115355,4,25779149,"UNC.CUAD.905.1"
"A08130301",,"CUAD-CISCO",70115355,4,25779151,"UNC.CUAD.911.1"
"A08130301",,"CUAD-CISCO",70115355,2,25779153,"UNC.CUAD.901.1"
"A08130309",,"CUAD-CISCO",70115458,5,25779371,"UNC.CUAD.905.1"
"A08130309",,"CUAD-CISCO",70115458,5,25779373,"UNC.CUAD.911.1"
"A08130309",,"CUAD-CISCO",70115458,2,25779375,"UNC.CUAD.901.1"
"A04130210",,"CUAD-CISCO",70115572,2,25367467,"UNC.CUAD.911.1"
"A04130210",,"CUAD-CISCO",70115572,2,25367469,"UNC.CUAD.905.1"
"A05130056",,"CUAD-CISCO",70115216,1,25395092,"UNC.CUAD.905.1"
"A05130056",,"CUAD-CISCO",70115216,1,25395094,"UNC.CUAD.911.1"
"A09130027",,"CUAD-CISCO",70115281,5,25788784,"UNC.CUAD.905.1"
"A09130027",,"CUAD-CISCO",70115281,5,25788786,"UNC.CUAD.911.1"
"A09130027",,"CUAD-CISCO",70115281,2,25788788,"UNC.CUAD.901.1"
"A07130027",,"CUAD-CISCO",70115557,5,25568733,"UNC.CUAD.905.1"
"A07130027",,"CUAD-CISCO",70115557,2,25568735,"UNC.CUAD.901.1"
"A07130027",,"CUAD-CISCO",70115557,5,25568737,"UNC.CUAD.911.1"
"A03130168",,"CUAD-CISCO",70115024,1,25305604,"UNC.CUAD.905.1"
"A03130168",,"CUAD-CISCO",70115024,1,25305606,"UNC.CUAD.911.1"
"A05130219",,"CUAD-CISCO",70115174,1,25458109,"UNC.CUAD.901.1"
"A07130050",,"CUAD-CISCO",70114314,4,25570029,"UNC.CUAD.905.1"
"A07130050",,"CUAD-CISCO",70114314,2,25570031,"UNC.CUAD.901.1"
"A07130050",,"CUAD-CISCO",70114314,4,25570033,"UNC.CUAD.911.1"
"A08130232",,"CUAD-CISCO",70115182,4,25775141,"UNC.CUAD.911.1"
"A08130232",,"CUAD-CISCO",70115182,2,25775143,"UNC.CUAD.901.1"
"A08130232",,"CUAD-CISCO",70115182,4,25775145,"UNC.CUAD.905.1"
"A08130257",,"CUAD-CISCO",70232066,5,25776489,"UNC.CUAD.905.1"
"A08130257",,"CUAD-CISCO",70232066,5,25776491,"UNC.CUAD.911.1"
"A08130257",,"CUAD-CISCO",70232066,2,25776493,"UNC.CUAD.901.1"
"A06130079",,"CUAD-CISCO",70114183,5,25487174,"UNC.CUAD.905.1"
"A06130079",,"CUAD-CISCO",70114183,2,25487176,"UNC.CUAD.901.1"
"A06130079",,"CUAD-CISCO",70114183,5,25487178,"UNC.CUAD.911.1"
"A09130176",,"CUAD-CISCO",70115265,5,25799646,"UNC.CUAD.905.1"
"A09130176",,"CUAD-CISCO",70115265,5,25799648,"UNC.CUAD.911.1"
"A09130176",,"CUAD-CISCO",70115265,2,25799659,"UNC.CUAD.901.1"
"A07130177",,"CUAD-CISCO",70114180,9,25636957,"UNC.CUAD.905.1"
"A07130177",,"CUAD-CISCO",70114180,1,25636959,"UNC.CUAD.901.1"
"A07130177",,"CUAD-CISCO",70114180,9,25636961,"UNC.CUAD.911.1"
"A09130235",,"CUAD-CISCO",70114859,4,25802901,"UNC.CUAD.905.1"
"A09130235",,"CUAD-CISCO",70114859,4,25802903,"UNC.CUAD.911.1"
"A09130235",,"CUAD-CISCO",70114859,2,25802905,"UNC.CUAD.906.1"
"A09130243",,"CUAD-CISCO",70115551,6,25803222,"UNC.CUAD.905.1"
"A09130243",,"CUAD-CISCO",70115551,6,25803224,"UNC.CUAD.911.1"
"A09130243",,"CUAD-CISCO",70115551,2,25803226,"UNC.CUAD.901.1"
"A09130268",,"CUAD-CISCO",70115442,5,25804328,"UNC.CUAD.905.1"
"A09130268",,"CUAD-CISCO",70115442,5,25804330,"UNC.CUAD.911.1"
"A09130268",,"CUAD-CISCO",70115442,2,25804332,"UNC.CUAD.901.1"
"A09130376",,"CUAD-CISCO",70115524,8,25843471,"UNC.CUAD.905.1"
"A09130376",,"CUAD-CISCO",70115524,8,25843473,"UNC.CUAD.911.1"
"A09130376",,"CUAD-CISCO",70115524,3,25843475,"UNC.CUAD.901.1"
"A07130021",,"CUAD-CISCO",70114216,5,25568564,"UNC.CUAD.905.1"
"A07130021",,"CUAD-CISCO",70114216,2,25568566,"UNC.CUAD.901.1"
"A07130021",,"CUAD-CISCO",70114216,5,25568568,"UNC.CUAD.911.1"
"A07130191",,"CUAD-CISCO",70114416,5,25647895,"UNC.CUAD.905.1"
"A07130191",,"CUAD-CISCO",70114416,5,25647897,"UNC.CUAD.911.1"
"A07130191",,"CUAD-CISCO",70114416,2,25647908,"UNC.CUAD.901.1"
"A09130062",,"CUAD-CISCO",70114746,8,25793134,"UNC.CUAD.905.1"
"A09130062",,"CUAD-CISCO",70114746,8,25793136,"UNC.CUAD.911.1"
"A09130062",,"CUAD-CISCO",70114746,3,25793138,"UNC.CUAD.901.1"
"A09130187",,"CUAD-CISCO",70223947,5,25800146,"UNC.CUAD.905.1"
"A09130187",,"CUAD-CISCO",70223947,5,25800148,"UNC.CUAD.911.1"
"A09130187",,"CUAD-CISCO",70223947,2,25800150,"UNC.CUAD.901.1"
"A08130177",,"CUAD-CISCO",71294035,5,25771351,"UNC.CUAD.906.1"
"A04130204",,"CUAD-CISCO",70114495,2,25367344,"UNC.CUAD.901.1"
"A04130204",,"CUAD-CISCO",70114495,13,25367346,"UNC.CUAD.911.1"
"A04130204",,"CUAD-CISCO",70114495,13,25367348,"UNC.CUAD.905.1"
"A08130302",,"CUAD-CISCO",70115407,5,25779177,"UNC.CUAD.905.1"
"A08130302",,"CUAD-CISCO",70115407,5,25779179,"UNC.CUAD.911.1"
"A08130302",,"CUAD-CISCO",70115407,2,25779181,"UNC.CUAD.901.1"
"A04130071",,"CUAD-CISCO",70114493,3,25333478,"UNC.CUAD.905.1"
"A04130071",,"CUAD-CISCO",70114493,1,25333480,"UNC.CUAD.901.1"
"A04130071",,"CUAD-CISCO",70114493,3,25333482,"UNC.CUAD.911.1"
"A09130043",,"CUAD-CISCO",70114680,6,25790704,"UNC.CUAD.905.1"
"A09130043",,"CUAD-CISCO",70114680,6,25790706,"UNC.CUAD.911.1"
"A09130043",,"CUAD-CISCO",70114680,2,25790708,"UNC.CUAD.901.1"
"A07130195",,"CUAD-CISCO",70114558,10,25648030,"UNC.CUAD.905.1"
"A07130195",,"CUAD-CISCO",70114558,2,25648032,"UNC.CUAD.901.1"
"A07130195",,"CUAD-CISCO",70114558,10,25648034,"UNC.CUAD.911.1"
"A05130218",,"CUAD-CISCO",70115013,4,25458105,"UNC.CUAD.905.1"
"A05130218",,"CUAD-CISCO",70115013,4,25458107,"UNC.CUAD.911.1"
"A09130433",,"CUAD-CISCO",71420093,14,25850138,"UNC.CUAD.905.1"
"A09130433",,"CUAD-CISCO",71420093,14,25850140,"UNC.CUAD.911.1"
"A09130433",,"CUAD-CISCO",71420093,1,25850142,"UNC.CUAD.901.1"
"A09130053",,"CUAD-CISCO",70114365,4,25791827,"UNC.CUAD.905.1"
"A09130053",,"CUAD-CISCO",70114365,4,25791829,"UNC.CUAD.911.1"
"A09130053",,"CUAD-CISCO",70114365,2,25791831,"UNC.CUAD.901.1"
"A09130242",,"CUAD-CISCO",70114439,6,25803190,"UNC.CUAD.905.1"
"A09130242",,"CUAD-CISCO",70114439,6,25803192,"UNC.CUAD.911.1"
"A09130242",,"CUAD-CISCO",70114439,2,25803194,"UNC.CUAD.901.1"
"A09130262",,"CUAD-CISCO",70114482,6,25804143,"UNC.CUAD.905.1"
"A09130262",,"CUAD-CISCO",70114482,6,25804145,"UNC.CUAD.911.1"
"A09130262",,"CUAD-CISCO",70114482,2,25804147,"UNC.CUAD.901.1"
"A08130208",,"CUAD-CISCO",71414138,13,25774109,"UNC.CUAD.906.1"
"A02130080",,"CUAD-CISCO",70114711,1,25250009,"UNC.CUAD.905.1"
"A02130080",,"CUAD-CISCO",70114711,1,25250011,"UNC.CUAD.911.1"
"A05130180",,"CUAD-CISCO",70114738,1,25434858,"UNC.CUAD.901.1"
"A06130053",,"CUAD-CISCO",70114236,5,25484520,"UNC.CUAD.905.1"
"A06130053",,"CUAD-CISCO",70114236,2,25484522,"UNC.CUAD.901.1"
"A06130053",,"CUAD-CISCO",70114236,5,25484524,"UNC.CUAD.911.1"
"A05130222",,"CUAD-CISCO",71280855,1,25458121,"UNC.CUAD.901.1"
"A05130223",,"CUAD-CISCO",71304133,1,25458123,"UNC.CUAD.901.1"
"A10130044",,"CUAD-CISCO",70114290,16,25862867,"UNC.CUAD.905.1"
"A10130044",,"CUAD-CISCO",70114290,16,25862869,"UNC.CUAD.911.1"
"A10130096",,"CUAD-CISCO",70119011,2,25887249,"UNC.CUAD.911.1"
"A05130166",,"CUAD-CISCO",70114145,8,25407771,"UNC.CUAD.905.1"
"A05130166",,"CUAD-CISCO",70114145,3,25407773,"UNC.CUAD.901.1"
"A05130166",,"CUAD-CISCO",70114145,8,25407775,"UNC.CUAD.911.1"
"A09130400",,"CUAD-CISCO",71305856,16,25845077,"UNC.CUAD.905.1"
"A09130400",,"CUAD-CISCO",71305856,16,25845079,"UNC.CUAD.911.1"
"A09130400",,"CUAD-CISCO",71305856,1,25845081,"UNC.CUAD.901.1"
"A07130203",,"CUAD-CISCO",70115234,5,25648261,"UNC.CUAD.905.1"
"A07130203",,"CUAD-CISCO",70115234,2,25648263,"UNC.CUAD.901.1"
"A07130203",,"CUAD-CISCO",70115234,5,25648265,"UNC.CUAD.911.1"
"A08130251",,"CUAD-CISCO",70114872,4,25776305,"UNC.CUAD.905.1"
"A08130251",,"CUAD-CISCO",70114872,4,25776307,"UNC.CUAD.911.1"
"A08130251",,"CUAD-CISCO",70114872,2,25776309,"UNC.CUAD.901.1"
"A08130275",,"CUAD-CISCO",71251329,5,25776983,"UNC.CUAD.905.1"
"A08130275",,"CUAD-CISCO",71251329,2,25776985,"UNC.CUAD.901.1"
"A08130275",,"CUAD-CISCO",71251329,5,25776996,"UNC.CUAD.911.1"
"A05130215",,"CUAD-CISCO",70114668,1,25458092,"UNC.CUAD.901.1"
"A05130216",,"CUAD-CISCO",70114759,1,25458094,"UNC.CUAD.901.1"
"A05130217",,"CUAD-CISCO",70114905,1,25458096,"UNC.CUAD.901.1"
"A09130036",,"CUAD-CISCO",70115512,5,25789059,"UNC.CUAD.905.1"
"A09130036",,"CUAD-CISCO",70115512,5,25789061,"UNC.CUAD.911.1"
"A09130036",,"CUAD-CISCO",70115512,2,25789063,"UNC.CUAD.901.1"
"A09130259",,"CUAD-CISCO",71238330,4,25803961,"UNC.CUAD.905.1"
"A09130259",,"CUAD-CISCO",71238330,4,25803963,"UNC.CUAD.911.1"
"A09130259",,"CUAD-CISCO",71238330,2,25803965,"UNC.CUAD.901.1"
"A04130109",,"CUAD-CISCO",70115199,2,25336413,"UNC.CUAD.905.1"
"A04130109",,"CUAD-CISCO",70115199,2,25336415,"UNC.CUAD.911.1"
"A06130078",,"CUAD-CISCO",70114176,9,25487146,"UNC.CUAD.905.1"
"A06130078",,"CUAD-CISCO",70114176,2,25487148,"UNC.CUAD.901.1"
"A06130078",,"CUAD-CISCO",70114176,9,25487150,"UNC.CUAD.911.1"
"A06130083",,"CUAD-CISCO",70115037,5,25487289,"UNC.CUAD.905.1"
"A06130083",,"CUAD-CISCO",70115037,2,25487291,"UNC.CUAD.901.1"
