"tecnología","cliente","sitio","siteName","fcs","status"
"CUAD-AVAYA","BBVA BANCOMER",71249271,"C5138 PLAZA ANTARA","[""A01181190""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71673869,"185 TEPALCATES","[""A01182110""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115043,"1297 LOS REYES FLORESTA","[""A03180108"",""A12173442""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71390817,"4689 APODACA PLAZA SENDERO","[""A02181947""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71638950,"5505 TARANDACUAO","[""A09170658""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71241097,"2308 HIPOTECARIA  TOLUCA","[""A01201016"",""A02181685"",""A02181689""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115354,"6634 COATZACOALCOS PALMA SOLA","[""A09170409"",""A02182065""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71732834,"5618 MERCADO SAN JUAN","[""A03194304""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114764,"3743 BOULEVARD NORTE","[""A02182035""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847925,"ALTAMIRA MIRAMAR","[""A09200927""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115239,"5316 SAN JOSE DEL CABO OFNA PRINCIPAL","[""A02180519""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71792184,"0810 EMPRESAS LEON","[""V0000000704"",""A02191042""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114671,"3698 CONTRERAS CRUZ VERDE","[""A01181282"",""A03182221""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71587917,"PUEBLA SAMS HOSPITAL GENERAL","[""A08160272""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467433,"MOROLEON","[""A11150510""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70200465,"5015 CULIACAN 3 RIOS","[""A02180319""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71332136,"2320 HN PUERTO VALLARTA","[""A02200650"",""V0000000226"",""A02181241""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115485,"503 PUEBLA HUMBOLDT","[""A04140140"",""A09130060""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71270580,"5180 AZTECAS UDLA","[""A01181241""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114416,"346 MARINA NACIONAL","[""A05201604"",""A02181457""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71457959,"729 NUEVO SUR","[""A10170588"",""A02182045""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71437372,"4756 VALLE DE LAS GARZAS","[""A03181428""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71275380,"5212 TLAJOMULCO CENTRO","[""A09170798"",""A02182056""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71620778,"3217 PATZCUARO LIBRAMIENTO","[""A02181300""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71333205,"2399 H NAL PZA CUAUTITLAN","[""A02181243""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71643553,"5056 SAN JERONIMO 2017","[""A09170675""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115288,"5654 TEPIC MERCADO","[""A09130046""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114625,"3536 DF LOMAS DE BEZARES","[""A01201119"",""A10170066""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114187,"48 BOSQUES DE LAS LOMAS","[""A10170481"",""A04180195""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114808,"3615 CENTRAL DE ABASTOS II","[""A01181271""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71703437,"5492 TIZAPAN","[""A02181751"",""A02181591""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71644589,"5653 TEPOZTLAN CENTRO","[""A09170651""]","[""Activo""]"
"CUAD-CISCO","LALA ADMINISTRACION Y CONTROL, S.A. DE C.V.",70165732,"LALA CEDIS VALLEJO","[""A08191436""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71699838,"6617 CD JUAREZ AEROPUERTO","[""A02181580"",""A02181740""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71273519,"5198 CORDOBA CRYSTAL","[""A01180980""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71588719,"2449 HIPOTECARIA MTY LAZARO CARDENAS","[""V0000000269"",""A10170638""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114271,"168 NAUCALPAN ECHEGARAY IND CANNON","[""A01181333"",""A02182030""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71390797,"4693 PLAZA MARAVILLAS","[""A03182317""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115641,"5812 HERMOSILLO OLIVARES","[""A06180177""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122131,"5620 MORELIA CENTRO","[""A12200866"",""A06200859"",""A03201179"",""A12180428"",""A03180103"",""A01180861"",""V0000000116""]","[""Activo""]"
"CUAD-BROADSOFT","PROVIDENT MEXICO S.A. DE C.V.",71729076,"MORELIA 2","[""A04200040""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115406,"6689 CD RIO BRAVO","[""A09130098""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114490,"427  ATEMAJAC","[""A10170509"",""A02182064""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71325127,"352 PLAZA VICTORIA","[""A06181715"",""A11180176"",""A03193548""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70197242,"1146 MOD ADUANAL FORD","[""A03180200""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71427701,"3019 BELENES","[""A03180219""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71463734,"0885 SITE AEROPUERTO","[""A10170659""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71842270,"6324 PATRIMONIAL PUNTO SUR","[""A03200682"",""A03200688""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115493,"6525 HUEJUTLA PLAZA DE LA REVOL","[""A05181670""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114246,"125 IGUALA CENTRO","[""A09170640"",""A02182021""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115695,"570 CUAUHTEMOC","[""A11201194"",""A03180054""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114426,"356 CHIHUAHUA SANTA RITA","[""A03180531""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114147,"9 VALLEJO LAS TORRES","[""A10170924"",""A03180510""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114708,"3713 TLALPAN CHABACANO","[""A02180150""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71457749,"513 PANZACOLA INDUSTRIAS","[""A03180567""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114967,"3806  APODACA","[""A01180650""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70221719,"3750 PUEBLA MIRADOR","[""A01181312""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71705816,"5965 JUAN ALDAMA CENTENARIO NVO DOM","[""A03180459""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71566826,"895 PLAZA NOVENA","[""A10170628""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71706206,"5972 TEUL DE GONZALEZ ORTEGA","[""A03180497""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71442121,"4763 PFP MARINA NACIONAL","[""A03181435""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115716,"5599 IXMIQUILPAN","[""A05181715"",""A10180399""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114474,"410 MORELIA MADERO CENTRO","[""A02180812""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115288,"5654 TEPIC MERCADO","[""A09170793""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71438782,"4768 IXTAPAN DE LA SAL","[""A03180581""]","[""Activo""]"
"CUAD-BROADSOFT","CLARO",71854687,"GB_BES_RPV_CENTRO_II CEDIS_FINANZAS PGLA 52325","[""A10201521""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71444891,"3939 EXPOPLAZA AGUASCALIENTES","[""A10170871"",""A10170877"",""A03180613""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467454,"TEPIC","[""A11150563""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114778,"3758 OFNA PPAL PUEBLA","[""A11201205"",""A03180973""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71284742,"5238 SUC LAS HACIENDAS","[""A03180309""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115710,"5589 ZACULTIPAN","[""V0000000181""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467423,"SANLUISPOTOSIII","[""A11150482""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114288,"205 MONTERREY GONZALITOS","[""A12170685"",""A03180597""]","[""Activo""]"
"CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE",71840842,"CORPORATIVO THIERS 251 SABADELL","[""A04200728""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114381,"312 MOROLEON PORTAL CORREGIDORA","[""A07130261""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114880,"1221 MORELIA INDEPENDENCIA","[""A11201199"",""A03180606""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115426,"5952 ZACATECAS CENTRO","[""A03181267""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71706190,"5673 RUIZ","[""A03180491""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71278157,"5259 PLAZA DIAMANTE","[""A03180588""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.",71396378,"CNC EN COZUMEL","[""A11160402""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114640,"644 MAZATLAN PLAZA LAS AMERICAS","[""A09130083""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71332271,"2361 HN LA PAZ BCS","[""A02200628"",""A01180092""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115386,"5410 CHIHUAHUA CC MIRADOR","[""A03180573""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71789643,"A-576 JOJUTLA ALTAMIRANO","[""A03194291"",""A03194393""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115351,"5884 APIZACO","[""A03180545""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71404162,"4716 SUR 17","[""A03180571""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71402580,"3500 CENTRO COMERCIAL SATELITE","[""A03180965"",""A03180956""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115241,"5609 HUAUCHINANGO","[""A09170791"",""A09190376""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71578111,"6404 PATRIMONIAL CD JUAREZ","[""A04194923"",""A08180667"",""A03194336"",""A05201619"",""A03194335""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71255493,"5131  MULTIPLAZA DEL VALLE","[""V0000000150"",""A03180304""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115413,"5424 HIDALGO DEL PARRAL CENTRO","[""A03180579""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71645144,"4462 CUAUHTEMOC CAMPO 6 1-2","[""A10170111""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115346,"5692 JUCHITAN CENTRO","[""A04140108"",""A09130059""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114517,"459 BOULEVARD DIAZ ORDAZ","[""A03180935""]","[""Activo""]"
"CUAD-BROADSOFT","FISCALIA GENERAL DEL ESTADO DE TABASCO",71459544,"AGENCIA JONUTA","[""A07150460""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115143,"4166 VALLE DE GPE","[""V0000000175"",""A06180924""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70232467,"3428 ATIZAPAN","[""V0000000422""]","[""Activo""]"
"CUAD-BROADSOFT","NUESTRA CAJA S.A. DE C.V.",71824371,"CUAD SANTA ROSA","[""A10191586"",""A08190911"",""A08191481""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115396,"5922 TIERRA BLANCA LIBERTAD","[""A03180269""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855792,"CEDIS ISLA VERACRUZ","[""A11201173""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115737,"585 LERMA","[""V0000000412""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114257,"138 DF COPILCO OXTOPULCO","[""A01181324"",""A03180912""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71282313,"3595 EXHIBIMEX SAN ANTONIO","[""A01181842""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115459,"6502 TUXPAN JARDINES","[""A03180273""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114887,"1025 EXPERIENCIA","[""A01180047""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115507,"6758 URUAPAN BENITO JUAREZ","[""A05181967""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114398,"327 SAN  MIGUEL DE ALLENDE JUAREZ","[""A03180917""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN",71567120,"DEVLYN SATELITE","[""A04160469""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467247,"TULTITLAN","[""A11150532""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467260,"IXTAPALUCA","[""A11150568""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115385,"5702 ASUNCION NOCHIXTLAN CENTRO","[""V0000000126"",""A03181967""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71695743,"5560 BUENAVISTA DE CUELLAR","[""A02181314""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71299345,"6785 CULIACAN DR MORA","[""A03181223""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71351474,"FRANCISCO MORAZAN 173","[""A12130147""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71249702,"5101 PLAZA TOLIN","[""A01180825""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115727,"575 CUERNAVACA LOMAS","[""A03180074"",""A03181224""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70223486,"221  MONTERREY LINDAVISTA","[""A09170665"",""A03182152""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114373,"303 SAN FCO DEL RINCON PLAZA C","[""A03182153""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71280856,"5262 TEHUACAN PLAZA PASEO","[""A03182003""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114376,"306 GUANAJUATO JUAREZ","[""A03180991""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114799,"3782 GUADALUPE CENTRO","[""V0000000538""]","[""Activo""]"
"CUAD-CISCO","BANCO MERCANTIL DEL NORTE, S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO B",71829825,"MODULO FRESKO MIDTOWN GUADALAJARA","[""A09191239""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70220183,"5024 METEPEC ISIDRO","[""A12172028""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114144,"6 POLANCO CASTELAR","[""A05201599"",""A10170921"",""A03181299""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71336848,"405 AMERICAS","[""A06181966""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855683,"PLANTA DE DE ALIMENTOS","[""A11200767""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71278193,"5252 PACHUCA SAN JAVIER","[""A01180952"",""A03180874""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115461,"494 QUERETARO ALAMOS","[""A10171259"",""A03180882""]","[""Activo""]"
"CUAD-BROADSOFT","FINANCIERA AYUDAMOS, S.A. DE C.V. SOFOM ER",71312960,"SUC  PICACHO AJUSCO","[""A07160225""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71776540,"SITE 359 PORTAL VALLEJO (LA RAZA)","[""A03194671""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114176,"34 DF PLUTARCO","[""A10170467"",""A03181466""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114763,"705 PLAZA FIESTA","[""A02180873"",""A05193308""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114703,"3711 TICOMAN","[""A02180166""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114677,"3556 RAMOS MILLAN","[""A01180634"",""A03181932""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114205,"69 REFORMA ANGEL","[""A01181262"",""A01181251""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114581,"620 LOS CABOS ZARAGOZA","[""A03182174""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115376,"6653 SAN MIGUEL LEON","[""A02180682"",""A03182250""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.",71410163,"CERVECERIA JOJUTLA DOM NVO","[""A10160464""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115652,"5534 COMONFORT CENTRO","[""A09130256""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71294688,"6663 GUANAJUATO 5 MAYO","[""A03182274""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71788370,"3537 INTERLOMAS","[""A03194298""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114606,"3670 CASAS ALEMAN","[""A01182107"",""A03182223""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114535,"482 ACAMBARO CENTRO","[""A02180852"",""A03182164""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467279,"PLAZACHIMALHUACAN","[""A11150593""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71420114,"1799 EMPRESAS Y GOBIERNO MAZATLAN","[""V0000000708"",""A02191056""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114167,"25 CAMARA DE DIPUTADOS","[""A10170477"",""A02180689""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114902,"1046 GUADALAJARA RASTRO","[""A02180972"",""A03182213""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114879,"1018 GUADALAJARA SAN ONOFRE","[""A02181022"",""A03182212""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71369422,"3600 PLAZA MOLIERE","[""A09170740"",""A03182225""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71779079,"SITE 35 GRAN PATIO TAPACHULA","[""A03194733""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114328,"251 TORREON INDEPENDENCIA","[""A02182042""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71513192,"334 SALAMANCA FAJA DE ORO","[""A03182209""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122129,"474 LEON BOULEVARD","[""A08200845"",""A02180816"",""A07190871""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71643581,"5397 TONALA CHIAPAS","[""A02200621"",""A09170680""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115668,"5837 VILLAHERMOSA LOPEZ MATEOS","[""A09170422"",""A02180655""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114395,"324  DOLORES HIDALGO PLAZA PRINCIPAL","[""V0000000163"",""A02180796"",""A03182166""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71390812,"4695 JERECUARO","[""A03182323""]","[""Activo""]"
"CUAD-CISCO","ENERGIA LIMPIA DE AMISTAD",71651578,"PLANTA PE ENEL LA AMISTAD SUBESTACION NOVILLOS CD ACUÑA","[""A11200762"",""A11200628""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115589,"6851 PUENTE DE IXTLA SAN MATEO","[""A09130050""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71651974,"3721 VALLE DE CHALCO RUBC","[""A10171275""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467283,"CHALCOIII","[""A11150597""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115191,"1091 ZAPOPAN LAS AGUILAS","[""A12201011"",""A02181040"",""A03182214""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467507,"COATZACOALCOS","[""A11150556""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71844107,"IXTLAHUACAN DE LOS MEMBRILLOS","[""A11200537""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114929,"1068 TONALA LOMA DORADA","[""A02181064"",""A03182215""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71776547,"SITE 366 OUTLET LERMA","[""A03194639""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114610,"3672 S FELIPE DE JESUS","[""A01182116"",""A03182222""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114676,"658 NAVOJOA OFNA PRINCIPAL","[""V0000000711"",""A05181368"",""A02191072"",""A03190955""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114769,"735 TULA DE ALLENDE","[""A03182240""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115093,"4104 LOS REYES LA PAZ LOS REYES II","[""V0000000613""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467310,"ACAPULCO","[""A11150615""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115416,"5937 MERIDA PONIENTE","[""A01180892""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71673875,"1395 ARBOLEDAS GARZA GARCÍA","[""A01181019""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122111,"328 IRAPUATO OFNA PRINCIPAL","[""A12200388"",""A03182196""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114988,"1259 VILLA DE ALVAREZ","[""V0000000355""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114717,"3720 PICACHO AJUSCO","[""A01181297"",""A03182227""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115066,"3968 LORETO CENTRO","[""A03182249""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115407,"5423 HIDALGO DEL PARRAL GLORIETA","[""A12140218"",""A08150244"",""A08130302""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71708354,"6830 SANTA MARIA DEL RIO CENTRO","[""A03181924""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852233,"CFE","[""A09200786""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71461981,"BENJAMIN HILL","[""A09160126""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114239,"118 MORELOS","[""A10170540"",""A01181278""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71310410,"1838 EMPRESARIAL MONTERREY APODACA","[""A07130202""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71392740,"4686  SUN MALL VIP JUAREZ","[""V0000000644""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70220181,"5023 HACIENDA DE AGUASCALIENTES","[""A03182291""]","[""Activo""]"
"CUAD-CISCO","ANUNCIOS EN DIRECTORIOS, S.A.DE C.V.",70050955,"SECCION AMARILLA DIVISION METRO ROJO GOM","[""A10140138"",""A10140249""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71595940,"5933 MERIDA CENTRO","[""A01180903""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71252629,"5127 MEXICALI PLAZA PEDREGA","[""A01181283""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114971,"3809 APODACA LOS FRESNOS","[""A02180170""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114241,"120 TEXCOCO EMILIANO ZAPATA","[""A10170546""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115617,"5509 CELAYA GAMESA","[""A04180127""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71249079,"MODATELAS CEDIS","[""A11150493""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71404109,"4710 PLAZA LAS PALMAS","[""A12120211""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115156,"4184 QUERETARO SATELITE","[""A04180150""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847919,"CARDENAS","[""A06200675""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71428725,"2359 HN CULIACAN","[""A01180105"",""A10180534""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115216,"4449 MERIDA MERCADO","[""A01180572"",""A03182289""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115119,"4151 SILAO LIBERTAD","[""A02180270"",""A03182282""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115524,"5757 CHETUMAL PRINCIPAL","[""A11200729"",""A09171135"",""A12180780"",""A03182347"",""A11181232"",""A01181248""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114649,"3689 CUAUTEPEC","[""A03180522"",""A04180163""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115366,"6645 LEON BARRIO","[""A02180669"",""A03182245""]","[""Activo""]"
