"tecnología","cliente","sitio","siteName","fcs","status"
"CUAD-AVAYA","BBVA BANCOMER",70115756,"608 RIO COLORADO OFNA PRINCIPAL","[""V0000000467""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71830194,"1432 SAMS MEXICO 68 CULIACAN","[""A10190857""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467542,"SANPEDRODELASCOLONIAS","[""A11150103""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115253,"5339 SALTILLO MAGISTERIO","[""A02180534""]","[""Activo""]"
"CUAD-BROADSOFT","SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ",71845730,"CUARTEL SAN JOSE","[""A10201527""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71295633,"5047 CHILUCA SAYAAVEDRA","[""A08130283""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115133,"3467 SANDALO","[""A04180151""]","[""Activo""]"
"CUAD-BROADSOFT","SERVICIOS ONCOLOGICOS DEL NORESTE",71851061,"ONCOLOGICOS","[""A08200707""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114930,"1238 SAHUAYO","[""A08190389"",""V0000000345""]","[""Activo""]"
"CUAD-CISCO","PROMOTORA DEL DESARROLLO DE AMERICA LATINA, S.A. DE C.V.",71450451,"CASETA EL DORADO","[""A06160459""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114508,"448 CD GUZMAN CENTRO","[""V0000000323""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115599,"6862 TIZAYUCA","[""V000000081"",""A04180197""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70200407,"5013 PLAZA GALERIAS PACHUCA","[""A04180132""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71367227,"584 ACAPULCO FRAMBOYANT","[""A02180931""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71577911,"949 PUERTO INTERIOR SILAO","[""V0000000152"",""A05192332""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115155,"4182 QUERETARO ABASTOS","[""A01201072"",""A04180140""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71619008,"PUEBLA SAMS HOSPITAL GENERAL-","[""A03170623""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO GAYOSSO",71369052,"FUERZA DE VENTAS DURANGO","[""A05160066""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71251017,"5108 REYNOSA PLAZA REAL","[""A01181213"",""A03182348"",""A03182275"",""A03182383""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115030,"3909 TLAQUEPAQUE ITESO","[""A09130195""]","[""Activo""]"
"CUAD-BROADSOFT","GRUPO CUAUHTEMOC MOCTEZUMA S.A. DE C.V.",71293748,"CCM OFV SAN FERNANDO","[""A09160306""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114595,"3524  CORUNA TLALPAN","[""A01180616"",""A04195499"",""A04195251"",""A04194826"",""A04180167""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114850,"1019 COMERCIAL INDEPENDENCIA","[""A08190413"",""V0000000458""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71352420,"AHUAZOTEPEC 560","[""A12130104""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115505,"6532 EBANO","[""A02180605"",""A04180134""]","[""Activo""]"
"CUAD-BROADSOFT","FISCALIA GENERAL DEL ESTADO DE TABASCO",71459482,"AGENCIA VILLA EL TRIUNFO BALANCAN","[""A07150428""]","[""Cancelado""]"
"CUAD-BROADSOFT","INSTITUTO ELECTORAL DEL ESTADO DE  GUANAJUATO",71648755,"IEEG STA CATARINA 2018","[""A10170174"",""A12172029""]","[""Cancelado""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467357,"MERIDAV","[""A11150661""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115108,"4131 LINDAVISTA","[""A01182112"",""A03182272""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71273532,"5205 TIJUANA MACRO PLAZA","[""A01181003""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115157,"3480 NAUCALPAN AVILA CAMACHO","[""A09130365""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114843,"3627 WAL MART TEPEYAC","[""A01181294""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71283478,"5239 CULIACAN LOLA BELTRAN","[""A02180497""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71844192,"PANOTLA","[""A09200059""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71390811,"4702 PLAZA FORUM BUENAVISTA","[""A03182414""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71273530,"5192 TEPOZOTLAN LOS CEDROS","[""A02180480"",""A04180156""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70143851,"5555 CHICHIHUALCO","[""V0000000200""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115138,"3474 VILLA NORTE","[""A10171172"",""A02182022""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71623209,"614 TIJUANA PLAYAS","[""A01181072"",""A04180184""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70144491,"5097 ECATEPEC LAS AMERICAS","[""A02180324"",""A04180200""]","[""Activo""]"
"CUAD-CISCO","GEO TAMAULIPAS, S.A. DE C.V.",71568903,"OFICINA CENTRAL TOLUCA","[""A02170579""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70114434,"365 PABELLON BOSQUES","[""A04190575""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71289659,"CV GDL","[""A07200444""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71241271,"2346 H NAL PZA REYNOSA","[""A09130387""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71390815,"4688 PLAZA ERMITA","[""V0000000604""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71310414,"6355 PATRIMONIAL XALAPA","[""A01181023""]","[""Activo""]"
"CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV",71321208,"EMB LAS MARGARITAS NUEVA URBANA CUAUTLA","[""A05190994""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70114242,"121 PERICENTRO","[""A10170559"",""A01181295"",""A04180142""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114521,"463 AGUASCALIENTES CENTRO","[""A02180810"",""A04180325""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71441424,"137 ECATEPEC CENTRO","[""A01181878""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70197255,"1295 INST MEX DEL PETROLEO","[""A09130229""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114525,"470 SAN LUIS POTOSI AVENIDA","[""A02180814"",""A04180281""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115485,"503 PUEBLA HUMBOLDT","[""A12171690""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114381,"312 MOROLEON PORTAL CORREGIDORA","[""A04180315""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71711628,"297 SALTILLO LOURDES","[""A04180447"",""A04180441""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114913,"1057 CENTRAL CAMIONERA","[""V0000000103""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71255497,"5124 PLAZA CUSPIDE","[""A02180455"",""A04180154""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115644,"545 CAMPECHE CENTRO","[""A09130161""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71280860,"5269 IRAPUATO MERCADO DE ABASTOS","[""A02180493"",""A04180352""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114160,"18 NIZA","[""A04180312""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114431,"362 URIANGATO MORELOS","[""A12140518"",""A11120066"",""A10120033""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115137,"4159 ARANDAS","[""A12201002"",""V0000000616""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71277207,"5228 LEON PLAZA OBELISCO","[""A02180499"",""A04180341""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114949,"3795 GARZA GARCIA VALLE PONIENTE","[""A01180625"",""A04180402""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71444755,"723 CENTRO CORPORATIVO EMPRESAS GUADALAJARA","[""A07200009"",""V000000077""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115109,"4132 DEL ANGEL","[""A01182122"",""A04180272""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71273522,"5197 LEON PLAZA POLIFORUM","[""A02180477"",""A04180333""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71619961,"VER COPPEL REVOLUCION","[""A03171185""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71591303,"6569 ZINACANTEPEC CENTRO","[""A03180282"",""A04180400""]","[""Activo""]"
"CUAD-CISCO","LALA ADMINISTRACION Y CONTROL, S.A. DE C.V.",70165750,"LALA CEDIS TIHUATLAN","[""A01150810""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115664,"5835 VILLAHERMOSA ATASTA","[""A01181017""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114895,"1036 ZAPOPAN ARCOS","[""A01180068""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114169,"27 TACUBA","[""A10170479"",""A02180703"",""A05193300""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114221,"93  MARIANO ESCOBEDO","[""A05201602"",""A10170445"",""A01181230"",""A03182148""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70224681,"5780 LOS PINOS ZACATECAS","[""A06180274"",""A03194803""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115473,"6507 GUTIERREZ ZAMORA CENTRO","[""A05181612""]","[""Activo""]"
"CUAD-BROADSOFT","INSTITUTO ELECTORAL DEL ESTADO DE  GUANAJUATO",71646337,"VICTORIA -HIDALGO-","[""A10170186"",""A12170552""]","[""Activo"",""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71457748,"283 LAS AGUILAS","[""A02180780"",""A04180291""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467484,"AGUASCALIENTESIV","[""A11150490""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114317,"238 POPOCATEPETL","[""V000000099"",""A02182032""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115356,"5890 TLAXCO CENTRO","[""A09130412"",""A12120257""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115686,"563 ATLACOMULCO","[""A10200890"",""A03180050"",""A04180155""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71436409,"4659 POZA RICA PEMEX","[""V0000000653""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467253,"ATIZAPAN","[""A11150546""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115360,"6640 MINATITLAN HIDALGO","[""A01201036"",""V0000000125"",""A03180268"",""A03194809""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71578283,"1170 CUAUHTEMOC PLAZA MAGNOLIA","[""A09170672"",""A10170633""]","[""Activo""]"
"CUAD-AVAYA","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71846550,"SANOH PLANTA PARQUE ADVANCE APASEO","[""A10201400""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70223948,"5038 OBREGON CENTENARIO","[""A12172010""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467282,"CHALCOIIVALLE PLAZA SENDERO","[""A11150596""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115075,"3432 SAN ANTONIO ABAD","[""A11201200"",""A03180228"",""A04180204""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122069,"270 CHIHUAHUA INDEPENDENCIA","[""A12200888""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114583,"621 LA PAZ MALECON","[""V0000000463"",""A04194875""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114672,"3555 DIVISION VERTIZ","[""A12120072""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115041,"3923 CUERNAVACA UNIVERSIDAD","[""A02180264"",""A07180480"",""A07180500""]","[""Activo""]"
"CUAD-BROADSOFT","PROVIDENT MEXICO S.A. DE C.V.",71729447,"MERIDA 2","[""A04200045""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467318,"BODEGADEMERCERIA ACAPULCO","[""A11150622""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71386918,"GASTOS MEDICOS PADRE MIER","[""A07140292""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115575,"A0 6829 SALINAS DE HIDALGO CENTRO","[""V0000000671""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",71415328,"CASA PALACIO, ANTARA  PH","[""A07200482""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114752,"3739 BANCOMER CHOLULA","[""A02182034"",""A04180346"",""A04180353""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71623145,"648 PLAZA LOS ALTOS","[""A05181381""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114220,"88  CONDESA","[""A09170638"",""A04180209""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467275,"SANJERONIMO","[""A11150589""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115105,"4124 LOMAS BARRILACO","[""A01182084"",""A04180396""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70220792,"5027 MURILLO VIDAL","[""A03180542""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114562,"3651 ROBLES DOMINGUEZ","[""A02181118"",""A04180393""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114216,"80 EJERCITO NACIONAL","[""A07130021""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70114173,"30 NAUCALPAN WALTER C BUCHANAN","[""A10170485"",""A02180712"",""A02191331"",""A04180366""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467319,"ZIHUATANEJO","[""A11150623""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71255496,"5033  PLAZA LEONES","[""A12172015""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71390818,"4691 NEZA ESTADIO","[""A01181877"",""A04180413""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71760190,"1442 ISLA SENDERO IXTAPALUCA","[""A03194634""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114149,"11 TLALNEPANTLA GUSTAVO BAZ","[""V000000076"",""A10170925"",""A05180914""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71441882,"3571 NARVARTE","[""A01181873"",""A04180484""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114463,"394 PURUANDIRO PORTAL","[""A05181231""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115586,"5488 PONCITLAN CENTRO","[""V0000000589""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114787,"3606  PASEOS DE CHURUBUSCO","[""A05181203""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115436,"6703 COMITAN BOULEVARD","[""A05181210""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71824915,"1659 PROLEC GE","[""A07191336""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467535,"TORREON","[""A11150096""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467560,"MAZATLANIII","[""A11150121""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114481,"417 GUADALAJARA GONZALEZ GALLO","[""A08200783"",""A05181238""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115745,"595 OCOTLAN CENTRO","[""A05181375""]","[""Activo""]"
"CUAD-CISCO","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL",71314357,"HERMOSILLO NUEVO MODULO","[""A08140103""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114695,"3706 VILLAS NICOLAS ROMERO","[""A07180581"",""V0000000524"",""A07180579""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71379564,"3482 DIANA","[""A03181316"",""A04180420""]","[""Cancelado"",""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114576,"3519 SAN JUAN TEOTIHUACAN","[""V0000000419"",""A05181146""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71718807,"1397 PASEO HIPODROMO","[""A05180934""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71286240,"4624 PUEBLA  PLAZA SAN ANGEL","[""V0000000336"",""A01180654""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847888,"CHARCAS","[""A09200912""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114171,"29 AZCAPOTZALCO SERDAN","[""V0000000547"",""A10170484""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115687,"564 TUXTLA LA FUENTE","[""A01181284""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115219,"1210 LA BARCA","[""A05181331""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71390116,"1822 EMPRESAS SAN ANGEL","[""A01201007"",""A09170431"",""A03191043"",""A04194906""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71621067,"2260 MONTERREY SUR","[""A05181386"",""A06181923""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71294035,"6365  PATRIMONIAL IRAPUATO","[""A08200889"",""A08200888"",""A05201647"",""A05193299"",""A05192167"",""A03181274"",""A05192163""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115282,"5648 HUANDACAREO MELCHOR OCAMPO","[""A05181794""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71643578,"481 LOS MOCHIS HIDALGO","[""A09170677"",""A03180193""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114499,"437 ANITA RAMON CORONA","[""A03180593""]","[""Activo""]"
"CUAD-CISCO","DOLORES WIND S.A. DE C.V.",71749656,"PARQUE EOLICO DOLORES","[""A11200766"",""A11200644""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115222,"4461 CD CUAUHTEMOC CENTRO","[""A03182253"",""A02180278"",""A03182328"",""A03182374""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115696,"5568 TECPAN CENTRO","[""A05181592""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115030,"3909 TLAQUEPAQUE ITESO","[""A01180631""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71458591,"5774 SLP LOMAS","[""A11201208"",""A02180614""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847910,"CHOIX","[""A06200671""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414609,"6392 PATRIMONIAL HERMOSILLO","[""A09170619"",""A04194916""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115573,"6575 XONACATLAN","[""A06180070""]","[""Activo""]"
"CUAD-CISCO","GEO HOGARES IDEALES, S.A. DE C.V.",71570750,"OFICINA NUEVO VILLAS DE LA LAGUNA","[""A09170035"",""A09170036"",""A01170159""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70115691,"5565 ALTAMIRANO","[""A05181591""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71596126,"6635 COATZACOALCOS PETROLERA 1","[""A02181305""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71648552,"5212 TLAJOMULCO","[""A10170114""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114641,"3687 ATZACOALCO","[""A02181204""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71441119,"4772 GARDEN SANTA FE","[""A05181940""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115307,"6577 CD OBREGON CALIFORNIA","[""A02180664""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115438,"5972 TEUL DE GONZALEZ ORTEGA CENTRO","[""A05181636""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71370980,"4679 SECRETARIA DE EDUCACION JALISCO","[""A02180294""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70031862,"A0__5094 SAN JOSE ITURBIDE CENTRO","[""A03182281"",""A02191733""]","[""Activo""]"
"CUAD-BROADSOFT","INSTITUTO ELECTORAL DEL ESTADO DE  GUANAJUATO",71646395,"GUANAJUATO II -YERBABUENA-","[""A10170123"",""A12170281""]","[""Activo"",""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71434344,"813 EMP MTY REVOLUCION","[""V0000000439"",""A03181212""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71619146,"TEPIC SAMS","[""A03170942""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71672855,"2383 HIPOTECARIA JALAPA","[""A01180645""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71454169,"6351 PATRIMONIAL CANCUN","[""A03195261"",""A08200886"",""A04194837"",""A05201621"",""A08180678""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115597,"5492 TIZAPAN EL ALTO CENTRO","[""A05181321""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114727,"677 AGUA PRIETA O PANAMERICANA","[""V0000000211"",""A11170110""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114236,"115 NAUCALPAN SAN BARTOLO","[""A03181484""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115551,"6556 JILOTEPEC","[""A05181953""]","[""Activo""]"
"CUAD-BROADSOFT","INSTITUTO ELECTORAL DEL ESTADO DE  GUANAJUATO",71646054,"VILLAGRAN IEEG GTO","[""A10170185"",""A12170621""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71451013,"3531 XALOXTOC","[""A01201046"",""A10170656""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855812,"CEDIS TOLUCA","[""A11201174""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114411,"341 ABASOLO GUERRERO","[""A03182230""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71238330,"5560 BUENA VISTA DE CUELLAR","[""A05181752""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115146,"3478 INGUARAN","[""A03180955"",""A04194836""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115753,"604 TIJUANA PLAZA CASTRO","[""A02160022""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71438781,"4782 MEGA LAS PALMAS","[""A05181891""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71249502,"3454 PORTALES CARRANZA","[""A04180171"",""A10170646"",""A03195264""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114631,"3683 PARQUE SAN ANDRES","[""A12120092""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71437373,"4753 FUENTES DEL PEDREGAL","[""A01180755""]","[""Activo""]"
"CUAD-CISCO","SEGUROS BANORTE, S.A. DE C.V. GRUPO FINANCIERO BANORTE",71362164,"CHIHUAHUA","[""A07200440""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115325,"5687 CIUDAD IXTEPEC CENTRO","[""A05181162"",""A05193381""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71463580,"4776 ESTACION FERROCARRIL","[""A03181436""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114414,"344 TACAMBARO CENTRO","[""A12120112""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114341,"265 LINARES","[""A02180749""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114456,"386 SALTILLO SAN ISIDRO","[""A09170661""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114636,"642 OBREGON NAINARI","[""A03182468""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71549070,"3500 SATELITE","[""A06180918"",""V0000000660"",""A04194848"",""A04195227""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71560974,"3551 DF TEPEPAN","[""A10170664"",""A03180987""]","[""Activo""]"
"CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE",71840840,"ALESTRA QUERETARO  SABADELL","[""A04200760""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115003,"3881 ZAPOPAN PLAZA GALERIAS","[""A01180604""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71776519,"SITE 92 PABELLÓN RÍO DE LOS REMEDIOS","[""A03194676""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70232104,"5063 MONTERREY GOMEZ MORIN","[""A01180788""]","[""Activo""]"
"CUAD-BROADSOFT","OPTICAS DEVLYN, S.A. DE C.V.",71618958,"(OPTIMART) ACAYUCAN CENTRO","[""A03171146""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114303,"223 MONTERREY TEC","[""A02200613"",""A02180719"",""A04191212""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114878,"1017 HERMOSA PROVINCIA","[""A09190953"",""A02180999"",""A02191742""]","[""Activo""]"
"CUAD-AVAYA","SERVICIOS DE COBRANZA, RECUPERACION Y SEGUIMIENTO SA DE CV",71627019,"CORPORATIVO BOTURINI","[""A10200711"",""A05200281""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115438,"5972 TEUL DE GONZALEZ ORTEGA CENTRO","[""A09130099""]","[""Activo""]"
"CUAD-BROADSOFT","MODATELAS, S.A. DE C.V.",71467327,"TUXTLAGTZ I","[""A11150631""]","[""Activo""]"
